step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed
0,mixed_20,0,0,168.3026709770025,28.05044516283375,168.3026709770025,28.05044516283375,5.6,0.30434782608695654,33205.61385074482,1804.6529266709142,18.4,4.024708573114488,26.480753695180727,2.8,14,1.9097394562296524,0.15217391304347827,26.480753695180727,61.31869453633328,3.0,0.5,4.020547717791146,0.0,6,26.646369024450394,0.6,4.045818582034078,36.609367054890356,0.6,3.994770688022547,9.270939279262791,0.2,8.327447934169323,0.0,0.0,0.0,61.31869453633328,1.0,3.2569358446737215,25.039152276147547,0.6,4.498313257847208
1,mixed_20,0,0,222.64192559055613,37.106987598426024,222.64192559055613,37.106987598426024,20.0,1.2658227848101267,32217.175663444206,2039.0617508508992,15.8,3.1707393997671924,14.342376765045799,4.0,15,1.3334500499746307,0.25316455696202533,14.342376765045799,49.74038322774419,2.9999999999999996,0.49999999999999994,4.381965877480709,0.0,6,14.549186002480496,0.6,5.38224390027706,5.00653538825361,0.6,5.08842706584285,0.0,0.2,0.0,10.63990066962873,0.4,8.498895833641292,49.74038322774419,0.8,1.8953535736733718,6.118255302167768,0.4,5.426874891449676
2,mixed_20,0,0,288.2527781915605,48.04212969859341,288.2527781915605,48.04212969859341,37.0,2.5,29271.00317879026,1977.7704850533958,14.8,2.940333588490899,17.31836893146915,4.2,8,1.5984108264165697,0.28378378378378377,17.31836893146915,100.0,1.5999999999999999,0.26666666666666666,1.4112077901139857,0.0,6,3.9102135888148837,0.4,8.467246740683914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.2,0.0
3,mixed_20,0,0,185.41469555537202,35.65667222218693,800185.4146955553,133364.23578259256,60.6,4.04,29848.63018183181,1989.9086787887873,15.0,3.594382354754504,18.54037741492879,5.8,6,2.259122976147075,0.38666666666666666,18.540377414928788,100.0,1.2,0.19999999999999998,1.482500850440327,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,11.242264489572733,0.2,8.895005102641962,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
4,mixed_20,1,0,237.36148274209086,39.56024712368181,237.36148274209086,39.56024712368181,41.4,2.5555555555555554,31585.571755739522,1949.7266515888593,16.2,3.6174796285503663,18.089097458717163,4.6,10,2.3217676220143826,0.2839506172839506,18.089097458717163,60.0,2.0,0.3333333333333333,5.682314474254876,0.0,6,11.109550661083745,0.2,9.001264142058913,3.6918488451408393,0.4,9.053180743660779,22.50915612555019,0.4,7.129985388897349,0.0,0.0,0.0,60.0,0.8,0.0,11.2240291205282,0.2,8.909456570912212
5,mixed_20,1,1,424.16736060236246,75.74417153613616,9172.990424057676,1528.831737342946,49.0,2.9878048780487805,31870.178097798773,1943.3035425487058,16.4,2.644941188938779,25.064907287474796,4.6,9,1.5277464657815099,0.2804878048780488,25.064907287474796,100.0,1.7999999999999998,0.3,1.7844433778581623,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,11.374643416378376,0.2,8.791484386755348,39.0148003084704,0.6,1.9151758803936267,0.0,0.0,0.0
6,mixed_20,1,1,255.20518443658588,42.53419740609765,255.20518443658588,42.53419740609765,71.0,4.382716049382716,33594.81617001307,2073.754084568708,16.2,3.654638093566013,25.877983097118904,5.0,12,1.8803987515806797,0.30864197530864196,25.877983097118904,100.0,2.4,0.39999999999999997,3.0339460922987116,0.0,6,8.558979125527912,0.4,8.546417905017734,0.0,0.0,0.0,100.0,1.0,0.0,28.33130645313929,0.4,5.602174245482293,18.377613004046225,0.6,4.055084403292245,0.0,0.0,0.0
7,mixed_20,1,1,575.9453431771063,99.30092123743214,2851.759796231302,475.2932993718837,98.0,6.125,33211.68081450342,2075.730050906464,16.0,4.04646063553096,38.06493863469739,6.6,17,2.6125093097492336,0.4125,38.0649386346974,100.0,3.4000000000000004,0.5666666666666668,5.845342218627544,0.0,6,7.420298632117692,0.2,8.843812737800182,9.701282503635298,0.4,8.88827782124281,100.0,1.0,0.0,100.0,1.0,0.0,0.5302776205456894,0.6,8.027044746652244,10.73777305188571,0.2,9.312918006070033
8,mixed_20,1,1,396.37732225077303,68.34091762944362,200396.37732225072,33399.39622037512,129.2,8.38961038961039,29819.303739800125,1936.3184246623457,15.4,3.0628883824853377,35.12423974903489,7.4,13,2.5610746698019815,0.4805194805194805,35.12423974903489,100.0,2.6,0.43333333333333335,1.4464319228108549,0.0,6,0.0,0.2,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,10.745438494209338,0.4,8.67859153686513,0.0,0.0,0.0
9,mixed_20,1,1,250.10084637187305,41.683474395312174,250.10084637187305,41.683474395312174,164.0,10.123456790123457,32695.44549409432,2018.2373761786619,16.2,3.2474625317152066,35.12599863645931,7.4,11,1.7081118230736836,0.4567901234567901,35.125998636459315,100.0,2.2,0.3666666666666667,1.5495239255950315,0.0,6,0.0,0.0,0.0,10.755991818755888,0.2,9.297143553570189,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
