step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed,d7_occ,d7_veh,d7_speed,d8_occ,d8_veh,d8_speed
0,random,1,0,401.58080968004543,44.62008996444949,401.58080968004543,44.62008996444949,25.6,0.4942084942084942,95913.15036880845,1851.6052194750664,51.8,2.307519491443127,29.56523189926865,6.8,26,0.7290559705489447,0.13127413127413126,29.56523189926865,54.52544455988914,5.2,0.5777777777777778,3.1923110311093583,0.0,9,47.415363116342064,1.0,3.9063441877723246,31.311986799413773,0.6,4.176990788430759,22.56909578728653,0.6,4.110577631997039,0.0,0.0,0.0,0.0,0.0,0.0,54.52544455988914,0.6,4.901982107088353,26.165815900119185,0.6,4.05082141398886,38.37362412493832,0.8,3.9345058970708338,45.72575680542883,1.0,3.649577253636056
1,random,2,1,738.5954537795099,82.06616153105665,738.5954537795099,82.06616153105665,56.4,1.0601503759398496,81870.71034684128,1538.923126820325,53.2,2.132396475110533,69.59020970335438,18.6,33,1.5190027238319004,0.34962406015037595,69.59020970335438,100.0,6.6,0.7333333333333333,0.19036115041730087,0.0,9,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.31188733018945,0.6,1.7132503537557078,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
2,random,3,2,1257.7201675528086,139.7466852836454,1257.7201675528086,139.7466852836454,158.2,2.814946619217082,92000.32773860547,1637.0165078043676,56.2,1.7291757599958775,70.48901125225616,33.0,36,2.0420755380138567,0.5871886120996441,70.48901125225616,100.0,7.2,0.7999999999999999,2.627704934663447,0.0,9,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,1.6938796932049627,0.4,7.880708159599454,11.465085603667546,0.2,8.722132869902966,21.242135973432994,0.6,7.046503382468605,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
3,random,3,3,711.0715608122066,79.00795120135629,711.0715608122066,79.00795120135629,93.0,1.6726618705035972,97329.05853976656,1750.5226356073122,55.6,1.4867242918306365,32.47155439186943,21.2,23,0.9094538564301505,0.381294964028777,32.47155439186943,100.0,4.6,0.5111111111111111,1.086553822371385,0.0,9,32.63871975241784,0.6,1.8140524550141341,23.841150869255898,0.6,1.7583635357334764,36.32373455893287,0.6,2.110683433992104,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,40.0,0.6,0.0,30.924261154846704,0.6,2.16468323020623,28.516123191371605,0.6,1.9312017463965225
4,random,1,3,445.68408611364856,49.52045401262762,445.68408611364856,49.52045401262762,39.2,0.6950354609929078,99929.59766591438,1771.8013770552195,56.4,1.9939933243798638,46.37961253672826,10.2,31,0.8728010205868489,0.18085106382978725,46.37961253672826,100.0,6.2,0.6888888888888889,3.2358917418825945,0.0,9,49.803251569204576,0.8,3.437986328808063,47.29089809411079,0.8,3.6877694554910994,59.02255881388612,0.8,3.4220916354693136,0.0,0.0,0.0,1.565601739844169,0.2,8.412025777716188,100.0,1.0,0.0,60.577336440597946,1.0,2.719605810944868,49.38602437061604,0.8,3.6505735712508236,49.77084180229468,0.8,3.792973097262996
5,random,3,1,614.9469233572023,69.88033219968207,903.2619943652783,100.36244381836426,44.4,0.7681660899653979,89537.72811402327,1549.0956421111293,57.8,2.019147189056282,70.15108456051547,16.8,34,1.5126114374420199,0.2906574394463668,70.15108456051547,100.0,6.800000000000001,0.7555555555555556,0.9781113412024118,0.0,9,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,11.359761044639356,0.2,8.803002070821707,0.0,0.2,0.0,20.0,0.4,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
6,random,0,3,626.2872349177604,69.58747054641782,626.2872349177604,69.58747054641782,26.4,0.46153846153846156,95362.3449128942,1667.1738621135348,57.2,1.588140164244332,29.33563086473884,13.4,25,0.9043462778685813,0.23426573426573427,29.33563086473883,99.19251705863644,4.999999999999999,0.5555555555555555,2.1803643237452257,0.0,9,20.28393464766623,0.6,1.5043764357970337,21.639994183582303,0.6,1.7054553445052383,27.42620568454413,0.6,2.068858218746822,0.0,0.0,0.0,6.176830614342634,0.4,8.363444177433848,99.19251705863644,1.0,2.2980102663552695,27.905457422671702,0.6,2.138727767586578,21.395738171206062,0.6,1.544406703282244,40.0,0.6,0.0
7,random,2,0,520.7760534498283,57.86400593886981,520.7760534498283,57.86400593886981,10.4,0.18705035971223022,94845.92992273648,1705.8620489700807,55.6,2.04784147013256,41.156680943062476,7.2,30,1.5262122278769692,0.12949640287769784,41.15668094306247,80.0,6.0,0.6666666666666666,3.1953525627746773,0.0,9,56.687720712974965,0.8,3.7549228402539856,38.552334197872824,0.6,3.6939129221879234,51.211581579520384,0.8,3.4032685013437707,1.995240920379615,0.4,8.149648674204945,0.0,0.0,0.0,80.0,1.0,0.0,49.52530418189497,0.8,3.8108288073813537,41.40071811322741,0.8,3.2786656815373467,51.03722878169208,0.8,2.6669256380627715
8,random,1,2,663.8333898731066,73.75926554145629,663.8333898731066,73.75926554145629,60.6,1.0066445182724253,93162.45745447543,1547.5491271507544,60.2,1.3941745284372156,72.09595834286921,20.4,33,0.5659755414390292,0.3388704318936877,72.09595834286921,100.0,6.6,0.7333333333333333,0.18494844620322565,0.0,9,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.863625085822946,0.6,1.6645360158290308,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
9,random,3,1,1059.7539495333708,117.7504388370412,1059.7539495333708,117.7504388370412,174.6,2.7891373801916934,99990.13261291324,1597.2864634650675,62.6,1.495124808898188,72.50681109329561,34.6,35,1.3716723643865847,0.5527156549520766,72.50681109329561,100.0,7.0,0.7777777777777778,1.1542513729678048,0.0,9,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,8.54911290937082,0.2,8.211384831275792,44.01218693028966,0.8,2.17687752543445,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
