step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed
0,random,2,0,400.2814229593451,66.71357049322418,400.2814229593451,66.71357049322418,37.6,0.9494949494949495,66198.06052938043,1671.6681951863745,39.6,2.2525535410116855,60.600551752369874,9.4,26,1.1532278965310032,0.23737373737373738,60.600551752369874,100.0,5.2,0.8666666666666667,1.906469347969267,0.0,6,30.793870926318334,0.8,3.9235777919399464,100.0,1.0,0.0,60.0,0.8,0.0,100.0,1.0,0.0,26.42809897731496,0.6,3.7411410928453046,46.38134061058594,1.0,3.7740972030303506
1,random,2,2,848.9804183390883,157.21859598872004,4499.857676758895,749.9762794598158,46.2,1.1268292682926828,67971.7698846026,1657.8480459659172,41.0,1.5818601925757665,72.95780464570228,13.6,25,1.206782684383261,0.33170731707317075,72.95780464570228,100.0,5.0,0.8333333333333334,0.8253773574853005,0.0,6,100.0,1.0,0.0,100.0,1.0,0.0,22.686003687542495,0.6,2.8723705800892194,15.060824186671198,0.4,2.079893564822583,100.0,1.0,0.0,100.0,1.0,0.0
2,random,2,2,1294.5489734878388,215.75816224797313,1294.5489734878388,215.75816224797313,101.2,2.364485981308411,69470.38502419251,1623.1398370138436,42.8,1.6253017902898244,75.31872013470476,20.2,27,1.4710417476656128,0.4719626168224299,75.31872013470476,100.0,5.4,0.9,0.8914472501761121,0.0,6,100.0,1.0,0.0,100.0,1.0,0.0,23.584343860393062,0.8,4.7888957254545135,28.32797694783551,0.6,0.5597877756021596,100.0,1.0,0.0,100.0,1.0,0.0
3,random,3,2,1377.7293843691739,237.53954902916792,1690.812897076366,281.8021495127277,162.0,3.5682819383259914,70888.89790156623,1561.4294691974942,45.4,1.305025774841233,84.02470042564057,24.4,27,1.2563937882145633,0.5374449339207048,84.02470042564057,100.0,5.4,0.9,1.4088538606806347,0.0,6,100.0,1.0,0.0,100.0,1.0,0.0,4.148202553843419,0.4,8.453123164083808,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
4,random,1,3,689.9497653598198,114.99162755996997,689.9497653598198,114.99162755996997,92.4,1.9743589743589745,78156.94502673515,1670.020192878956,46.8,1.474817099509889,47.613015517796235,20.0,21,0.9944311417939684,0.42735042735042733,47.61301551779624,100.0,4.2,0.7000000000000001,2.644431160590034,0.0,6,35.36823221004482,0.6,2.103948739072282,30.647272316746523,0.6,2.0748078695880765,61.496078622299706,0.8,7.565282679885709,100.0,1.0,0.0,26.700500882502922,0.6,1.7070829307747588,31.46600907518348,0.6,2.415464744219377
5,random,1,1,574.3061191306023,95.71768652176705,574.3061191306023,95.71768652176705,64.0,1.3333333333333333,76674.41525947671,1597.383651239098,48.0,1.3170559049322121,91.05227472303388,17.6,29,0.7262074470082049,0.36666666666666664,91.05227472303388,100.0,5.8,0.9666666666666667,0.5043597258641899,0.0,6,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,46.31364833820328,0.8,3.026158355185139,100.0,1.0,0.0
6,random,2,1,830.3857019209418,138.39761698682364,830.3857019209418,138.39761698682364,86.2,1.7379032258064515,75382.59916536891,1519.810467043728,49.6,1.0930823358714583,69.8261497915693,18.6,24,0.6656148517652827,0.375,69.8261497915693,100.0,4.8,0.7999999999999999,0.5390216239619828,0.0,6,100.0,1.0,0.0,100.0,1.0,0.0,14.27181201394717,0.4,1.8601248778965263,4.685086735468644,0.4,1.374004865875371,100.0,1.0,0.0,100.0,1.0,0.0
7,random,3,2,994.8983670960318,207.27049314500664,2659.755132723308,443.2925221205514,172.0,3.3858267716535435,81573.66605932433,1605.7808279394553,50.8,0.9633833149841615,85.35643380153688,27.4,28,0.8404280520659065,0.5393700787401575,85.35643380153687,100.0,5.6,0.9333333333333332,1.1341691223927772,0.0,6,100.0,1.0,0.0,100.0,1.0,0.0,55.645950346273594,0.8,3.3867999443415546,56.4926524629476,0.8,3.4182147900151088,100.0,1.0,0.0,100.0,1.0,0.0
8,random,3,3,782.2352500213417,130.37254167022363,782.2352500213417,130.37254167022363,113.6,2.236220472440945,82807.38341789368,1630.0666027144425,50.8,1.1443229458856183,53.06323734738774,22.6,22,0.6841283649498782,0.4448818897637795,53.063237347387734,100.0,4.4,0.7333333333333334,0.9411474461894501,0.0,6,25.615762611086552,0.6,1.7941168182343246,26.616320702964344,0.6,2.0479015632263673,100.0,1.0,0.0,100.0,1.0,0.0,26.14734077027549,0.6,1.8048662956760089,40.0,0.6,0.0
9,random,2,3,492.2117526671239,82.03529211118732,492.2117526671239,82.03529211118732,70.6,1.4291497975708503,81722.03342869086,1654.2921746698555,49.4,1.5088986679056406,56.031871855426516,14.8,25,0.9571630155692317,0.29959514170040485,56.031871855426516,100.0,5.0,0.8333333333333334,1.8977209504395354,0.0,6,44.80623707653535,0.8,3.2758302306737836,39.91183629133616,0.6,2.010091689678523,100.0,1.0,0.0,80.0,1.0,0.0,29.188162136081246,0.8,3.539006456076428,42.28499562860634,0.8,2.5613973262084784
10,random,2,2,538.5617170381287,89.76028617302144,538.5617170381287,89.76028617302144,36.0,0.7258064516129032,81541.76075671647,1643.987112030574,49.6,1.4650316899492044,61.5193387128636,12.2,22,1.2004623354811392,0.24596774193548387,61.5193387128636,100.0,4.4,0.7333333333333334,1.0664603533476722,0.0,6,100.0,1.0,0.0,100.0,1.0,0.0,20.0,0.4,0.0,22.308018279271096,0.4,1.3223322380967508,26.808013997910507,0.6,5.076429881989283,100.0,1.0,0.0
11,random,1,2,659.9022324584852,109.98370540974753,659.9022324584852,109.98370540974753,74.0,1.4859437751004017,80414.04109677928,1614.739781059825,49.8,1.5335944969624824,64.70202441182182,15.6,26,1.5155705546679157,0.3132530120481928,64.70202441182181,100.0,5.2,0.8666666666666667,1.6458020486704166,0.0,6,100.0,1.0,0.0,100.0,1.0,0.0,40.070855256853406,0.8,2.4762473293345906,25.758414817028665,0.6,0.6813694823612868,22.38287639704879,0.8,6.717195480326621,100.0,1.0,0.0
12,random,0,1,749.5312673466475,124.92187789110791,749.5312673466475,124.92187789110791,70.4,1.4605809128630705,75221.32763764512,1560.6084572125544,48.2,1.5861787365949165,54.76602455662951,16.0,21,1.2693818244651789,0.33195020746887965,54.76602455662951,100.0,4.2,0.7000000000000001,0.7582997125689639,0.0,6,60.0,0.8,0.0,60.0,0.8,0.0,48.596147339777076,0.8,4.549798275413783,100.0,1.0,0.0,0.0,0.0,0.0,60.0,0.8,0.0
13,random,3,0,717.9364718273524,119.65607863789207,717.9364718273524,119.65607863789207,80.4,1.608,77086.92254699493,1541.7384509398987,50.0,1.4382068905936294,66.17912778199543,19.6,24,1.4451831955301984,0.392,66.17912778199543,100.0,4.800000000000001,0.8000000000000002,1.5938712646785422,0.0,6,70.4832413806605,0.8,2.144439446059575,75.28987347031091,0.8,2.1206172657287587,100.0,1.0,0.0,100.0,1.0,0.0,51.30165184100122,0.8,5.298170876282921,0.0,0.4,0.0
14,random,0,3,979.0262131983515,174.82610949970564,2024.4796731345923,337.4132788557654,128.4,2.6419753086419755,76057.84039381088,1564.9761397903474,48.6,1.5551627085102422,60.497323098203424,22.0,23,1.6768622437994773,0.45267489711934156,60.497323098203424,100.0,4.6000000000000005,0.7666666666666667,2.298217566343767,0.0,6,41.0164172523605,0.8,1.7606515627358128,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,5.15378306009211,0.4,7.909144000132523,16.813738276767936,0.4,4.119509835194267
15,random,2,0,851.691264611353,163.7867816560294,2153.0516199065178,358.8419366510863,160.4,3.4127659574468083,75445.65879763037,1605.226782928306,47.0,1.8053428868257528,46.08063415554218,24.4,19,1.8553102459169302,0.5191489361702127,46.08063415554218,100.0,3.8000000000000003,0.6333333333333334,2.068221360604221,0.0,6,45.643379498894205,0.8,3.5737034630034166,100.0,1.0,0.0,60.0,0.8,0.0,60.0,0.8,0.0,10.840425434358849,0.4,8.835624700621908,0.0,0.0,0.0
16,random,3,2,474.990016427167,94.9980032854334,63187.92001823631,10531.320003039385,173.6,3.57201646090535,76434.44042615559,1572.7251116492919,48.6,1.3908057912990188,58.74537772743631,24.0,20,1.3329104012975816,0.49382716049382713,58.74537772743631,100.0,4.0,0.6666666666666666,2.937928764813759,0.0,6,100.0,1.0,0.0,100.0,1.0,0.0,66.5918062080732,0.8,1.8064336813333106,64.14006057270228,0.8,1.6126811685639657,9.501143145051287,0.2,6.038026757323701,12.23925643879113,0.2,8.170430981661577
17,random,2,3,408.3234999935154,81.66469999870307,2290866.4722649483,381811.0787108247,174.8,3.6877637130801686,73218.68392902245,1544.6979731861277,47.4,1.6410901501181974,47.01366014188949,16.4,19,1.6274941487731578,0.3459915611814346,47.01366014188949,100.0,3.8000000000000003,0.6333333333333334,1.0486816437557789,0.0,6,26.161636400305497,0.6,1.838824846568658,100.0,1.0,0.0,60.0,0.8,0.0,80.0,1.0,0.0,15.920324451031433,0.4,4.453265015966015,0.0,0.0,0.0
18,random,3,2,438.27838794282115,87.65567758856423,4216920.986893235,702820.1644822058,226.8,4.57258064516129,76397.01463320976,1540.262391798584,49.6,1.4689200438081935,68.14286032661376,17.8,23,1.601155716718825,0.3588709677419355,68.14286032661376,100.0,4.6,0.7666666666666666,2.0052436250221506,0.0,6,100.0,1.0,0.0,100.0,1.0,0.0,74.05461504838343,0.8,2.084936416191848,32.05258079068528,0.4,1.8533002337702347,100.0,1.0,0.0,2.7499661206138626,0.4,8.093225100170821
19,random,2,3,431.9143651391055,86.38287302782109,1000431.9143651392,166738.65239418988,277.8,5.646341463414634,76304.5450562144,1550.9053873214307,49.2,1.3550163754063165,52.620120343181135,16.6,20,1.2479181651791178,0.33739837398373984,52.620120343181135,100.0,4.0,0.6666666666666666,0.658597450424005,0.0,6,26.240533957329717,0.6,1.9621567019819477,100.0,1.0,0.0,100.0,1.0,0.0,60.0,0.8,0.0,29.480188101757108,0.6,1.9894280005620821,0.0,0.0,0.0
