step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed,d7_occ,d7_veh,d7_speed
0,random,6,0,440.4131095691115,55.05163869613894,440.4131095691115,55.05163869613894,152.6,4.922580645161291,58083.30289973914,1873.6549322496494,31.0,3.1084619275217236,45.91197070229761,15.2,23,2.2047404592008073,0.49032258064516127,45.91197070229761,100.0,4.6,0.5750000000000001,2.4078667975047705,0.0,8,30.70557940446207,0.8,4.041504672582972,18.66470948837133,0.4,3.932752386494853,9.728156513508566,0.2,2.679704775433418,0.0,0.0,0.0,8.197320212038903,0.2,8.608972545526921,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
1,random,0,6,529.3625968790459,73.52258289986749,87830.82884950584,10978.85360618823,232.4,8.183098591549296,50882.12837593339,1791.6242385892037,28.4,3.8315486410170303,53.71585524241347,18.0,27,4.100022114492336,0.6338028169014085,53.71585524241347,100.0,5.4,0.675,2.2435012027504855,0.0,8,0.0,0.2,0.0,19.112296922913288,0.6,9.16620873278007,100.0,1.0,0.0,10.614545016394459,0.4,8.781800889223813,0.0,0.2,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
2,random,5,0,910.0067923078825,116.66753747536956,200910.0067923079,25113.750849038486,264.0,8.40764331210191,51402.16182238425,1637.011523005868,31.4,2.756615550869412,50.0,16.4,21,3.586237588987847,0.5222929936305732,50.0,100.0,4.2,0.525,0.0,0.0,8,0.0,0.0,0.0,0.0,0.2,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
3,random,6,5,519.1694585734136,64.8961823216767,519.1694585734136,64.8961823216767,291.6,9.227848101265822,56280.00759753345,1781.012898656122,31.6,2.9207308619277286,37.340976664483776,14.2,20,2.299796748234613,0.44936708860759494,37.340976664483776,100.0,4.0,0.5,3.3601596547057753,0.0,8,10.869607737318745,0.2,9.199964011274195,4.586114688461578,0.2,8.904933110810818,40.0,0.6,0.0,3.272090890089885,0.4,8.776380115561189,0.0,0.0,0.0,40.0,0.6,0.0,100.0,1.0,0.0,100.0,1.0,0.0
4,random,5,6,598.8187246481342,78.79193745370188,2023.4624574537738,252.93280718172173,366.8,11.251533742331288,52806.43502345223,1619.829295197921,32.6,2.6873182737779606,40.04458575543428,18.8,18,2.1990512429566076,0.5766871165644172,40.04458575543428,100.0,3.6,0.45,1.6579232424409538,0.0,8,10.754562387200792,0.2,9.298379273805867,0.0,0.2,0.0,14.883710621460864,0.2,2.996625898412852,0.0,0.0,0.0,0.0,0.0,0.0,94.71841303481256,1.0,0.9683807673089112,100.0,1.0,0.0,100.0,1.0,0.0
5,random,2,5,972.3861645633639,121.54827057042048,972.3861645633639,121.54827057042048,449.0,12.612359550561798,61852.367510471064,1737.4260536649174,35.6,2.4361351117724057,40.38218851644103,20.6,19,2.369578064752946,0.5786516853932584,40.38218851644103,100.0,3.8,0.47500000000000003,2.1693822846398967,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.4,0.0,11.762428152948132,0.2,8.501645978167868,11.295079978580134,0.2,8.853412298951305,80.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
6,random,1,2,1106.6226336734437,141.8746966248005,1380.2031493093884,172.52539366367355,551.0,15.220994475138122,59884.79581301091,1654.2761274312406,36.2,2.1455247195781046,28.833287180306826,23.0,13,1.5352079840298904,0.6353591160220995,28.833287180306826,100.0,2.6,0.325,1.3345572827538696,0.0,8,11.874767164567857,0.2,8.421217748031456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.79153027788675,0.4,2.255240513999501,100.0,1.0,0.0,100.0,1.0,0.0
7,random,1,1,389.8177597905615,60.909024967275236,1560755.361565065,195094.42019563314,676.8,18.291891891891893,62533.6766041541,1690.0993676798405,37.0,2.5568633349678445,35.70294173802999,27.2,17,2.137402800097579,0.7351351351351352,35.70294173802999,100.0,3.4000000000000004,0.425,2.2242854809517723,0.0,8,39.918631023282956,0.4,3.8771313633587283,10.92666382155869,0.2,9.151924286596655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.77823905939829,0.8,4.765228197658795,100.0,1.0,0.0,100.0,1.0,0.0
8,random,4,1,849.2341157420936,117.94918274195744,2172.8535450923296,271.6066931365412,494.0,12.412060301507537,66142.78039035035,1661.8789042801595,39.8,1.85134499266479,37.847699845575136,25.4,19,2.245081710968001,0.6381909547738693,37.847699845575136,100.0,3.8,0.475,1.8409028158086136,0.0,8,100.0,1.0,0.0,0.0,0.0,0.0,10.61330802027328,0.2,9.42213302478195,52.168290744327805,0.6,5.305089501686959,0.0,0.0,0.0,0.0,0.2,0.0,60.0,0.8,0.0,80.0,1.0,0.0
9,random,5,4,687.0210660345406,85.87763325431757,687.0210660345406,85.87763325431757,255.8,6.300492610837439,68403.78367832232,1684.8222580867566,40.6,1.556639620407681,44.28612150268414,20.6,20,1.0016816226420726,0.5073891625615764,44.28612150268414,100.0,4.0,0.5,2.332066820101992,0.0,8,100.0,1.0,0.0,10.926787383860415,0.2,5.950299861519219,0.0,0.0,0.0,100.0,1.0,0.0,11.234963362647932,0.2,8.900785589783297,0.0,0.0,0.0,71.08945886692482,0.8,1.9978697089272803,61.03776240803995,0.8,1.8075794005861388
