step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed,d7_occ,d7_veh,d7_speed,d8_occ,d8_veh,d8_speed
0,random,0,0,183.85694467879676,22.982118084849596,1000183.856944679,111131.53966051989,37.0,2.2289156626506026,33207.50240438193,2000.4519520712006,16.6,4.772586515377468,6.624905853256596,4.6,9,3.8513457051411324,0.27710843373493976,6.624905853256596,21.920122741541093,1.7999999999999998,0.2,2.731235424388446,0.0,9,18.840762187087705,0.4,3.397503563857551,0.0,0.0,0.0,21.920122741541093,0.6,4.350198463912621,0.0,0.0,0.0,12.28391890528684,0.2,8.140724533516849,0.0,0.0,0.0,0.0,0.2,0.0,6.579348845393724,0.4,8.69269225820899,0.0,0.0,0.0
1,random,0,0,343.7750653646929,44.073726328806785,1200343.7750653648,133371.5305628183,59.0,3.6875,30420.607829383946,1901.2879893364966,16.0,4.273212638730551,9.11621351847717,6.0,7,4.343985520736421,0.375,9.11621351847717,49.27648782820711,1.4000000000000001,0.15555555555555556,2.9245465867210174,0.0,9,0.0,0.0,0.0,1.937650300804421,0.4,8.045747694931924,0.0,0.0,0.0,0.0,0.0,0.0,19.345580195942205,0.2,3.9317344401459042,49.27648782820711,0.6,5.6373401847138815,0.0,0.0,0.0,0.0,0.0,0.0,11.486203341340797,0.2,8.70609696069745
2,random,0,0,426.6996469953683,48.488596249473666,200426.69964699534,22269.633294110594,87.0,4.833333333333333,35447.59619789916,1969.3108998832868,18.0,3.3262374798794303,15.555555555555555,6.2,10,2.711903513081329,0.34444444444444444,15.555555555555555,100.0,2.0,0.2222222222222222,0.020156206738003488,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.6,0.18140586064203137,0.0,0.4,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,random,0,0,336.1800813531521,37.353342372572456,336.1800813531521,37.353342372572456,123.0,6.212121212121212,41009.63777568719,2071.1938270549085,19.8,3.931637604309393,14.595736889897005,8.6,10,2.4535089003605113,0.43434343434343436,14.595736889897005,100.0,2.0,0.2222222222222222,2.8944766505621358,0.0,9,9.846357624087432,0.4,8.222604719735681,10.99975939051177,0.2,9.091107946075487,10.515514994473847,0.4,8.736577189248056,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,random,0,0,530.7062741487582,61.71003187776259,201992.51206114262,22443.61245123807,164.0,8.03921568627451,37521.428161812146,1839.285694206478,20.4,3.8712562528620884,26.232167769513428,9.8,18,2.8058483655733255,0.4803921568627451,26.232167769513428,100.0,3.5999999999999996,0.4,4.35902618719668,0.0,9,0.0,0.0,0.0,3.9445830720910635,0.4,8.611271082409377,0.0,0.0,0.0,40.938980717897664,0.6,8.077256874142549,70.45042361313676,0.8,5.194801281854405,100.0,1.0,0.0,9.20135221824637,0.4,8.85213553700596,11.554170304248998,0.4,8.495770909357816,0.0,0.0,0.0
5,random,0,0,356.24929084089433,50.89275583441348,919702.5487502723,102189.17208336358,218.0,10.092592592592593,39187.482636490815,1814.235307244945,21.6,3.6918817010284264,33.37880076442625,12.2,17,3.977512469873169,0.5648148148148148,33.37880076442625,100.0,3.4,0.37777777777777777,0.9060620881927508,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4092068798362902,0.4,8.154558793734758
6,random,1,0,532.8373486497321,66.60466858121652,741616.4259117496,82401.82510130551,154.8,6.730434782608696,43645.2564390378,1897.6198451755565,23.0,2.4464533704401377,26.23974040262927,9.2,16,2.1635131079712804,0.4,26.23974040262927,100.0,3.2,0.35555555555555557,1.9475002636098315,0.0,9,10.83798389264814,0.2,9.226808324363187,5.319679731015299,0.4,8.300694048125298,0.0,0.0,0.0,60.0,0.8,0.0,60.0,0.8,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,random,1,1,459.88272433616123,51.09808048179569,459.88272433616123,51.09808048179569,178.0,8.090909090909092,42838.92811219196,1947.2240050996347,22.0,4.249592337411738,19.242238232646212,8.8,12,3.643095863601491,0.4,19.242238232646212,100.0,2.4000000000000004,0.2666666666666667,2.9752803342512117,0.0,9,0.0,0.0,0.0,11.193521022115647,0.2,8.933739419653975,11.947572037409486,0.2,8.369901406485459,0.0,0.0,0.0,40.02294665678278,0.8,1.6142712837943882,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.016104377507986,0.2,7.859610898327082
8,random,1,1,507.10559523506,57.625635822165904,200507.1055952351,22278.567288359456,219.8,10.271028037383177,41163.037251571266,1923.5064136248254,21.4,5.041055319531191,16.37768117780518,9.6,13,4.341841539894843,0.4485981308411215,16.37768117780518,100.0,2.6,0.2888888888888889,3.232483328042612,0.0,9,9.214612975729324,0.2,8.853661941085011,7.548652788992172,0.2,8.556810490693898,0.0,0.0,0.0,0.0,0.0,0.0,20.277462379875146,0.6,3.132149811572001,100.0,1.0,0.0,0.0,0.0,0.0,10.35840245564998,0.4,8.549727709032595,0.0,0.2,0.0
9,random,1,1,493.10758002166597,56.03495227518931,200493.10758002166,22277.01195333574,269.6,12.254545454545454,41767.91338243895,1898.5415173835886,22.0,4.129653212199214,13.459082276044557,11.0,10,3.881380544118597,0.5,13.459082276044557,100.0,2.0,0.2222222222222222,1.880929761555871,0.0,9,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.619635254766763,0.4,8.24185934793204,100.0,1.0,0.0,11.512105229634244,0.2,8.6865085060708,0.0,0.0,0.0,0.0,0.0,0.0
