step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed
0,random,0,0,175.54004152367727,58.513347174559094,175.54004152367727,58.513347174559094,6.8,0.7727272727272727,14495.186512702383,1647.1802855343617,8.8,3.0370557844629116,34.61163218563778,3.2,7,2.307157419337083,0.36363636363636365,34.61163218563778,88.3558775474657,1.4,0.4666666666666666,1.9366004218139299,0.0,3,88.3558775474657,1.0,2.11147271210313,0.0,0.0,0.0,15.479019009447654,0.4,3.6983285533386594
1,random,0,0,172.82226269783953,61.722236677799835,1343.7956045664873,447.9318681888291,11.0,1.3095238095238095,14945.69052820029,1779.2488724047964,8.4,2.8906166176535555,30.23051355807013,2.6,6,3.05730079573181,0.30952380952380953,30.23051355807013,80.0,1.2,0.39999999999999997,3.117729647116096,0.0,3,80.0,1.0,0.0,10.691540674210387,0.2,9.353188941348288,0.0,0.0,0.0
2,random,0,0,92.73454948586549,46.36727474293274,522581.84732341755,174193.94910780585,25.8,2.8043478260869565,16489.127296724684,1792.2964452961612,9.2,1.4201516399095886,19.417762752735445,4.4,3,1.0878809376286283,0.4782608695652174,19.417762752735445,58.25328825820634,0.6,0.19999999999999998,1.0455984221855958,0.0,3,58.25328825820634,0.6,3.1367952665567875,0.0,0.0,0.0,0.0,0.0,0.0
3,random,0,0,164.77018226447257,82.38509113223628,1000164.7701822646,333388.25672742154,53.2,5.32,15464.467683101228,1546.4467683101227,10.0,1.039069164469883,54.199604416529986,6.6,9,0.970910337777208,0.66,54.199604416529986,100.0,1.8,0.6,2.352709389404882,0.0,3,100.0,1.0,0.0,0.0,0.0,0.0,62.598813249589966,0.8,7.058128168214647
4,random,0,0,232.3928849963715,105.63312954380521,800232.3928849964,266744.1309616655,92.0,8.846153846153847,17727.565225379825,1704.5735793634447,10.4,0.9124333677261547,66.66666666666667,8.2,10,0.7276762773063716,0.7884615384615384,66.66666666666667,100.0,2.0,0.6666666666666666,0.0,0.0,3,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0
5,random,1,0,612.5855702796057,204.1951900932019,612.5855702796057,204.1951900932019,80.6,7.196428571428571,18289.900962747517,1633.0268716738854,11.2,0.8823604590028953,53.333333333333336,6.6,9,0.5206454568590593,0.5892857142857143,53.333333333333336,100.0,1.8,0.6,0.0,0.0,3,100.0,1.0,0.0,0.0,0.0,0.0,60.0,0.8,0.0
6,random,1,1,244.91856845554057,81.63952281851353,244.91856845554057,81.63952281851353,101.0,9.181818181818182,20764.13160808372,1887.6483280076109,11.0,2.0327993239402606,43.0973851618514,6.0,8,1.1577627563390265,0.5454545454545454,43.0973851618514,100.0,1.6,0.5333333333333333,0.6737486184734268,0.0,3,100.0,1.0,0.0,0.0,0.0,0.0,29.29215548555419,0.6,2.0212458554202803
7,random,1,1,134.63385878387035,44.877952927956784,134.63385878387035,44.877952927956784,131.0,12.596153846153847,18942.52615812003,1821.3967459730798,10.4,3.415050229731726,36.66616111389828,6.2,7,1.8996274154489083,0.5961538461538461,36.66616111389828,100.0,1.4,0.4666666666666666,3.1085221740106737,0.0,3,100.0,1.0,0.0,9.99848334169485,0.4,9.325566522032021,0.0,0.0,0.0
8,random,1,1,201.7245565633921,91.69298025608731,444553.1221072128,148184.3740357376,166.0,15.090909090909092,18727.53334535959,1702.5030313963264,11.0,1.8923888078321225,36.95562758208647,8.0,6,2.2088435596311453,0.7272727272727273,36.95562758208647,100.0,1.2,0.39999999999999997,3.0674236680070255,0.0,3,100.0,1.0,0.0,0.0,0.0,0.0,10.86688274625942,0.2,9.202271004021076
9,random,1,1,169.63305306394562,106.02065816496601,1001479.3909301795,333826.4636433932,206.2,19.826923076923077,16067.896444928221,1544.9900427815596,10.4,1.496278270403812,33.333333333333336,8.4,5,1.9190431355499902,0.8076923076923077,33.333333333333336,100.0,1.0,0.3333333333333333,0.0,0.0,3,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
