step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed,d7_occ,d7_veh,d7_speed,d8_occ,d8_veh,d8_speed,d9_occ,d9_veh,d9_speed,d10_occ,d10_veh,d10_speed,d11_occ,d11_veh,d11_speed
0,mixed_20,0,0,891.268610770758,78.18145708515421,3055.10975818158,254.59247984846502,107.4,2.5450236966824646,77341.17043797483,1832.7291572979818,42.2,2.623001960176147,29.73940010526893,15.0,31,1.959560342846413,0.35545023696682465,29.73940010526893,100.0,6.2,0.5166666666666667,3.611188892147253,0.0,12,30.014598079215773,0.4,2.1371687900546106,100.0,1.0,0.0,4.95426981994143,0.4,8.217827049270275,22.37196319133602,0.6,4.098629563784549,42.653768494992335,0.8,3.8494954355392146,0.0,0.0,0.0,31.270903866171693,0.8,4.4462262159803485,18.270884904721925,0.6,3.8043547640614266,100.0,1.0,0.0,1.0903660984729413,0.2,8.209227358549832,6.24604680837507,0.4,8.571337528526783,0.0,0.0,0.0
1,mixed_20,0,0,1313.155611469631,139.69740547549264,1063663.0510024023,88638.58758353353,196.0,4.644549763033176,70609.30052821529,1673.2061736543908,42.2,1.8128353474394943,42.90271058516888,22.0,33,1.9225120140850598,0.5213270142180095,42.90271058516888,100.0,6.6,0.55,2.325076542257503,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,20.28204857611854,0.8,5.517895687287981,100.0,1.0,0.0,75.15348506230424,0.8,5.06924448527138,11.336432998786279,0.2,8.821116837254397,8.060560384817563,0.6,8.492661497276275,100.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,mixed_20,0,0,1111.9891222503613,101.0899202045783,801434.6037800733,66786.21698167278,321.2,7.043859649122807,78547.12480050973,1722.5246666778448,45.6,1.7772424665405133,50.0,28.4,30,1.68668822853636,0.6228070175438597,50.0,100.0,6.0,0.5,0.0,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,mixed_20,0,0,1249.8820815783422,105.92221030324933,201249.8820815783,16770.82350679819,472.6,9.605691056910569,84707.24831806464,1721.6920389850538,49.2,1.9843232853343884,60.06667141996791,32.8,40,1.5901552913736134,0.6666666666666666,60.066671419967896,100.0,8.0,0.6666666666666666,2.494638212878487,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,6.725732539313469,0.4,8.349909637961535,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,11.336253853616256,0.2,8.821256236080147,3.678840790914535,0.4,8.796270037442447,100.0,1.0,0.0,99.05922985577064,1.0,3.968222643057719,0.0,0.0,0.0,0.0,0.0,0.0
4,mixed_20,0,0,1089.8892805544133,118.46622614721885,864839.4877794828,72069.9573149569,646.6,12.983935742971887,77533.93929819619,1556.9064116103652,49.8,1.6430728933865153,63.11539752462517,37.2,39,1.873908116856674,0.7469879518072289,63.11539752462517,100.0,7.8,0.65,1.1938183781659866,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,44.726495170536964,0.6,6.425850043372386,12.658275124965144,0.2,7.899970494619453
5,mixed_20,0,0,1392.5358673513451,178.5302394040186,3169764.628447889,264147.0523706574,852.8,15.393501805054152,88949.76216897521,1605.5913748912492,55.4,0.9884541914505987,67.21812411942122,45.4,42,1.6700133875618042,0.8194945848375451,67.21812411942123,100.0,8.4,0.7000000000000001,0.6923140147235246,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,6.617489433054686,0.4,8.307768176682295,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
6,mixed_20,0,0,1296.9579118149188,140.973686066839,2208884.898468088,184073.74153900731,1080.8,18.318644067796612,96728.29340442337,1639.4626000749724,59.0,1.0708824949543898,67.13992046782053,47.6,42,1.4417229131094371,0.8067796610169492,67.13992046782053,100.0,8.4,0.7000000000000001,0.6938453155569732,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,5.67904561384637,0.4,8.326143786683678,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
7,mixed_20,0,0,1069.2094728451516,109.10300743317873,3269442.8757402585,272453.5729783549,1320.0,21.153846153846153,102551.42628914767,1643.4523443773664,62.4,1.6702881950496955,66.66666666666667,49.4,40,2.213271533500837,0.7916666666666666,66.66666666666667,100.0,8.0,0.6666666666666666,0.0,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
8,mixed_20,0,0,1475.7882931646084,160.4117709961531,2420036.383061131,201669.6985884276,1576.4,23.812688821752264,103941.39573223129,1570.1117180095362,66.2,1.2192686873726666,67.73770214103081,54.2,43,1.9493320353190655,0.8187311178247734,67.73770214103081,100.0,8.600000000000001,0.7166666666666667,1.4214630529207006,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,1.329577305000953,0.4,8.37914686705917,11.522848387368754,0.2,8.678409767989235,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
9,mixed_20,11,0,2173.4708036881375,231.22029826469546,1627479.1275054826,135623.2606254569,1645.2,24.265486725663717,107001.13972558783,1578.1879015573425,67.8,0.8720772357234503,64.0623008537592,54.4,41,1.14417595484484,0.8023598820058997,64.0623008537592,100.0,8.2,0.6833333333333332,0.4987765089973804,0.0,12,60.0,0.8,0.0,100.0,1.0,0.0,8.747610245110309,0.4,5.985318107968565,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
