step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed
0,mixed_20,0,0,270.2835604081208,58.757295740895835,1394.5502315331155,278.9100463066231,219.2,8.698412698412698,46908.753835971096,1861.4584855544085,25.2,2.9962586106591447,48.36297805763353,11.8,15,2.407860946373387,0.46825396825396826,48.36297805763354,100.0,3.0,0.6,1.3120772042138562,0.0,5,26.034057040166374,0.6,3.311318796787028,15.78083324800133,0.4,3.2490672242822534,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
1,mixed_20,0,0,528.4373856635888,110.09112201324767,913.0022032604058,182.60044065208118,276.2,11.413223140495868,42908.752383436564,1773.088941464321,24.2,3.081841760304207,44.91988810914528,13.8,17,2.3713689442330828,0.5702479338842975,44.91988810914529,100.0,3.4,0.6799999999999999,5.386571056008222,0.0,5,10.357897668630187,0.2,9.654468812031121,12.882639328048242,0.8,9.137826048711279,1.3589035490480228,0.4,8.140560419298707,100.0,1.0,0.0,100.0,1.0,0.0
2,mixed_20,0,0,468.37522831068856,93.6750456621377,468.37522831068856,93.6750456621377,346.2,14.073170731707316,43837.44817068788,1782.0100882393447,24.6,2.9766234420968103,42.16721262169909,15.0,11,2.1197953525483895,0.6097560975609756,42.16721262169909,100.0,2.2,0.44000000000000006,1.8004036446474487,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,10.836063108495466,0.2,9.002018223237243,100.0,1.0,0.0,100.0,1.0,0.0
3,mixed_20,0,0,251.00841414775567,62.75210353693892,442848.23047231697,88569.64609446339,428.2,17.266129032258064,43030.86957683643,1735.1157087434042,24.8,3.3214890555084504,44.37355556708468,17.8,13,2.8941141523916567,0.717741935483871,44.37355556708468,100.0,2.6,0.52,3.66011043574658,0.0,5,10.694141865988627,0.2,9.35091391652821,11.17363596943477,0.2,8.949638262204688,0.0,0.2,0.0,100.0,1.0,0.0,100.0,1.0,0.0
4,mixed_20,0,0,545.6336779160044,124.00765407181918,3248012.176671042,649602.4353342084,520.4,20.328125,42342.30177185437,1653.9961629630614,25.6,3.555949693223087,59.53727223631665,19.8,18,3.9430195710725,0.7734375,59.53727223631665,100.0,3.6,0.72,4.715412751321979,0.0,5,11.664290363527243,0.2,8.573174782470035,1.9314480965078928,0.4,8.092964984010905,84.09062272154813,1.0,6.910923990128954,100.0,1.0,0.0,100.0,1.0,0.0
5,mixed_20,1,0,506.6822371544746,105.5587994071822,759.4952839828203,151.89905679656405,329.8,13.298387096774194,40750.41680825713,1643.1619680748843,24.8,3.741960164838091,44.0,15.8,13,5.153520254230743,0.6370967741935484,44.0,100.0,2.6,0.52,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,60.0,0.8,0.0,60.0,0.8,0.0
6,mixed_20,1,1,273.0723317563664,56.89006911590967,200273.07233175638,40054.614466351275,111.8,4.544715447154472,45318.30430589106,1842.207492109393,24.6,3.5833148668128456,30.408441584882212,8.4,11,4.16724508002119,0.34146341463414637,30.408441584882212,100.0,2.2,0.44000000000000006,0.6794785636924674,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,25.040721487455926,0.6,1.8014132837121442,27.001486436955133,0.6,1.5959795347501928
7,mixed_20,1,1,224.46094702941863,44.89218940588373,224.46094702941863,44.89218940588373,74.2,3.226086956521739,42029.8533942644,1827.3849301854086,23.0,3.485041153720128,33.35545164042878,5.0,14,3.1815269236478234,0.21739130434782608,33.35545164042878,100.0,2.8000000000000003,0.56,3.141463622802327,0.0,5,8.09704465782886,0.4,8.44434633515775,0.0,0.0,0.0,100.0,1.0,0.0,34.58525968705658,0.8,3.1753420656164266,24.094953857258474,0.6,4.087629713237457
8,mixed_20,1,1,255.09327995425147,51.01865599085029,255.09327995425147,51.01865599085029,101.0,4.590909090909091,41494.112452128014,1886.0960205512736,22.0,5.210849753092906,30.745274250914008,6.6,14,4.575237953000941,0.3,30.745274250914008,100.0,2.8,0.5599999999999999,1.7442397542013737,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,43.72105222558787,1.0,3.3477059437100727,10.005319028982171,0.8,5.373492827296795
9,mixed_20,1,1,212.37567261177233,44.24493179411924,200212.37567261182,40042.47513452236,131.2,6.018348623853211,40906.99411041444,1876.4676197437816,21.8,4.000038088468233,25.0716168204616,6.8,15,3.378887582312849,0.3119266055045872,25.0716168204616,100.0,3.0,0.6,3.648532127827383,0.0,5,0.0,0.0,0.0,1.3090410909040884,0.4,8.037155133020132,100.0,1.0,0.0,12.24418405609299,0.8,4.591781090865744,11.80485895531092,0.8,5.613724415251038
