step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed
0,random,0,0,1190.2573912873368,198.3762318812228,1001190.2573912874,143027.17962732675,388.8,11.368421052631579,57878.539089327016,1692.354944132369,34.2,1.3224822995077175,55.22625016380118,19.8,24,1.2228715089365108,0.5789473684210527,55.22625016380118,100.0,4.8,0.6857142857142857,1.833720994931033,0.0,7,46.009084276759324,0.6,6.496663601772599,0.0,0.0,0.0,10.669220829729511,0.2,2.4510956621959656,100.0,1.0,0.0,29.905446040119443,1.0,3.8882877005486653,100.0,1.0,0.0,100.0,1.0,0.0
1,random,0,0,488.667058039718,84.25294104133069,2672374.657368943,381767.8081955633,487.4,14.420118343195266,58388.44531469359,1727.4687962927098,33.8,2.218663031172911,50.26234986053875,23.2,21,2.1315814659470314,0.6863905325443787,50.26234986053875,100.0,4.199999999999999,0.5999999999999999,0.8007380820273075,0.0,7,100.0,1.0,0.0,0.0,0.0,0.0,20.0,0.4,0.0,20.0,0.4,0.0,11.836449023771252,0.4,5.605166574191152,100.0,1.0,0.0,100.0,1.0,0.0
2,random,0,0,537.3676132652021,92.64958849400035,1000845.5411250645,142977.93444643778,595.8,17.523529411764706,54699.449470704,1608.8073373736472,34.0,2.059439025192586,47.840015885563055,24.2,20,1.8815787224870393,0.711764705882353,47.840015885563055,100.0,4.0,0.5714285714285714,2.975024494733001,0.0,7,100.0,1.0,0.0,0.0,0.0,0.0,12.172496176159484,0.2,8.215241849560455,19.11294728653189,0.4,3.9748846032534333,3.594667736250017,0.4,8.635045010317116,100.0,1.0,0.0,100.0,1.0,0.0
3,random,0,0,631.3020936912851,116.90779512801575,1007312.1476584745,143901.73537978207,629.2,17.191256830601095,60845.32406407901,1662.44054819888,36.6,1.2622402235357337,42.731347026268864,23.6,16,1.1074055875421165,0.644808743169399,42.731347026268864,100.0,3.2,0.4571428571428572,0.5180014480887892,0.0,7,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.11942918388206,0.6,3.6260101366215243,40.0,0.6,0.0,100.0,1.0,0.0
4,random,5,0,402.77830533309685,67.12971755551614,1000402.7783053331,142914.68261504758,617.2,16.591397849462364,60265.5819429567,1620.0425253482983,37.2,1.5468121740719187,50.92676046960857,22.4,21,1.3479863767706495,0.6021505376344086,50.92676046960857,100.0,4.2,0.6,1.5184023343074837,0.0,7,60.0,0.8,0.0,4.837338781416918,0.4,8.200864186603575,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,91.64998450584307,1.0,2.427952153548812,100.0,1.0,0.0
5,random,5,5,399.4269736233497,66.57116227055828,1000399.4269736235,142914.20385337478,711.8,19.44808743169399,59693.43916086777,1630.9682830838187,36.6,3.0678496976694585,51.0984198606388,25.0,20,4.489832110654037,0.6830601092896175,51.0984198606388,100.0,4.0,0.5714285714285714,1.081574413452647,0.0,7,29.157354622717264,0.6,1.890172438773659,0.0,0.0,0.0,0.0,0.0,0.0,28.531584401754344,0.4,5.68084845539487,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
6,random,5,5,717.9364867832787,123.78215289366875,1015753.7840805158,145107.68344007368,845.4,22.725806451612904,60097.94521437768,1615.5361616768193,37.2,3.0122040084793995,65.12425269902232,28.4,27,4.599064052915057,0.7634408602150538,65.12425269902232,100.0,5.4,0.7714285714285715,1.6647245607837644,0.0,7,15.529978451113493,0.8,4.028913433694617,0.0,0.0,0.0,40.33979044204273,0.6,7.624158491791733,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
7,random,5,5,377.82788583527224,89.95902043696958,2193005.079986972,313286.4399981388,996.2,26.77956989247312,60638.81405009298,1630.0756465078757,37.2,2.9269875588823853,72.60843011441182,31.6,26,4.721709754577462,0.8494623655913979,72.60843011441182,100.0,5.2,0.7428571428571429,1.2181146488524974,0.0,7,8.25901080088272,0.2,8.526802541967482,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
8,random,5,5,767.9078616249233,147.6745887740237,1412581.3166085782,201797.3309440826,1156.8,29.510204081632654,61063.8112740941,1557.7502876044414,39.2,2.6170593306274,71.42857142857143,33.8,26,4.6859358777797455,0.8622448979591837,71.42857142857143,100.0,5.2,0.7428571428571429,0.0,0.0,7,0.0,0.2,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
9,random,5,5,1362.921615482384,234.98648542799722,1201362.9216154828,171623.27451649753,1332.0,30.833333333333332,67982.62594176685,1573.6718968001585,43.2,1.2938828647159681,82.58328955527986,36.8,29,3.1378846464818566,0.8518518518518519,82.58328955527986,100.0,5.8,0.8285714285714285,0.5986743377515716,0.0,7,78.08302688695903,0.8,4.190720364261002,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
