step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed,d7_occ,d7_veh,d7_speed,d8_occ,d8_veh,d8_speed
0,mixed_20,0,0,263.59791441548975,31.380704097082113,600263.5979144155,66695.95532382395,22.6,1.765625,26814.3723942129,2094.872843297883,12.8,4.545225203046456,0.4642367735777005,3.0,3,3.8431440030392476,0.234375,0.4642367735777005,4.178130962199305,0.6000000000000001,0.06666666666666668,0.8894545946580669,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.178130962199305,0.4,8.005091351922601,0.0,0.0,0.0
1,mixed_20,0,0,238.24889678411895,26.472099642679883,238.24889678411895,26.472099642679883,37.0,2.8461538461538463,29296.31628699077,2253.562791306982,13.0,5.150699611266211,1.8697898279366933,3.4,3,3.849536676775219,0.26153846153846155,1.8697898279366933,11.286549212343857,0.6000000000000001,0.06666666666666668,1.9490504483979565,0.0,9,5.541559239086382,0.4,8.681350019853562,11.286549212343857,0.2,8.860104015728044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,mixed_20,0,0,390.35745743262567,45.3904020270495,202024.67354857974,22447.185949842195,53.4,3.608108108108108,28344.296950076,1915.1551993294597,14.8,5.704231410486904,4.386826736087844,4.8,8,4.542956898481072,0.32432432432432434,4.386826736087844,11.766165920749359,1.6,0.17777777777777778,4.711518763440339,0.0,9,0.0,0.0,0.0,9.385051950210084,0.4,8.79157276675105,0.0,0.0,0.0,4.663643178523387,0.4,8.490861422847956,11.334200547032083,0.2,8.822854297049252,11.766165920749359,0.2,8.498945253156114,2.3323790282756818,0.4,7.799435131158679,0.0,0.0,0.0,0.0,0.0,0.0
3,mixed_20,0,0,453.79239633828536,51.56731776571424,200453.79239633825,22272.64359959314,81.0,5.259740259740259,31397.02652237866,2038.767955998614,15.4,4.123800537071774,2.7478019242598055,6.4,4,3.62937127982666,0.4155844155844156,2.7478019242598055,12.42205723068139,0.8,0.08888888888888889,2.727508902084073,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.5135595634268952,0.4,8.089998470619319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.42205723068139,0.2,7.979125782288611,0.0,0.0,0.0,11.794600524229963,0.2,8.478455865848726
4,mixed_20,0,0,460.1704214376995,52.292093345193116,200460.1704214377,22273.352269048635,111.2,7.037974683544304,30468.285176197085,1928.3724795061446,15.8,4.228121146441862,8.427246806175155,6.6,8,3.872281687447872,0.4177215189873418,8.427246806175155,68.16749801500492,1.6,0.17777777777777778,2.358459732927356,0.0,9,4.7418250099434545,0.4,8.455720243509857,0.0,0.0,0.0,0.0,0.0,0.0,68.16749801500492,0.8,5.9066500435823865,2.935898230628027,0.2,6.863767309253959,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,mixed_20,0,0,354.0135044436407,44.25168805545509,209472.23948202436,23274.693275780486,146.2,9.024691358024691,30942.326480046362,1910.0201530892816,16.2,3.798123431340206,26.894401502853086,8.2,14,3.090251948806854,0.5061728395061729,26.894401502853086,100.0,2.8000000000000003,0.3111111111111111,2.7579980642959807,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,10.850309258629238,0.2,9.216327167861149,100.0,1.0,0.0,100.0,1.0,0.0,21.740460282116487,0.4,7.312852686839864,0.0,0.0,0.0,9.45884398493206,0.2,8.292802723962813,0.0,0.0,0.0
6,mixed_20,0,0,351.75324436874786,48.8546172734372,992850.1912228495,110316.68791364995,189.0,11.666666666666666,31799.871697420265,1962.9550430506338,16.2,4.007704522304949,34.78300185021497,9.2,21,3.7340340573327175,0.5679012345679012,34.78300185021497,100.0,4.2,0.4666666666666667,2.828869419224146,0.0,9,7.2848318085851815,0.4,8.584671583306045,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.48358984747608247,0.4,8.29374775039032,0.0,0.2,0.0,5.278594995873505,0.2,8.581405439320953
7,mixed_20,0,0,557.130734606699,71.4270172572691,822810.4530360486,91423.38367067206,235.2,15.272727272727273,27545.145597608953,1788.6458180265554,15.4,6.409548127447294,33.333333333333336,10.0,16,5.462721774385892,0.6493506493506493,33.333333333333336,100.0,3.2,0.35555555555555557,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
8,mixed_20,0,0,509.39885246864594,62.12181127666415,800509.3988524689,88945.48876138544,285.0,17.16867469879518,31311.94461848291,1886.2617240049947,16.6,7.1674640709866155,37.07118919132799,10.8,18,5.794336127862906,0.6506024096385542,37.07118919132799,100.0,3.6,0.4,2.973054833730925,0.0,9,0.0,0.0,0.0,11.220109873088404,0.2,8.912568694166842,11.038654757612676,0.2,9.059074877854677,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,11.381938091250845,0.2,8.785849931556802,0.0,0.0,0.0
9,mixed_20,0,0,558.821467051759,64.9792403548557,400558.82146705175,44506.5357185613,335.2,17.829787234042552,33218.11500526108,1766.9210109181429,18.8,3.8916279931654305,33.333333333333336,10.8,15,4.817331478352719,0.574468085106383,33.333333333333336,100.0,3.0,0.3333333333333333,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
