step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed,d7_occ,d7_veh,d7_speed,d8_occ,d8_veh,d8_speed,d9_occ,d9_veh,d9_speed,d10_occ,d10_veh,d10_speed,d11_occ,d11_veh,d11_speed
0,mixed_20,0,0,668.614128976993,58.650362190964294,215944.94235951523,17995.411863292935,139.4,3.61139896373057,67980.51720256034,1761.1532954031175,38.6,2.6749798860231038,25.542109562191957,15.8,26,1.943674314384808,0.40932642487046633,25.542109562191964,100.0,5.2,0.43333333333333335,3.968064318243569,0.0,12,0.0,0.0,0.0,8.11711299928362,0.4,8.627348861377685,52.515542782514046,0.6,4.781308881470311,23.068190341300863,0.8,3.9921169039484807,8.459381159322561,0.4,8.47113535022363,64.88877994670702,0.8,7.113556889306233,26.405570251417032,0.6,3.6865978501713363,10.281834273757227,0.4,3.8758618861363625,100.0,1.0,0.0,12.768902992001188,0.2,7.068845196288792,0.0,0.0,0.0,0.0,0.0,0.0
1,mixed_20,0,0,769.008232363519,83.58785134386078,710101.3056592504,59175.10880493753,234.4,6.369565217391305,62696.67007081022,1703.713860619843,36.8,1.9263404996282423,33.13655284327756,22.6,25,1.8016448231083655,0.6141304347826086,33.13655284327756,100.0,5.000000000000001,0.41666666666666674,1.544311111584795,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,16.656772436469964,0.6,5.172600074016908,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.2,0.0,72.74503051863405,0.8,4.93305036082943,8.236831164226714,0.4,8.4260829041712
2,mixed_20,0,0,1138.5356882364033,107.40902719211353,907634.5971929242,75636.21643274369,356.2,8.994949494949495,70147.90760890044,1771.4118083055666,39.6,2.0459100461392015,42.26649401182778,26.6,28,2.044378416101112,0.6717171717171717,42.26649401182778,100.0,5.6,0.4666666666666666,1.9335657394962114,0.0,12,0.0,0.0,0.0,84.55683837329246,1.0,6.362578096898905,100.0,1.0,0.0,11.005106515653154,0.4,8.246179845090953,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,11.635983252987785,0.2,8.594030931964678,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
3,mixed_20,0,0,986.2714755359375,91.32143291999421,28111.92503344363,2342.6604194536358,489.2,11.48356807511737,71022.77751652009,1667.2013501530535,42.6,1.6417594531969277,50.45901761350424,28.6,33,1.354885443354486,0.6713615023474179,50.45901761350424,100.0,6.6000000000000005,0.55,1.3844962637318268,0.0,12,88.53458538518595,1.0,5.646129205449294,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,5.23273577502863,0.4,8.64755401397124,0.0,0.0,0.0,100.0,1.0,0.0,11.740890201836294,0.2,2.320271945361387,100.0,1.0,0.0,0.0,0.0,0.0
4,mixed_20,0,0,1295.7888071663233,122.24422709116259,1482497.3681693962,123541.44734744968,640.8,13.692307692307692,78152.57329437988,1669.9267797944417,46.8,1.8431425496132359,64.8511622141581,32.6,41,1.8684999484808158,0.6965811965811965,64.85116221415811,100.0,8.200000000000001,0.6833333333333335,1.0831016552040502,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,3.856114735986864,0.4,8.095563364308328,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,74.35783183391038,0.8,4.901656498140274
5,mixed_20,0,0,1114.1163121159911,118.5230119272331,2277601.4189833063,189800.11824860887,811.6,16.103174603174605,84212.5867201794,1670.8846571464169,50.4,1.5342911829951915,67.76609590583227,36.6,45,1.7032805829678506,0.7261904761904762,67.76609590583227,100.0,9.0,0.75,2.0895269826287337,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,1.1545408185929773,0.4,8.21375308353454,100.0,1.0,0.0,0.6493340794526148,0.4,8.080381322279573,11.389275971941686,0.2,8.780189385730692,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
6,mixed_20,0,0,1066.2660914724736,130.03245017956996,2740962.7378777945,228413.5614898162,1003.4,19.22222222222222,83005.97762916383,1590.152828144901,52.2,1.1881414999708566,72.17233207861351,41.0,44,1.4373369792500665,0.7854406130268199,72.17233207861351,100.0,8.8,0.7333333333333334,0.5215160277606584,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,66.06798494336203,0.8,6.2581923331279015,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
7,mixed_20,0,0,1482.5173101888481,168.46787615782364,2020149.2313909784,168345.76928258155,1214.2,21.07986111111111,92583.78012160181,1607.3572937778092,57.6,1.391397337022817,76.13725321273706,44.6,48,2.0786754337343782,0.7743055555555556,76.13725321273705,100.0,9.600000000000001,0.7999999999999999,1.389338252150143,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,9.69269043713382,0.4,8.290628962963819,3.9543481157107863,0.2,8.381430062837898,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
8,mixed_20,0,0,1349.1229065247744,134.91229065247745,1315771.073772212,109647.58948101767,1450.2,22.873817034700316,104145.78776217402,1642.6780404128394,63.4,0.9807472508704443,75.38143359876742,50.4,47,0.9750323252416542,0.7949526813880127,75.38143359876742,100.0,9.4,0.7833333333333333,0.7110303769276166,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,4.577203185208987,0.2,8.532364523131399,0.0,0.2,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
9,mixed_20,0,0,1283.4068157096376,130.95987915404464,2907438.3497437187,242286.5291453099,1703.2,25.963414634146343,104525.00235518892,1593.3689383412943,65.6,1.0047849915635276,76.02155154501757,52.4,47,0.8887026717751253,0.7987804878048781,76.02155154501759,100.0,9.4,0.7833333333333333,0.4175216809551245,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,12.258618540211046,0.2,5.010260171461494,100.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
