step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed,d7_occ,d7_veh,d7_speed,d8_occ,d8_veh,d8_speed,d9_occ,d9_veh,d9_speed,d10_occ,d10_veh,d10_speed,d11_occ,d11_veh,d11_speed
0,random,2,0,1231.6250992718099,106.17457752343189,2555.833518185109,212.98612651542575,389.6,4.0,158811.2627639636,1630.5057778641026,97.4,1.2643562461105224,77.3217107808275,42.8,54,0.7309354885038996,0.4394250513347023,77.3217107808275,100.0,10.8,0.9,1.3534459313084508,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,27.888670256632793,0.6,4.133586893577938,35.10962982275913,0.8,3.9000702291881266,100.0,1.0,0.0,26.633953574090583,0.6,4.0777081773049195,38.22827571644751,0.8,4.129985875630427,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
1,random,6,2,1737.7828870963858,152.4370953593321,2632.186591323881,219.34888261032344,531.0,5.155339805825243,159557.50832260476,1549.1020225495606,103.0,0.9123530406415381,91.66666666666667,58.0,57,0.5558851203736925,0.5631067961165048,91.66666666666667,100.0,11.4,0.9500000000000001,0.0,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,60.0,0.8,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,40.0,0.6,0.0
2,random,7,6,1731.782242232178,180.3939835658519,12399.753620158095,1033.3128016798412,747.2,6.892988929889299,164343.52851396386,1516.0842113834306,108.4,0.5624540596776217,94.22989826319726,75.2,58,0.4944403262349717,0.6937269372693727,94.22989826319726,100.0,11.600000000000001,0.9666666666666668,0.2640011750908639,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,61.70970983405624,0.8,1.6401447092484465,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,69.04906932431089,0.8,1.52786939184192
3,random,6,7,2596.858559443609,216.4048799536341,2596.858559443609,216.4048799536341,781.6,7.157509157509158,173499.18168517135,1588.8203451023016,109.2,0.575793057610357,59.72065122840772,62.4,46,0.2984040125130818,0.5714285714285714,59.720651228407725,100.0,9.2,0.7666666666666667,0.8226346920540036,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,60.0,0.8,0.0,23.941330990536187,0.6,1.8291124859731773,40.0,0.6,0.0,37.43237419004544,0.6,2.176143049509623,35.371208206873064,0.6,2.10907098329074,42.82737566646858,0.8,1.8536203392184754,17.0755256869694,0.4,1.9036694466560278,100.0,1.0,0.0,100.0,1.0,0.0,60.0,0.8,0.0
4,random,3,6,1628.48792868372,156.58537775805,13391.245255585765,1115.937104632147,767.4,6.864042933810376,166282.87243742857,1487.3244404063378,111.8,0.6399536964219732,94.21407450168213,56.4,58,0.4379956096306519,0.5044722719141324,94.21407450168213,100.0,11.600000000000001,0.9666666666666668,0.46814808796356977,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,73.79748965651345,0.8,2.1735969757360603,100.0,1.0,0.0,88.19479508934563,1.0,1.823723633515176,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,68.57660927432647,0.8,1.6204564463116007
5,random,3,3,2319.3919447131893,193.28266205943245,2319.3919447131893,193.28266205943245,434.4,3.8994614003590664,173654.57131701597,1558.8381626303049,111.4,0.6976563539521606,66.50298399048567,55.4,48,0.5823570629241961,0.49730700179533216,66.50298399048566,100.0,9.6,0.7999999999999999,0.627166568729543,0.0,12,22.756683721958098,0.6,1.6591821825232178,40.0,0.6,0.0,29.188104828712653,0.6,2.0673615268558514,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,33.87389351182037,0.6,1.9015593447334957,40.0,0.6,0.0,32.2171258233368,0.6,1.8978957706419513
6,random,2,3,2838.651265826901,272.9472370987405,8296.948010479808,691.4123342066506,396.0,3.504424778761062,171438.77390784037,1517.1572912198262,113.0,0.5445913260369861,82.01788821480211,60.6,56,0.4689266176813407,0.536283185840708,82.01788821480211,100.0,11.200000000000001,0.9333333333333335,0.8124955182664314,0.0,12,44.571279745492234,0.8,3.225580858356122,83.70774002478811,1.0,1.6472359945077093,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,60.0,0.8,0.0,100.0,1.0,0.0,100.0,1.0,0.0,80.0,1.0,0.0,51.79946995986484,0.8,3.8183469868103312,64.13616884748023,0.8,1.0587823795230142,100.0,1.0,0.0
7,random,7,2,1754.900723999419,194.98896933326876,38899.88905489176,3241.65742124098,536.2,4.654513888888889,176191.22109793156,1529.437683141767,115.2,0.49011601529586163,93.34794655943388,70.2,57,0.3752102030833083,0.609375,93.34794655943388,100.0,11.4,0.9500000000000001,0.29739231919121517,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,68.23279885892703,0.8,1.7591046105809345,100.0,1.0,0.0,100.0,1.0,0.0,51.94255985427958,0.6,1.8096032197136473,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
8,random,5,7,2707.95462917412,237.53987975211578,3701.263045471745,308.4385871226454,464.4,4.088028169014085,175965.58697491404,1548.992843089032,113.6,0.6006791714033143,66.49593290206795,61.4,48,0.506172485006583,0.5404929577464789,66.49593290206795,100.0,9.6,0.8000000000000002,0.6651231249520294,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,60.0,0.8,0.0,31.762882301346735,0.6,2.1178599266029154,32.31022342771382,0.6,1.9457065859223197,38.49363390811618,0.6,2.214625676006141,40.0,0.6,0.0,35.38445518763865,0.6,1.7032853108929764,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,60.0,0.8,0.0
9,random,7,5,2201.759271486375,220.1759271486375,25673.186211142667,2139.432184261889,465.8,4.008605851979346,171253.90059720122,1473.7857194251396,116.2,0.5184122355914735,95.58213377137373,65.4,58,0.41699457148008884,0.5628227194492255,95.58213377137373,100.0,11.600000000000001,0.9666666666666668,0.5227461468630162,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,74.92442121599879,0.8,2.124255466731545,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,96.43256917565566,1.0,2.2054644067670672,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,75.6286148648303,0.8,1.9432338888575815
