step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed,d7_occ,d7_veh,d7_speed,d8_occ,d8_veh,d8_speed,d9_occ,d9_veh,d9_speed,d10_occ,d10_veh,d10_speed
0,actuated,0,0,492.43536171163066,53.52558279474247,1800492.4353617108,163681.13048742825,67.0,3.2211538461538463,43878.47414456094,2109.5420261808144,20.8,3.75638729055432,8.99353061996586,8.6,9,3.2724381607039024,0.41346153846153844,8.99353061996586,60.0,2.0,0.18181818181818182,1.861327499918315,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.235330294896812,0.2,12.14280380010587,0.0,0.0,0.0,0.0,0.0,0.0,9.120992534127197,0.4,4.980173336192795,21.57251399060044,0.6,3.3516253628028005,0.0,0.0,0.0,60.0,0.8,0.0,0.0,0.0,0.0
1,actuated,0,0,420.65752203094644,46.73972467010516,1205551.5698259543,109595.59725690493,109.0,5.45,40993.59459604947,2049.679729802474,20.0,4.200647503662412,3.197700486163187,9.4,4,3.5423630939141932,0.47,3.197700486163187,10.689910001081273,0.8,0.07272727272727274,3.9743478877130403,0.0,11,10.689910001081273,0.2,9.35461570676321,0.0,0.0,0.0,8.723374917160243,0.2,11.46345318751397,0.0,0.0,0.0,7.230518757967559,0.2,11.177667539473628,0.0,0.0,0.0,0.0,0.0,0.0,8.53090167158598,0.2,11.722090331092634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,actuated,0,0,500.8805598694803,62.61006998368504,2125570.034390991,193233.6394900901,157.8,7.811881188118812,35993.45893298024,1781.8544026227844,20.2,3.558203741372715,7.43533321648587,11.2,7,4.166724627382502,0.5544554455445545,7.43533321648587,75.64356624090067,1.4000000000000001,0.1272727272727273,1.4595289116674066,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,6.145099140443904,0.4,11.205922002252194,0.0,0.0,0.0,75.64356624090067,0.8,4.848896026089278,0.0,0.0,0.0,0.0,0.0,0.0
3,actuated,0,0,466.2023677836143,55.5002818790017,2600466.2023677826,236406.01839707114,217.0,10.333333333333334,41347.61249881774,1968.9339285151304,21.0,4.500787087766873,9.970041058445117,12.4,6,4.488731937682945,0.5904761904761905,9.970041058445117,100.0,1.2,0.10909090909090909,0.8818194603808046,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,9.670451642896296,0.2,9.700014064188851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,actuated,0,0,568.9990338831725,69.39012608331373,2218305.0170724364,201664.09246113058,277.6,12.73394495412844,40968.91142529559,1879.3078635456695,21.8,4.7931597641722306,9.681694431540006,12.8,11,5.028374197296044,0.5871559633027523,9.681694431540006,100.0,2.2,0.2,3.055210920257686,0.0,11,0.0,0.0,0.0,2.302620305194978,0.2,11.438298054784537,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05934776080386,0.4,10.957943520270534,0.13667068094122214,0.4,11.211078547779474,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,actuated,0,0,984.3362372363224,126.19695349183621,2478762.708107558,225342.06437341438,346.2,13.62992125984252,44386.53592918425,1747.5014145348127,25.4,2.3570037741262415,9.855608962040181,15.4,8,3.378455301494689,0.6062992125984252,9.855608962040181,100.0,1.6,0.14545454545454548,1.0462015774439684,0.0,11,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,8.411698582442,0.4,11.508217351883651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,actuated,0,0,662.3538699129083,82.79423373911354,3000662.353869913,272787.48671544663,424.0,16.5625,47239.731899725586,1845.3020273330308,25.6,2.3635559832682675,10.644493989454418,16.2,8,2.313522619328227,0.6328125,10.644493989454418,100.0,1.6,0.14545454545454548,0.9083538612184031,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.089433883998595,0.6,9.991892473402434,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,actuated,4,0,608.0119685785771,67.55688539761968,1610523.3252639356,146411.21138763052,337.2,13.069767441860465,48559.807274966675,1882.1630726731269,25.8,2.9424562051758802,18.536461716232576,12.2,13,2.5348675585683824,0.4728682170542636,18.536461716232576,63.87329687335239,2.8,0.2545454545454545,1.3356910028107145,0.0,11,63.87329687335239,0.8,6.7757446022842895,20.02778200520595,0.4,7.916856428633571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.8,0.0,60.0,0.8,0.0,0.0,0.0,0.0
8,actuated,4,4,636.8888538606773,70.76542820674192,1872098.691622623,170190.79014751117,367.8,13.827067669172932,52858.35204589546,1987.1560919509573,26.6,3.5638413498283357,23.087431238558697,13.2,15,3.152761493322471,0.49624060150375937,23.0874312385587,100.0,3.0,0.2727272727272727,1.2216630162629025,0.0,11,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.317968079714433,0.2,12.022166837100093,45.643775544431264,0.8,1.4161263417918368,0.0,0.0,0.0,0.0,0.0,0.0
9,actuated,4,4,295.42477248733474,41.03121840101871,2462042.1802388467,223822.0163853497,438.2,17.528,44036.40593043425,1761.45623721737,25.0,3.1564334975707156,29.850016718128554,15.2,22,3.2101048158066887,0.608,29.850016718128554,100.0,4.4,0.4,4.2430123384054745,0.0,11,100.0,1.0,0.0,100.0,1.0,0.0,98.11339645156295,1.0,4.240226306731286,8.608902621720063,0.2,11.61588234808259,5.8817260815925465,0.4,11.218456432688985,0.0,0.0,0.0,8.805272417438346,0.4,11.048953749705108,0.0,0.0,0.0,6.940886327100202,0.4,8.549616885252247,0.0,0.0,0.0,0.0,0.0,0.0
