step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed
0,mixed_20,0,0,374.3821999166358,53.48317141666225,374.3821999166358,53.48317141666225,109.0,4.430894308943089,46027.73312799366,1871.0460621135635,24.6,2.8967726379137746,55.700181911645195,10.2,23,1.6768495014778417,0.4146341463414634,55.700181911645195,100.0,4.6,0.6571428571428571,2.227767578618839,0.0,7,40.09163652313788,0.6,8.005284258497449,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,11.90636712548752,0.4,3.632342131968223,37.903269732890976,0.6,3.9567466598662033,100.0,1.0,0.0
1,mixed_20,0,0,388.9528022711429,55.5646860387347,388.9528022711429,55.5646860387347,154.4,6.655172413793103,39255.35987013478,1692.041373712706,23.2,3.1579854647392893,51.67774419288776,12.0,22,2.839407803335521,0.5172413793103449,51.67774419288776,100.0,4.4,0.6285714285714287,2.9504129117083506,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,10.46074348005618,0.2,9.559549967997393,40.08876219173686,0.8,2.1605447926925443,11.194703678421263,0.2,8.932795621268516,0.0,0.2,0.0,100.0,1.0,0.0
2,mixed_20,0,0,744.7955423769406,109.52875623190303,200744.79554237693,28677.827934625275,218.6,8.959016393442623,42614.079626165694,1746.478673203512,24.4,3.025546897189659,52.692542054599826,15.2,21,3.988013474136814,0.6229508196721312,52.692542054599826,100.0,4.199999999999999,0.5999999999999999,1.2621401700856427,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,60.0,0.8,0.0,0.0,0.0,0.0,8.8477943821988,0.4,8.8349811905995,100.0,1.0,0.0
3,mixed_20,0,0,501.0194674987454,71.57420964267791,501.0194674987454,71.57420964267791,288.0,11.338582677165354,45764.59415952211,1801.7556755717364,25.4,2.4346659759396387,42.857142857142854,15.6,15,2.0175077626856637,0.6141732283464567,42.857142857142854,100.0,3.0,0.42857142857142855,0.0,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0
4,mixed_20,0,0,523.8981606696993,74.84259438138562,523.8981606696993,74.84259438138562,356.6,12.827338129496402,47690.051745502446,1715.4694872482894,27.8,2.9995277619611858,47.50766790429821,16.8,19,2.9332299100006662,0.60431654676259,47.507667904298216,100.0,3.8,0.5428571428571428,2.4946478483067756,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,22.1566996007968,0.4,9.026618705177814,0.0,0.0,0.0,0.0,0.0,0.0,10.396975729290716,0.4,8.435916232969612,100.0,1.0,0.0
5,mixed_20,0,0,617.9730780661729,90.87839383326072,7615.862376599989,1087.9803395142842,446.4,15.08108108108108,51981.71273426115,1756.1389437250389,29.6,2.349684875641395,44.39112258828118,20.0,16,2.515321644181655,0.6756756756756757,44.39112258828118,100.0,3.2,0.4571428571428572,1.330406318352188,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.737858117968244,0.2,9.312844228465316,0.0,0.0,0.0,100.0,1.0,0.0
6,mixed_20,0,0,708.1916289476711,104.14582778642223,1137.7321244757024,162.53316063938607,547.2,18.36241610738255,49244.89834447122,1652.513367264135,29.8,3.508177662118801,45.554684805574816,21.6,18,4.212114576022188,0.7248322147651006,45.554684805574816,100.0,3.6,0.5142857142857143,2.668174637217487,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,8.288067444943863,0.4,9.238564191479236,0.0,0.0,0.0,10.59472619407984,0.2,9.438658269043174,100.0,1.0,0.0
7,mixed_20,0,0,889.6735919676282,143.49574063994004,227170.29921670948,32452.899888101354,662.6,20.201219512195124,54516.84436330393,1662.0989135153636,32.8,1.6620672936856338,46.13235727534053,25.0,18,1.9659119133312766,0.7621951219512195,46.13235727534053,100.0,3.6,0.5142857142857143,1.3612864259235613,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.2,2.718508003534165,2.9265009273836995,0.4,6.810496977930765,100.0,1.0,0.0
8,mixed_20,0,0,912.259361890289,138.22111543792258,1696.9256936469933,242.41795623528475,787.2,23.428571428571427,56882.03500799043,1692.9177085711437,33.6,3.003685754661661,44.36639929312158,25.6,18,3.753739241952735,0.7619047619047619,44.36639929312158,100.0,3.6000000000000005,0.5142857142857143,1.35219985012499,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,10.564795051851092,0.2,9.465398950874931,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,100.0,1.0,0.0
9,mixed_20,0,0,925.865909659263,140.28271358473683,7461.569450375739,1065.9384929108198,919.6,26.125,57203.01155058933,1625.0855554144698,35.2,3.779444603072589,43.9682133919469,28.0,18,4.762287298947833,0.7954545454545454,43.9682133919469,100.0,3.6,0.5142857142857143,2.377721394731745,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,6.712008479805149,0.4,8.667392827477306,0.0,0.0,0.0,1.0654852638231205,0.2,7.976656935644909,100.0,1.0,0.0
