step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed
0,actuated,0,0,513.189550528808,102.6379101057616,513.189550528808,102.6379101057616,356.0,10.113636363636363,64324.18473690517,1827.3916118438967,35.2,1.4786097023012992,67.31583095120574,15.8,24,0.9373030057345438,0.44886363636363635,67.31583095120573,100.0,4.8,0.96,1.4903472629328895,0.0,5,26.166416451162604,1.0,3.6993599325470425,10.412738304866025,0.8,3.752376382117405,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
1,actuated,0,0,303.16423049542556,60.632846099085114,303.16423049542556,60.632846099085114,117.2,3.5089820359281436,61972.34979970423,1855.4595748414438,33.4,2.155575744158336,41.49286285529661,9.2,17,1.226938577733694,0.2754491017964072,41.49286285529661,100.0,3.4,0.6799999999999999,2.25480302996285,0.0,5,25.061805497492173,0.6,5.866844209269438,14.869066914677092,0.6,3.5557061584480474,40.0,0.6,0.0,27.533441864313772,0.6,1.8514647820967645,100.0,1.0,0.0
2,actuated,0,0,252.76310244169704,50.55262048833941,252.76310244169704,50.55262048833941,106.8,3.3167701863354035,59762.12477450589,1855.9666079039098,32.2,2.5875725021328155,52.78121270191896,9.6,22,1.5810019321674111,0.2981366459627329,52.781212701918946,100.0,4.4,0.8800000000000001,2.4967968041756285,0.0,5,10.53963397709282,0.8,6.610090908430605,100.0,1.0,0.0,22.706199528211073,0.8,2.4196378465147954,30.66023000429084,0.8,3.4542552659327432,100.0,1.0,0.0
3,actuated,0,0,502.24249008497674,100.44849801699534,502.24249008497674,100.44849801699534,162.8,4.993865030674846,56338.522816661585,1728.1755465233614,32.6,2.917714114075143,65.52531492548367,14.2,20,2.3370556156237274,0.43558282208588955,65.52531492548366,100.0,4.0,0.8,3.4565533266337396,0.0,5,20.584335905781188,0.4,7.845285569453203,100.0,1.0,0.0,39.53373210501752,0.8,4.807314304561766,67.50850661661957,0.8,4.63016675915373,100.0,1.0,0.0
4,actuated,0,0,512.9951009475712,102.59902018951425,512.9951009475712,102.59902018951425,204.0,5.862068965517241,55110.225278525395,1583.6271631760171,34.8,2.2942912216320406,64.94699549938196,17.2,22,2.0079267981837505,0.4942528735632184,64.94699549938196,100.0,4.4,0.8800000000000001,2.1115173679220343,0.0,5,41.49648527113044,1.0,5.038349445229304,60.0,0.8,0.0,23.23849222577934,0.6,5.519237394380867,100.0,1.0,0.0,100.0,1.0,0.0
5,actuated,0,0,421.5987133578592,91.65189420823026,930.5402457856375,186.10804915712748,239.8,7.094674556213017,52492.031780390535,1553.0186917275305,33.8,1.488002439730358,53.57582911125553,14.4,18,1.0999333337436348,0.4260355029585799,53.57582911125553,100.0,3.6,0.72,1.293514329491551,0.0,5,22.227963552844585,0.6,3.1783170480281067,82.54438990391463,1.0,1.2887195855304405,3.1067920995184295,0.2,2.000535013899207,60.0,0.8,0.0,100.0,1.0,0.0
6,actuated,0,0,668.4498444158953,139.26038425331154,2355.4619475658437,471.09238951316877,270.0,8.333333333333334,54351.7840798751,1677.524199996145,32.4,2.3041782995524605,59.91664285147897,12.6,19,1.8799728531637794,0.3888888888888889,59.91664285147897,100.0,3.8,0.76,1.7149208419535522,0.0,5,7.965096625100614,0.6,4.824374849256117,100.0,1.0,0.0,20.0,0.4,0.0,71.61811763229423,0.8,3.7502293605116446,100.0,1.0,0.0
7,actuated,0,0,245.059827327627,61.26495683190675,3083849.0681128306,616769.8136225662,314.0,10.0,52157.636633139235,1661.0712303547525,31.4,1.9322710761510962,35.24987177577407,12.0,17,1.435093099686533,0.3821656050955414,35.24987177577407,100.0,3.4,0.6799999999999999,3.638780979189872,0.0,5,18.19036724621867,0.8,4.95874576237612,34.003758583581316,0.8,2.758114045046667,10.727105458977917,0.4,6.976949927198322,13.328127590092436,0.4,3.5000951613282485,100.0,1.0,0.0
8,actuated,0,0,121.83911016161035,30.459777540402587,1000121.8391101618,200024.36782203236,368.0,12.777777777777779,51561.43614642909,1790.3276439732324,28.8,2.5191281426231,21.86145601341525,11.4,10,1.4697448897970322,0.3958333333333333,21.86145601341525,100.0,2.0,0.4,2.537307566447967,0.0,5,1.3734403393959838,0.4,8.61104716947302,7.933839727680265,0.4,4.075490662766815,0.0,0.0,0.0,0.0,0.2,0.0,100.0,1.0,0.0
9,actuated,0,0,96.75029880773312,24.18757470193328,1000096.7502988077,200019.35005976155,424.4,14.839160839160838,52492.70671125896,1835.4093255684952,28.6,3.493434228055469,40.810449638212845,11.8,13,2.3844768442822577,0.4125874125874126,40.810449638212845,100.0,2.5999999999999996,0.5199999999999999,3.3203046848254614,0.0,5,4.561827327615333,0.4,6.84113484207007,87.7266890985868,1.0,1.2596847238906483,0.0,0.0,0.0,11.763731764862086,0.2,8.50070385816659,100.0,1.0,0.0
