step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed,d7_occ,d7_veh,d7_speed,d8_occ,d8_veh,d8_speed
0,mixed_20,0,0,261.9522868058488,29.767305318846454,200261.95228680587,22251.32803186732,34.0,1.2686567164179106,58147.36995718091,2169.6779834769,26.8,3.7127967496693346,10.75412649227824,4.6,16,2.474908976646737,0.17164179104477612,10.75412649227824,38.729293688406585,3.2,0.35555555555555557,3.108102878758616,0.0,9,18.51385442507791,0.8,4.239291275053628,14.284104683659109,0.8,4.048659811389393,38.729293688406585,0.6,4.29261418579466,2.1279776085427216,0.2,8.037637624237686,0.0,0.0,0.0,0.0,0.0,0.0,12.85935801338411,0.4,3.9187847452178133,0.0,0.0,0.0,10.272550011433736,0.4,3.43593826713436
1,mixed_20,0,0,259.34869349177006,28.816521499085564,259.34869349177006,28.816521499085564,55.2,2.532110091743119,46305.69295436916,2124.1143557050073,21.8,3.9662589018152805,8.270203959777595,5.8,12,1.6805256312261014,0.26605504587155965,8.270203959777595,25.394280911295937,2.4,0.26666666666666666,3.794821885174266,0.0,9,11.403071825374411,0.4,5.366761399033032,17.73592784150395,0.6,6.8473440768810825,14.741383717372116,0.4,6.783623702987536,0.0,0.2,0.0,25.394280911295937,0.4,6.592614750254282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.157171342451932,0.4,8.563053037412464
2,mixed_20,0,0,513.6687414818537,58.371447895665185,4998.396637409203,555.3774041565781,82.8,4.14,39220.70345267366,1961.035172633683,20.0,3.599295967913897,24.124026660752456,6.8,17,1.919968349293627,0.34,24.124026660752456,100.0,3.4000000000000004,0.37777777777777777,4.611296588285118,0.0,9,2.933128071271369,0.4,8.724095413461326,0.0,0.2,0.0,0.0,0.0,0.0,83.69775992897559,1.0,6.702264744837341,100.0,1.0,0.0,11.48158671598793,0.2,8.709597590788698,10.959474113879537,0.2,9.124525407049944,0.0,0.0,0.0,8.04429111665769,0.4,8.241186138428748
3,mixed_20,0,0,453.12372751111513,50.347080834568345,453.12372751111513,50.347080834568345,121.0,5.45045045045045,45415.33920022416,2045.7360000100973,22.2,3.6592867839083056,23.824955342697464,8.8,15,2.2559891517456623,0.3963963963963964,23.82495534269746,100.0,3.0,0.3333333333333333,2.7605578498708008,0.0,9,0.0,0.0,0.0,0.030805403496572126,0.4,8.122930880077181,11.748934901781354,0.2,8.511409828718872,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64485777899921,0.4,8.210679940041155,0.0,0.0,0.0
4,mixed_20,0,0,466.79318631952856,54.27827747901495,45000.717989834244,5000.079776648249,163.6,6.704918032786885,44364.46184696193,1818.2156494656529,24.4,3.2146044911856944,26.276459512034666,10.6,16,2.181099101951515,0.4344262295081967,26.276459512034666,100.0,3.2,0.3555555555555555,3.7645303119284494,0.0,9,11.621423885812874,0.2,8.604797568917295,0.0,0.0,0.0,3.8322602955759066,0.4,8.392991567309945,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,11.80507420081426,0.2,8.470933625567762,0.0,0.0,0.0,9.229377226108966,0.4,8.412050045561045
5,mixed_20,0,0,375.2906561975491,43.63844839506385,400375.2906561976,44486.14340624418,223.4,7.756944444444445,51620.09629628775,1792.3644547322137,28.8,3.077519497825993,26.28936972862366,14.0,14,3.1054699689384395,0.4861111111111111,26.289369728623658,100.0,2.8000000000000003,0.3111111111111111,3.444882727041424,0.0,9,0.0,0.0,0.0,3.9146398661353032,0.2,8.535197872109714,11.229627732884637,0.2,8.905014696717133,100.0,1.0,0.0,100.0,1.0,0.0,13.140392196827406,0.2,5.003156805686757,0.0,0.0,0.0,0.0,0.0,0.0,8.319667761765572,0.2,8.560575168859215
6,mixed_20,2,0,425.81925088768696,51.929176937522804,582845.1808632761,64760.57565147513,81.0,2.7739726027397262,52146.41189329066,1785.8360237428305,29.2,2.112524565834932,23.46124575707917,10.8,16,2.026626552432437,0.3698630136986301,23.46124575707917,80.0,3.2,0.35555555555555557,0.9964039152630851,0.0,9,11.151211813712507,0.2,8.967635237367766,0.0,0.2,0.0,0.0,0.0,0.0,60.0,0.8,0.0,60.0,0.8,0.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
7,mixed_20,2,2,317.15961247600956,39.644951559501195,1000317.1596124761,111146.3510680529,76.2,2.6458333333333335,53919.72199314353,1872.2125692063726,28.8,2.4359969220117774,10.49618313412629,9.2,13,1.555216034361062,0.3194444444444444,10.49618313412629,25.890764277887683,2.6,0.2888888888888889,3.962176334940631,0.0,9,0.0,0.0,0.0,21.45680366216766,0.4,7.589265114835087,20.030395253689335,0.4,8.228922316608877,25.890764277887683,0.6,1.949163640220015,21.71126443160574,0.6,1.4382293159721988,3.072600322926178,0.2,8.21192225459963,2.3038202588600143,0.4,8.242084372229872,0.0,0.0,0.0,0.0,0.0,0.0
8,mixed_20,2,2,350.5086295533,44.93700378888462,1200350.5086295533,133372.27873661704,130.2,4.683453237410072,51263.168187603835,1843.9988556692028,27.8,2.47159001200094,27.80086318590381,13.0,22,2.4179335038941954,0.4676258992805755,27.80086318590381,100.0,4.4,0.48888888888888893,1.722198163643123,0.0,9,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,14.077445324431892,0.8,3.641065826652855,24.300365022722303,1.0,3.5919581172636255,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.829958325980101,0.4,8.266759528871626
9,mixed_20,2,2,552.4524203237227,62.778684127695755,200552.4524203237,22283.60582448041,195.2,6.684931506849315,51541.9385314136,1765.1348812127944,29.2,2.153974700517034,42.112678226753815,14.8,22,1.4865638362068117,0.5068493150684932,42.112678226753815,100.0,4.6,0.5111111111111111,1.7288381030958497,0.0,9,54.22866395990695,0.6,4.8026361943365234,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.57296860631936,0.8,6.616016997098596,40.0,0.6,0.046878961957158745,19.212471474558015,0.6,4.0940107744703695
10,mixed_20,2,2,486.39306829265445,54.043674254739386,486.39306829265445,54.043674254739386,275.4,8.5,59376.49922796164,1832.6080008630136,32.4,2.567168372449539,46.970118715015595,18.8,22,1.8463455508902205,0.5802469135802469,46.97011871501559,100.0,4.4,0.48888888888888893,1.9567963304308773,0.0,9,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,11.043875099441607,0.2,9.054792733490451,11.68719333569868,0.2,8.556374240387445,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,mixed_20,2,2,524.3747472417134,58.263860804634824,524.3747472417134,58.263860804634824,369.0,10.664739884393063,60340.7437803677,1743.9521323805695,34.6,2.9079867999636715,53.697515984022935,20.2,27,2.7545897980095293,0.5838150289017341,53.697515984022935,100.0,5.4,0.6,2.2873922732931393,0.0,9,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.870431507300509,0.4,8.589036972448229,100.0,1.0,0.0,11.533142922486945,0.2,5.249292125667558,62.87406942641894,0.8,6.74820136152247
12,mixed_20,2,2,690.3192126575221,80.26967589040956,2214.9365825573414,246.10406472859347,481.2,12.935483870967742,64522.02697491042,1734.4630907233982,37.2,3.2655207745983224,67.91695212365286,25.2,32,4.156661243596711,0.6774193548387096,67.91695212365286,100.0,6.4,0.7111111111111111,0.9500886287022795,0.0,9,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,11.25256911287579,0.4,8.550797658320516,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
13,mixed_20,2,2,1158.0780822068784,131.59978206896344,201158.0780822069,22350.897564689654,612.2,14.93170731707317,69614.60167658368,1697.9171140630167,41.0,2.402038619567554,68.93152924148606,28.2,33,3.186378309526522,0.6878048780487804,68.93152924148606,100.0,6.6,0.7333333333333333,1.9579421390055256,0.0,9,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,11.096026726547734,0.2,9.012234961614285,9.287736446826784,0.4,8.609244289435447,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
14,mixed_20,2,2,776.2370309459648,90.26011987743777,13274.593533665899,1474.9548370739888,760.0,18.009478672985782,69770.82097511218,1653.336989931568,42.2,1.8503878132773914,66.9777031237523,31.8,32,1.7475617908083865,0.7535545023696683,66.9777031237523,100.0,6.4,0.7111111111111111,0.9136403217911718,0.0,9,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,2.799328113770798,0.4,8.222762896120546,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
