step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed,d7_occ,d7_veh,d7_speed
0,actuated,0,0,525.3587493903917,69.12615123557786,201885.18890721555,25235.648613401943,23.4,1.6956521739130435,26351.860990254376,1909.5551442213316,13.8,3.571439048139381,1.8578865565546465,4.6,5,3.2681469990758667,0.3333333333333333,1.8578865565546465,11.132092440038264,1.0,0.125,3.2870362748973854,0.0,8,1.7068459029226801,0.4,8.690938066970558,0.0,0.0,0.0,0.0,0.0,0.0,2.0241541094762283,0.4,8.622314977366477,11.132092440038264,0.2,8.983037154842048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,actuated,0,0,255.38859125605023,37.557145772948566,723805.4524872877,90475.68156091096,48.2,3.1298701298701297,28906.380742929625,1877.037710579846,15.4,2.879030613053034,1.4484820597485992,6.6,3,2.443863753516512,0.42857142857142855,1.4484820597485992,10.561040953046188,0.6000000000000001,0.07500000000000001,2.2688310155644764,0.0,8,0.0,0.0,0.0,10.561040953046188,0.2,9.468763585388462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0268155249426059,0.4,8.681884539127351,0.0,0.0,0.0
2,actuated,0,0,388.8976252234953,51.17074016098623,400388.8976252235,50048.61220315294,82.0,4.555555555555555,37875.37104263534,2104.187280146408,18.0,3.658589917695111,2.213855822278532,7.4,5,2.23582538811013,0.4111111111111111,2.213855822278532,9.60414180007632,1.0,0.125,3.2937836111988874,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,9.60414180007632,0.4,8.610290075652301,0.0,0.0,0.0,3.516600180103069,0.4,8.936690129246562,4.5901045980488675,0.2,8.803288684692234,0.0,0.0,0.0,0.0,0.0,0.0
3,actuated,0,0,312.689484590126,40.088395460272565,724.6766522399159,90.58458152998949,119.6,7.204819277108434,29604.470784433342,1783.4018544839364,16.6,4.888288991706395,24.684559562334947,8.6,12,3.9784028171892096,0.5180722891566265,24.684559562334947,96.55640427067823,2.4000000000000004,0.3,2.3609174233160743,0.0,8,0.0,0.0,0.0,96.55640427067823,1.0,4.6190524181360235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,89.06214987026317,1.0,5.835106434473613,11.857922357738175,0.2,8.43318053391896
4,actuated,0,0,261.8659113011428,38.50969283840335,565645.2168978313,70705.65211222891,168.0,10.0,31096.26393908636,1850.9680916122834,16.8,5.684901750580499,28.125327937841185,10.4,15,5.429290722267091,0.6190476190476191,28.125327937841185,100.0,3.0,0.375,3.303358465596083,0.0,8,0.0,0.0,0.0,100.0,1.0,0.0,9.43734706753304,0.4,8.68905325513333,11.222895298240303,0.2,8.910356672014888,4.342381136956135,0.4,8.827457797620445,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
5,actuated,0,0,477.7458748946573,74.64779295229019,1400700.642135825,175087.58026697813,221.6,11.913978494623656,30577.001506260673,1643.9248121645523,18.6,3.0409234644827925,31.370044041579952,12.2,13,4.642943045372731,0.6559139784946236,31.370044041579952,100.0,2.6,0.325,0.65546752204839,0.0,8,50.960352332639616,0.6,5.24374017638712,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
6,actuated,0,0,622.201838267115,86.41692198154375,214458.44529822902,26807.305662278628,284.0,12.678571428571429,40501.64005753228,1808.1089311398337,22.4,2.2446199530892232,37.5,13.6,15,1.801434827024028,0.6071428571428571,37.5,100.0,3.0,0.375,0.0,0.0,8,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
7,actuated,0,0,483.2418533113304,60.4052316639163,483.2418533113304,60.4052316639163,352.2,14.088,46311.74462934741,1852.4697851738965,25.0,3.4664381466375653,46.72079171701533,14.8,21,2.7172051299854236,0.592,46.72079171701533,100.0,4.2,0.525,1.840288702887538,0.0,8,100.0,1.0,0.0,100.0,1.0,0.0,8.372509262277958,0.4,8.546536804269998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,65.39382447384469,0.8,6.175772818830308
8,actuated,0,0,635.213495779655,81.43762766405833,200635.2134957797,25079.401686972462,427.2,16.818897637795274,45397.89802273741,1787.3188197928116,25.4,3.2230417763743646,52.71943058808049,16.0,22,3.2543642157502823,0.6299212598425197,52.719430588080485,100.0,4.4,0.55,2.29904577180274,0.0,8,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,10.678582515104722,0.2,9.364538772683664,11.076862189539156,0.2,9.027827401738255,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
9,actuated,1,0,725.8587836986038,113.41543495290684,161215.1868423607,20151.89835529509,469.4,17.646616541353385,43370.9616306686,1630.4872793484437,26.6,2.2800381867818347,51.3916709889299,18.0,21,2.442533396826977,0.6766917293233082,51.3916709889299,100.0,4.2,0.525,1.1227510039578052,0.0,8,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.133367911439223,0.2,8.982008031662442,100.0,1.0,0.0,100.0,1.0,0.0
