step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed,d7_occ,d7_veh,d7_speed,d8_occ,d8_veh,d8_speed
0,actuated,0,0,145.56830544080998,20.79547220583,1701018.3796939421,189002.0421882158,18.0,3.3333333333333335,10343.44719670976,1915.4531845758816,5.4,7.92386271601574,0.0,2.4,1,5.8064420178087355,0.4444444444444444,0.0,0.0,0.2,0.022222222222222223,0.0,0.0,9,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,actuated,0,0,469.7819881120924,57.290486355133226,800469.781988112,88941.086887568,28.0,2.9166666666666665,19896.33771066934,2072.535178194723,9.6,4.790929891755727,2.1954403428782143,3.0,3,5.146329860306413,0.3125,2.1954403428782143,11.19680878778837,0.6000000000000001,0.06666666666666668,1.8922829593945731,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,11.19680878778837,0.2,8.931116168480386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.562154298115559,0.4,8.09943046607077,0.0,0.0,0.0,0.0,0.0,0.0
2,actuated,0,0,276.94867861133287,31.471440751287822,200276.94867861134,22252.99429762348,38.0,3.8,21698.202402879902,2169.82024028799,10.0,4.381142305521708,0.0,2.2,0,3.7444794571340885,0.22,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,actuated,0,0,126.33933361436172,14.69062018771648,400126.3393336144,44458.48214817938,48.0,4.8,23574.509162504706,2357.4509162504705,10.0,7.0960717455676585,3.6964319772947523,2.0,5,3.933385118588259,0.2,3.6964319772947523,11.305095381599983,1.0,0.1111111111111111,3.8506482385512695,0.0,9,6.793072462903069,0.2,8.319252078700812,11.305095381599983,0.2,8.845568889472496,0.0,0.0,0.0,0.0,0.0,0.0,11.26821319846158,0.2,8.874521473702035,3.9015067526881353,0.4,8.616491705086082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,actuated,0,0,121.37544093845001,18.964912646632815,1687993.7267838519,187554.8585315391,61.4,6.9772727272727275,16193.003304003403,1840.1140118185685,8.8,6.883459020820573,3.2592702173128094,4.0,5,5.826831679399598,0.45454545454545453,3.2592702173128094,12.425872366346482,1.0,0.1111111111111111,2.830644533662938,0.0,9,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.425872366346482,0.2,8.047724703082759,0.0,0.0,0.0,11.213318354835451,0.2,8.91796672809861,5.694241234633353,0.4,8.510109371785074,0.0,0.0,0.0
5,actuated,0,0,271.8771172852666,46.8753650491839,2565629.8033939283,285069.9781548809,85.0,9.659090909090908,15854.167585956578,1801.6099529496112,8.8,5.127231805618656,1.057084480883456,5.6,2,5.95680451391007,0.6363636363636364,1.057084480883456,9.513760327951104,0.4,0.044444444444444446,0.9877881572374867,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.513760327951104,0.4,8.89009341513738,0.0,0.0,0.0
6,actuated,0,0,421.4478069809608,56.95240634877849,1600421.447806981,177824.60531188676,110.0,9.482758620689655,22754.197386314092,1961.5687401994905,11.6,4.1743371099179125,0.0,5.4,0,4.6974299812550315,0.46551724137931033,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,actuated,0,0,185.98640433445578,23.248300541806973,1000185.9864043349,111131.77626714832,135.0,11.842105263157896,23877.07656650851,2094.4804005709216,11.4,6.946347441737092,3.4506870666890817,5.0,5,5.339078944725463,0.43859649122807015,3.4506870666890817,20.0,1.0,0.1111111111111111,1.9777335834068295,0.0,9,0.0,0.0,0.0,11.056183600201734,0.2,9.044712318107251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.4,8.754889932554216,0.0,0.4,0.0
8,actuated,0,0,222.50415376546766,29.276862337561536,1202646.7365808324,133627.41517564806,160.2,15.403846153846153,20585.969277087548,1979.4201227968797,10.4,6.797645475062263,7.5526102141391975,5.6,7,5.443330258051261,0.5384615384615384,7.5526102141391975,50.88360851204584,1.4,0.15555555555555556,2.4703893338642158,0.0,9,11.450398481071602,0.4,8.287085354235023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.88360851204584,0.6,5.359098518082473,5.639484934135339,0.4,8.587320132460444,0.0,0.0,0.0,0.0,0.0,0.0
9,actuated,0,0,369.6309389176552,52.804419845379314,2007850.9052800494,223094.5450311166,189.0,19.6875,16190.550899296912,1686.5157186767617,9.6,6.475914588866117,19.47586810251437,6.0,13,6.139547992330428,0.625,19.47586810251437,100.0,2.6,0.2888888888888889,1.7615996968955057,0.0,9,0.0,0.0,0.0,11.521556648199294,0.2,8.67938274778426,0.0,0.0,0.0,40.0,0.6,0.1968635714033725,23.761256274430025,0.8,6.978150952871917,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
