step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed
0,actuated,0,0,666.7618890498147,123.47442389811383,507025.7114193655,72432.24448848078,150.8,6.032,41584.85842207597,1663.394336883039,25.0,2.7239658974902787,31.47405024522397,16.8,13,3.579059575862103,0.672,31.47405024522397,100.0,2.6,0.37142857142857144,0.4489089458465358,0.0,7,0.0,0.0,0.0,100.0,1.0,0.0,20.318351716567804,0.6,3.1423626209257507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0
1,actuated,0,0,750.9459820727625,117.33530969886914,600750.9459820727,85821.56371172468,238.2,8.630434782608695,47004.98553108747,1703.0791859089663,27.6,2.5074878567983303,29.666737028878135,19.0,12,2.807687539980727,0.6884057971014492,29.666737028878135,100.0,2.4,0.34285714285714286,1.31832537939772,0.0,7,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,7.667159202146934,0.4,9.22827765578404,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0
2,actuated,0,0,1003.7313116797317,156.83301744995808,8983.296779130975,1283.328111304425,337.4,11.715277777777779,47501.64919049126,1649.36281911428,28.8,2.4211576311414675,28.752698025571622,21.4,12,2.4026640200780602,0.7430555555555556,28.752698025571622,100.0,2.4,0.34285714285714286,1.2028027765852,0.0,7,0.0,0.0,0.0,100.0,1.0,0.0,1.2688861790013561,0.4,8.4196194360964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0
3,actuated,0,0,644.9427233085959,128.98854466171917,2582412.138790994,368916.01982728485,450.2,15.312925170068027,49088.30512091677,1669.6702422080534,29.4,3.018983724391577,31.25596633305256,23.8,15,3.449374823578493,0.8095238095238095,31.25596633305256,100.0,3.0,0.42857142857142855,3.6939256344389713,0.0,7,7.233265249528529,0.4,8.287512092199176,100.0,1.0,0.0,7.585614855205733,0.2,9.172355451155456,0.0,0.0,0.0,3.972884226633653,0.4,8.397611897718162,0.0,0.0,0.0,100.0,1.0,0.0
4,actuated,0,0,555.6852938915465,138.92132347288663,2602064.5434611803,371723.50620874006,572.4,18.82894736842105,47343.44353402329,1557.350116250766,30.4,1.8586480785978818,31.428571428571427,25.6,15,3.347067195182083,0.8421052631578947,31.428571428571427,100.0,3.0,0.42857142857142855,0.578633829568998,0.0,7,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,20.0,0.4,4.050436806982986,0.0,0.4,0.0,100.0,1.0,0.0
5,actuated,0,0,283.69107503049435,78.80307639735953,4691583.191296677,670226.1701852396,674.8,22.344370860927153,48287.396956751494,1598.9204290315065,30.2,1.3239368796853612,28.571428571428573,26.2,10,1.901633356165811,0.8675496688741722,28.571428571428573,100.0,2.0,0.2857142857142857,0.0,0.0,7,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0
6,actuated,0,0,182.95503947351978,57.173449835474926,3005583.6306969505,429369.09009956435,778.0,24.777070063694268,51677.50565079589,1645.7804347387225,31.4,1.6797957773250003,30.171558220268935,27.2,11,2.1310473161348016,0.8662420382165605,30.171558220268935,100.0,2.2,0.31428571428571433,1.2754068571941162,0.0,7,0.0,0.0,0.0,100.0,1.0,0.0,11.200907541882543,0.2,8.927848000358813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0
7,actuated,0,0,312.0984126962353,70.93145743096257,3962728.933234519,566104.133319217,913.2,28.5375,51714.6515674795,1616.0828614837344,32.0,2.1063687543957452,39.435563766127025,27.4,15,2.74165076120876,0.85625,39.435563766127025,100.0,3.0,0.42857142857142855,2.1611758691087704,0.0,7,64.69638769949142,0.8,6.319644141822565,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.352558663397758,0.2,8.808586941938827,0.0,0.0,0.0,100.0,1.0,0.0
8,actuated,0,0,116.38067990508421,30.626494711864268,5558630.061768061,794090.0088240086,1052.0,32.46913580246913,53479.15161446198,1650.5910992117895,32.4,2.7042512423902725,43.852506603257176,28.4,16,4.017755742449938,0.8765432098765432,43.852506603257176,100.0,3.2,0.4571428571428572,1.316628646211965,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,6.967546222800252,0.2,9.216400523483754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0
9,actuated,0,0,281.74566092187536,70.43641523046884,2800547.150644877,400078.1643778396,1192.0,36.56441717791411,52959.67520772198,1624.5299143472998,32.6,1.8126775947662506,49.848373726648724,28.2,20,1.9933832052624396,0.8650306748466258,49.848373726648724,100.0,4.0,0.5714285714285714,2.466457439942294,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.2,0.0,8.559359530034953,0.2,9.215461435448379,0.0,0.0,0.0,40.37925655650611,0.6,8.049740644147677,100.0,1.0,0.0
