step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed
0,actuated,0,0,99.2618351970455,26.12153557816987,200099.26183519705,50024.81545879926,11.2,1.75,13393.121056007822,2092.675165001222,6.4,5.839549717261861,5.847001656402284,1.4,6,4.497539723593136,0.21875,5.847001656402284,20.0,1.2000000000000002,0.30000000000000004,4.4792203607969,0.0,4,3.388006625609137,0.4,9.404004280455414,0.0,0.0,0.0,0.0,0.4,0.0,20.0,0.4,8.512877162732185
1,actuated,0,0,160.72308549386747,40.18077137346687,160.72308549386747,40.18077137346687,20.0,2.7027027027027026,15989.253578032865,2160.7099429774144,7.4,2.985275367736998,0.0,2.4,0,1.1696146253880453,0.32432432432432434,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,actuated,0,0,282.9561440113655,74.46214316088566,2383.5009905454835,595.8752476363709,30.4,4.108108108108108,13993.000683831258,1890.9460383555754,7.4,3.7117784926465007,8.545260345458559,2.4,3,1.8069831188991412,0.32432432432432434,8.545260345458559,12.409976203972235,0.6000000000000001,0.15000000000000002,6.61686045141216,0.0,4,10.401503149903988,0.2,9.613995069637898,0.0,0.0,0.0,11.369562027958011,0.2,8.795413557188724,12.409976203972235,0.2,8.058033178822019
3,actuated,0,0,83.79354764328794,27.931182547762646,848212.9925962444,212053.2481490611,48.0,6.315789473684211,15180.190010968197,1997.3934224958155,7.6,3.5219600809942646,0.0,4.2,0,2.899320690028137,0.5526315789473685,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,actuated,0,0,129.45703227150642,46.234654382680866,1200129.4570322714,300032.36425806786,68.0,8.292682926829269,15410.766529367218,1879.3617718740509,8.2,3.3506754353825547,14.419953600559197,4.4,4,3.8539206278033764,0.5365853658536586,14.419953600559197,35.905688113957126,0.8,0.2,5.697056155163845,0.0,4,10.86618562324162,0.2,9.202861378155605,10.90794066503804,0.2,9.167633293103474,0.0,0.0,0.0,35.905688113957126,0.4,4.4177299493963
5,actuated,0,0,170.6270556445957,56.875685214865236,1000170.6270556448,250042.6567639112,90.0,10.714285714285714,15525.790028525833,1848.3083367292659,8.4,2.0199980664665453,25.0,5.0,5,1.8653015059176639,0.5952380952380952,25.0,100.0,1.0,0.25,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0
6,actuated,0,0,90.58739204489345,30.195797348297816,1000090.587392045,250022.64684801124,115.0,12.23404255319149,18073.235114983,1922.684586700319,9.4,3.152227844402799,27.672875534936452,5.4,6,2.4613424382752527,0.574468085106383,27.672875534936452,100.0,1.2,0.3,2.338305663061335,0.0,4,10.691502139745808,0.2,9.35322265224534,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0
7,actuated,0,0,459.10055860497306,114.77513965124326,459.10055860497306,114.77513965124326,141.2,11.766666666666667,20757.66880610699,1729.805733842249,12.0,2.9943762557099625,27.480397139716644,5.8,7,3.304006471875524,0.48333333333333334,27.480397139716644,100.0,1.4,0.35,2.2858446196885787,0.0,4,0.0,0.0,0.0,9.921588558866574,0.4,9.143378478754315,0.0,0.0,0.0,100.0,1.0,0.0
8,actuated,0,0,311.20650095371235,86.4462502649201,4281.3480883657785,1070.3370220914446,171.8,13.634920634920634,22378.25074577266,1776.0516464898938,12.6,1.8967967225980924,47.72088557329781,6.8,10,1.5592559934894565,0.5396825396825397,47.72088557329781,100.0,2.0,0.5,2.8015665671233725,0.0,4,11.285499290259509,0.2,8.78458652207628,0.0,0.0,0.0,79.59804300293172,0.8,2.4216797464172095,100.0,1.0,0.0
9,actuated,2,0,134.7203242107694,42.10010131586544,394340.2217173979,98585.05542934948,39.2,3.161290322580645,22737.800603431293,1833.6935970509105,12.4,1.998310263404297,30.0,4.0,9,1.2055470008798737,0.3225806451612903,30.0,60.0,1.8,0.45,0.0,0.0,4,0.0,0.2,0.0,0.0,0.0,0.0,60.0,0.8,0.0,60.0,0.8,0.0
10,actuated,2,2,164.66890707760766,45.741363077113235,10627.985978069564,2656.996494517391,32.6,3.26,18398.812743444178,1839.881274344418,10.0,2.484540177669198,17.112972495500145,3.4,8,1.4860731229353565,0.34,17.112972495500145,30.36514524689096,1.6,0.4,3.292630862873102,0.0,4,0.0,0.0,0.0,8.753278827331883,0.4,9.240949591901154,29.333465907777736,0.6,2.0197576629245266,30.36514524689096,0.6,1.9098161966667269
