step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed
0,actuated,0,0,152.38417737424146,50.79472579141382,152.38417737424146,50.79472579141382,31.4,1.353448275862069,43203.49105505874,1862.219442028394,23.2,1.9084854361178611,54.748819163587065,5.4,14,0.4230199703380486,0.23275862068965517,54.748819163587065,100.0,2.8,0.9333333333333332,2.4420743818886916,0.0,3,37.462277728882896,0.8,3.584333483013136,100.0,1.0,0.0,26.784179761878306,1.0,3.7418896626529383
1,actuated,0,0,165.07751764855362,55.02583921618454,165.07751764855362,55.02583921618454,55.2,2.3,43526.26488665685,1813.5943702773686,24.0,2.1827488932340753,70.01892607740483,8.8,14,1.1830487831559862,0.36666666666666664,70.01892607740483,100.0,2.8,0.9333333333333332,1.7996883638384376,0.0,3,100.0,1.0,0.0,100.0,1.0,0.0,10.05677823221447,0.8,5.399065091515313
2,actuated,0,0,307.74126264574,102.58042088191333,307.74126264574,102.58042088191333,110.6,4.459677419354839,42659.60021545981,1720.145169978218,24.8,2.2082192778025904,71.39562181509557,13.4,14,1.952962901419495,0.5403225806451613,71.39562181509557,100.0,2.8,0.9333333333333332,2.307082567989402,0.0,3,100.0,1.0,0.0,100.0,1.0,0.0,14.186865445286685,0.8,6.921247703968206
3,actuated,0,0,590.138054954494,210.76359105517645,876.7411062167661,292.2470354055887,186.2,7.330708661417323,41701.45063008407,1641.7893948851995,25.4,2.0563078583575756,76.39783449041896,17.0,12,2.208859364421134,0.6692913385826772,76.39783449041896,100.0,2.4,0.7999999999999999,2.284806949325494,0.0,3,100.0,1.0,0.0,100.0,1.0,0.0,29.19350347125686,0.4,6.854420847976481
4,actuated,0,0,187.80602392004033,93.90301196002017,25880.147382080504,8626.715794026835,277.2,10.661538461538461,42750.25819252406,1644.2406997124638,26.0,1.8921858928734692,69.08014239199436,19.8,12,2.284404697479203,0.7615384615384615,69.08014239199436,100.0,2.4,0.7999999999999999,2.95645008487627,0.0,3,100.0,1.0,0.0,100.0,1.0,0.0,7.240427175983086,0.4,8.86935025462881
5,actuated,0,0,316.758029813407,158.3790149067035,4463300.017992271,1487766.6726640903,379.0,14.24812030075188,44062.37769157208,1656.4803643448151,26.6,1.6959169872447766,70.3589676329502,21.2,11,2.172619219503369,0.7969924812030075,70.35896763295018,100.0,2.2,0.7333333333333334,3.0092647410308433,0.0,3,100.0,1.0,0.0,100.0,1.0,0.0,11.076902898850562,0.2,9.02779422309253
6,actuated,0,0,410.6883857479478,256.6802410924673,1002750.7476171337,334250.24920571124,489.0,17.846715328467152,44505.58431744038,1624.291398446729,27.4,1.6542947715811076,68.92136342163381,23.0,12,2.2792143134751766,0.8394160583941606,68.92136342163383,100.0,2.4,0.7999999999999999,2.948274824240555,0.0,3,100.0,1.0,0.0,100.0,1.0,0.0,6.764090264901483,0.4,8.844824472721665
7,actuated,0,0,18.949465794736987,18.949465794736987,1701226.4821685764,567075.4940561921,607.0,22.153284671532848,45099.951988523644,1645.9836492161915,27.4,1.6450964135360773,68.26262682118018,24.2,12,2.337941896420729,0.8832116788321168,68.26262682118018,100.0,2.4,0.7999999999999999,3.00421651325499,0.0,3,100.0,1.0,0.0,100.0,1.0,0.0,4.787880463540546,0.4,9.01264953976497
8,actuated,0,0,19.551606607004537,19.551606607004537,4373776.98432006,1457925.6614400202,727.0,26.532846715328468,44726.98711115112,1632.371792377778,27.4,1.5970154024914223,70.4396303768408,24.2,11,2.274291486381449,0.8832116788321168,70.4396303768408,100.0,2.2,0.7333333333333334,2.9449292292817497,0.0,3,100.0,1.0,0.0,100.0,1.0,0.0,11.318891130522388,0.2,8.83478768784525
9,actuated,0,0,18.803469465152567,18.803469465152567,2000018.8034694649,666672.9344898217,847.0,30.912408759124087,45296.04230895883,1653.1402302539718,27.4,1.6575235950491494,70.2141270186102,24.2,11,2.357060835297612,0.8832116788321168,70.2141270186102,100.0,2.2,0.7333333333333334,3.1321311611062055,0.0,3,100.0,1.0,0.0,100.0,1.0,0.0,10.642381055830583,0.2,9.396393483318617
10,actuated,0,0,19.43132999591026,19.43132999591026,2000019.431329996,666673.1437766653,967.0,35.29197080291971,44704.859322878714,1631.5642088641866,27.4,1.6085648357174878,70.17135280699335,24.2,11,2.2924223623053286,0.8832116788321168,70.17135280699335,100.0,2.2,0.7333333333333334,3.1703583905163595,0.0,3,100.0,1.0,0.0,100.0,1.0,0.0,10.514058420980064,0.2,9.511075171549079
11,actuated,0,0,19.68574926150974,19.68574926150974,2000019.6857492614,666673.2285830871,1087.0,39.67153284671533,44965.23060120424,1641.0668102629284,27.4,1.5831123401912761,69.99813482186937,24.2,12,2.2511811576189,0.8832116788321168,69.99813482186937,100.0,2.4,0.7999999999999999,3.0218463060135647,0.0,3,100.0,1.0,0.0,100.0,1.0,0.0,9.994404465608113,0.4,9.065538918040694
12,actuated,0,0,19.390180047087807,19.390180047087807,1800672.1250904421,600224.041696814,1194.4,42.96402877697842,45560.9052451709,1638.881483639241,27.8,1.6116473355646417,68.18161416901148,24.0,12,2.2903593730314435,0.8633093525179856,68.18161416901148,100.0,2.4,0.7999999999999999,3.0251674302853657,0.0,3,100.0,1.0,0.0,100.0,1.0,0.0,4.544842507034446,0.4,9.075502290856097
