step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed,d7_occ,d7_veh,d7_speed,d8_occ,d8_veh,d8_speed,d9_occ,d9_veh,d9_speed,d10_occ,d10_veh,d10_speed,d11_occ,d11_veh,d11_speed
0,random,7,0,1116.9226615000493,96.28643633621115,2229.113902081555,185.75949184012958,251.0,3.42896174863388,113793.80355367744,1554.5601578371236,73.2,1.6090877774532202,69.85111100322347,32.2,49,1.034025558658063,0.43989071038251365,69.85111100322348,100.0,9.8,0.8166666666666668,2.1937329232449847,0.0,12,100.0,1.0,0.0,73.61830083621413,0.8,5.020626524228598,100.0,1.0,0.0,33.20057954791281,0.6,3.7404303024872574,33.74625152299245,0.8,3.8820396208838486,100.0,1.0,0.0,68.75892993018368,0.8,3.242157903008467,45.306637376211256,0.8,3.8349749156325905,100.0,1.0,0.0,100.0,1.0,0.0,83.58263282516731,1.0,6.604565812699054,0.0,0.0,0.0
1,random,1,7,1139.8340675206148,107.53151580383158,109801.02310401353,9150.085258667794,435.4,5.744063324538258,117657.11153398643,1552.204637651536,75.8,1.3344918222790325,70.13490474083584,44.0,49,1.0009060387725168,0.5804749340369393,70.13490474083585,100.0,9.799999999999999,0.8166666666666668,1.2664910944037038,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,30.829140888913287,0.6,2.064083137003444,33.844602071268355,0.6,2.350532581151048,100.0,1.0,0.0,27.189531877069157,0.6,2.14339661490842,40.0,0.6,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,9.755582052779346,0.4,8.639880799781533
2,random,3,1,726.9661674935799,84.5309497085558,1614336.4068500376,134528.0339041698,611.0,7.4330900243309,132421.31953489475,1610.964957845435,82.2,0.8947160426903328,83.33333333333333,58.6,50,0.6893496927391499,0.7128953771289538,83.33333333333333,100.0,10.0,0.8333333333333334,0.0,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
3,random,7,3,801.7985566570646,80.17985566570647,408886.19332565594,34073.84944380466,455.0,5.645161290322581,132012.09574366143,1637.8671928493973,80.6,1.2270157317510522,62.16037432588883,42.8,44,0.819229277342003,0.5310173697270472,62.160374325888846,100.0,8.799999999999999,0.7333333333333333,1.1094928302884794,0.0,12,33.03617845327807,0.6,2.270997435809279,40.0,0.6,0.0,36.06737397696406,0.6,2.0838124615435696,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,73.88238515060408,0.8,4.647745679598149,100.0,1.0,0.0,28.122816319481387,0.6,1.8878988808041717,34.815738010338464,0.6,2.4234595057065844,0.0,0.0,0.0
4,random,6,7,1490.139151974648,124.178262664554,1490.139151974648,124.178262664554,273.0,3.2971014492753623,127837.44980529437,1543.9305532040382,82.8,1.250400933516406,78.93576253748269,36.4,51,0.8505872835846938,0.4396135265700483,78.93576253748269,100.0,10.2,0.85,0.4534376591699611,0.0,12,100.0,1.0,0.0,90.41705341788969,1.0,1.8732676618684898,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,32.71315910339865,0.6,1.9233949443427143,100.0,1.0,0.0,100.0,1.0,0.0,24.09893792850397,0.6,1.644589303828329,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
5,random,6,6,1798.5859587865914,179.85859587865914,144405.1702610963,12033.764188424691,305.8,3.514942528735632,135424.30911412335,1556.6012541853258,87.0,0.6979023180152989,86.00884614399779,52.2,55,0.7064766132303535,0.6,86.00884614399779,100.0,11.0,0.9166666666666666,0.8199789345770996,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,25.583136466992187,0.6,1.4153651666386955,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,6.523017260981305,0.4,8.4243820482865
6,random,7,6,1887.7753576035025,185.0760154513238,1035969.5429981838,86330.79524984864,473.0,5.163755458515284,140205.17256658647,1530.6241546570577,91.6,0.5419311771149979,86.62815324672465,60.0,53,0.3996991528260125,0.6550218340611353,86.62815324672465,100.0,10.6,0.8833333333333333,0.28797739346454954,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,39.53783896069581,0.6,3.4557287215745944,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
7,random,7,7,1986.5684734109168,174.2603924044664,2782.2440432424764,231.85367027020638,601.0,6.260416666666667,151570.3874605319,1578.8582027138739,96.0,0.6742865183721005,64.94400189210164,58.0,45,0.406455243166044,0.6041666666666666,64.94400189210164,100.0,9.0,0.75,0.5848507295051002,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,12.960120019375836,0.4,1.8937111890763214,100.0,1.0,0.0,29.048668703761678,0.6,2.0067050895867986,100.0,1.0,0.0,3.5149891487031937,0.4,0.8347244079949852,33.8042448333789,0.6,2.283068067403098,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
8,random,6,7,1739.3776137487716,149.94634601282516,2913.851696101986,242.8209746751655,599.6,6.2719665271966525,150324.06786995538,1572.4274881794495,95.6,1.0367444816826457,72.35881485353899,50.4,48,1.004251139998209,0.5271966527196653,72.358814853539,100.0,9.600000000000001,0.7999999999999999,0.5908805916297574,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,80.0,1.0,0.0,50.97571960685457,0.8,3.5479029043466075,19.0915875100427,0.4,1.8833419543409253,100.0,1.0,0.0,18.238471125570754,0.4,1.6593222408695558,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
9,random,0,6,2006.963464906812,189.3361759346049,36653.175568122286,3054.431297343524,725.8,7.346153846153846,148446.68154220612,1502.4967767429769,98.8,0.7687463942188943,85.58328091702417,52.8,53,0.880823143455167,0.5344129554655871,85.58328091702417,100.0,10.599999999999998,0.8833333333333333,0.9126468739935375,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,55.706025057203874,0.6,2.0969907959420087,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,60.0,0.8,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,11.293345947086095,0.2,8.85477169198044
10,random,7,0,2255.8619293800266,239.98531163617304,317669.1364312185,26472.428035934874,993.4,9.551923076923076,159806.61875716096,1536.60210343424,104.0,0.5661075570424027,68.97184975947074,63.0,46,0.512063163195537,0.6057692307692307,68.97184975947074,100.0,9.2,0.7666666666666666,0.6171474888969394,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,30.628095966101228,0.6,1.7960900230434467,12.756141283852003,0.4,1.786249755496569,100.0,1.0,0.0,70.9810147484103,0.8,1.9017591403098657,13.296945115285439,0.4,1.9216709479133915,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
11,random,5,7,1097.3098984930289,152.40415256847623,2273268.4495180296,189439.0374598358,1287.2,12.5703125,160811.52524333214,1570.4250512044155,102.4,1.022101288303456,68.88975644615272,69.6,48,1.1789274238041574,0.6796875,68.88975644615272,100.0,9.6,0.7999999999999999,0.7357607263810305,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,60.0,0.8,0.0,30.582543619380544,0.6,1.958066631809486,48.74511277457316,0.8,3.499913456557731,100.0,1.0,0.0,40.0,0.6,0.0,47.3494209598789,0.8,3.3711486282051495,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
12,random,3,5,729.9426853969791,117.73269119306114,3756162.9306838796,313013.57755698997,1527.8,14.662188099808061,155065.6356525571,1488.1538930187821,104.2,0.6883333719923929,89.20120621856933,77.6,56,1.028030419357855,0.744721689059501,89.20120621856933,100.0,11.200000000000001,0.9333333333333335,1.0263273169844862,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,70.80461988474156,0.8,2.064419709772601,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,99.06325496609952,1.0,2.3265984655791865,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.546599771990941,0.4,7.924909628462046
13,random,1,3,1933.5869444603225,214.8429938289247,2002403.4902555651,166866.9575212971,1117.2,10.974459724950885,161531.8459959461,1586.7568368953446,101.8,0.5474877341438185,65.14870283873951,68.6,47,0.5334941707704284,0.6738703339882122,65.14870283873951,100.0,9.4,0.7833333333333333,0.5883199473102341,0.0,12,20.38439595950763,0.6,1.5909958546910818,35.273649435934544,0.6,2.1047128603285494,24.66528553941032,0.6,1.6347841687657143,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,60.0,0.8,0.0,41.461103130021684,0.8,1.7293464839374633,100.0,1.0,0.0,0.0,0.0,0.0
14,random,3,1,1030.9847546071999,119.88194821013953,1053758.857420549,87813.23811837909,787.4,7.585741811175337,158741.24307139864,1529.2990661984454,103.8,0.693765838851781,89.21872890726632,61.4,54,0.7268330351558031,0.5915221579961464,89.21872890726632,100.0,10.8,0.9,0.14566737981543934,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,70.6247468871959,0.8,1.7480085577852722,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
