step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed,d7_occ,d7_veh,d7_speed,d8_occ,d8_veh,d8_speed
0,random,0,0,228.5125188396424,25.390279871071378,228.5125188396424,25.390279871071378,12.0,1.1538461538461537,23000.711434143217,2211.606868667617,10.4,4.881302413415377,0.8869723632786177,2.0,1,3.0820628145199795,0.19230769230769232,0.8869723632786177,7.98275126950756,0.2,0.022222222222222223,0.924880112355782,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.98275126950756,0.2,8.323921011202039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,random,0,0,179.987456314759,21.949689794482804,403843.5045623633,44871.50050692926,22.6,1.8833333333333333,26511.676462851592,2209.3063719042993,12.0,5.459591372096933,4.1015210238752315,3.4,6,3.7801851739197203,0.2833333333333333,4.1015210238752315,11.446923875254527,1.2,0.13333333333333336,3.7372104191842133,0.0,9,11.446923875254527,0.2,8.73597143562523,3.4519968962828784,0.4,7.881606540549546,0.0,0.0,0.0,10.598222989607962,0.2,8.258098710607738,0.0,0.2,0.0,0.0,0.0,0.0,11.416545453731715,0.2,8.759217085875404,0.0,0.0,0.0,0.0,0.0,0.0
2,random,0,0,375.6677708309147,46.95847135386434,641521.0003895645,71280.11115439606,39.0,2.7857142857142856,23248.136600283637,1660.5811857345457,14.0,2.9928879497202847,2.83438804364383,4.4,6,2.556090298289,0.3142857142857143,2.83438804364383,12.019689885404716,1.2,0.13333333333333333,2.739031857955799,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,3.5656807780341637,0.4,7.862109603732824,0.0,0.0,0.0,9.92412172935559,0.4,8.46949491696432,12.019689885404716,0.2,8.319682200905044
3,random,0,0,379.69933532618643,49.96043885870874,623331.6323319653,69259.07025910725,72.0,4.444444444444445,31074.568291409116,1918.1832278647603,16.2,2.815608451002041,0.0,8.6,0,2.6962722249752344,0.5308641975308642,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,random,2,0,529.9769049027985,61.62522150032542,201513.8711271374,22390.430125237486,29.6,1.6629213483146068,33708.59154595579,1893.741098087404,17.8,3.389707582017027,5.39514829831442,4.4,8,2.4003750839197098,0.24719101123595505,5.39514829831442,11.462446448978199,1.6,0.17777777777777778,4.8627055944874735,0.0,9,11.462446448978199,0.4,8.506708295736464,10.994306612016658,0.2,9.095616806857205,10.97807804556254,0.2,9.109062586817835,0.0,0.0,0.0,7.852054121902654,0.4,8.206488207448274,0.0,0.0,0.0,7.269449456369728,0.4,8.846474453527481,0.0,0.0,0.0,0.0,0.0,0.0
5,random,2,2,360.4639775938969,45.057997199237114,233261.63323737998,25917.959248597777,54.0,3.4615384615384617,28327.672983475943,1815.87647329974,15.6,3.4840098916513815,1.5544109153746097,7.0,2,3.2803931572239744,0.44871794871794873,1.5544109153746097,13.540103019008711,0.4,0.044444444444444446,1.7237587544780293,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44959521936277724,0.2,8.128360610362142,13.540103019008711,0.2,7.385468179940121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,random,2,2,232.09438522282804,29.755690413183082,1000654.1367774082,111183.79297526757,89.2,6.194444444444445,27794.122465116456,1930.1473934108649,14.4,4.188813191214515,4.8820300022208585,7.2,8,3.709405581202571,0.5,4.8820300022208585,25.566955624710204,1.6,0.17777777777777778,3.5153276458610154,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.611014321863422,0.4,7.948281827010212,25.566955624710204,0.4,6.62428909318489,11.241926609903885,0.2,8.89527244484075,5.5183734635102155,0.4,8.170105447713286
7,random,2,2,949.3813202478356,131.85851670108826,462308.4148747715,51367.60165275239,133.6,7.031578947368421,29648.09529111695,1560.4260679535237,19.0,1.8453670581930786,17.248355064187738,11.8,9,2.67422856650363,0.6210526315789474,17.248355064187738,100.0,1.8,0.2,1.703495216575705,0.0,9,43.605720816665325,0.6,6.732616326116774,11.629474761024312,0.2,8.598840623064572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,random,2,2,662.3453781971837,84.91607412784406,112566.05125715041,12507.339028572267,196.0,8.909090909090908,39961.623880950654,1816.4374491341205,22.0,1.73474282992757,23.37255897124439,13.6,12,1.4043158537209912,0.6181818181818182,23.37255897124439,100.0,2.4,0.26666666666666666,0.9702703029020794,0.0,9,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.353030741199518,0.4,8.732432726118715,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,random,2,2,355.2399602262395,43.3219463690536,800355.2399602261,88928.35999558069,261.0,11.347826086956522,44149.0999281311,1919.526083831787,23.0,2.7293126977262676,23.500945251247586,13.4,11,1.7597997070994646,0.5826086956521739,23.500945251247586,100.0,2.2,0.24444444444444446,0.9654693574851395,0.0,9,100.0,1.0,0.0,0.0,0.0,0.0,11.50850726122826,0.2,8.689224217366256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
