step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed
0,actuated,0,0,227.21310263606182,66.82738312825347,217086.510198136,54271.627549534,14.0,2.5,10788.40135178941,1926.5002413909658,5.6,2.384410706100776,0.0,2.4,0,2.954745391105967,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,actuated,0,0,117.69948183031497,29.42487045757874,117.69948183031497,29.42487045757874,24.0,4.0,13396.767198557998,2232.7945330929997,6.0,3.9276400130265388,0.0,2.0,0,1.856382162815985,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,actuated,0,0,95.54180250924367,26.539389585901016,1227.8997995735986,306.97494989339964,34.2,6.107142857142857,11340.658949482113,2025.117669550377,5.6,5.655280198122604,5.229704733866569,2.2,3,3.9248039083044906,0.39285714285714285,5.229704733866569,10.757096204585253,0.6000000000000001,0.15000000000000002,4.600388009357245,0.0,4,10.161722730881024,0.4,9.10536298248917,10.757096204585253,0.2,9.296189054939811,0.0,0.0,0.0,0.0,0.0,0.0
3,actuated,0,0,127.72089052977432,45.61460376063369,239595.40466242834,59898.851165607084,48.6,8.379310344827585,9372.682125190317,1615.9796767569512,5.8,5.372403258072891,4.34113518482981,3.8,3,5.557939099157062,0.6551724137931034,4.34113518482981,12.031556106908283,0.6000000000000001,0.15000000000000002,4.31562996874753,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,5.332984632410955,0.4,8.95104302931577,12.031556106908283,0.2,8.311476845674349
4,actuated,0,0,350.1561262377295,102.98709595227338,463582.65112227993,115895.66278056998,68.0,9.444444444444445,12822.730100204262,1780.934736139481,7.2,3.1215716080793205,0.0,4.4,0,4.676203311800912,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,actuated,0,0,198.95072162819548,49.73768040704887,198.95072162819548,49.73768040704887,88.0,11.0,15724.83751174597,1965.6046889682461,8.0,2.8817762286666158,0.0,4.0,0,2.0399270820502244,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,actuated,0,0,129.31488026317336,32.32872006579334,129.31488026317336,32.32872006579334,108.0,13.5,15560.084107034534,1945.0105133793168,8.0,4.513495456279406,9.275213215783253,4.0,4,2.6658337789570035,0.5,9.275213215783253,26.506857390205596,0.8,0.2,3.6995943198795462,0.0,4,26.506857390205596,0.4,5.827797351917264,0.0,0.0,0.0,10.593995472927418,0.4,8.970579927600921,0.0,0.0,0.0
7,actuated,0,0,299.09569926747656,87.9693233139637,32951.31172239028,8237.82793059757,131.6,16.45,13188.553088970471,1648.569136121309,8.0,5.994546662928224,44.61775502742441,5.6,10,5.648369356992264,0.7,44.61775502742441,100.0,2.0,0.5,3.783961440731694,0.0,4,100.0,1.0,0.0,10.843861593863835,0.2,9.221807114965994,0.0,0.0,0.0,67.6271585158338,0.8,5.914038647960782
8,actuated,0,0,100.65828872381186,33.552762907937286,895480.7413459898,223870.18533649744,161.0,23.0,11540.402998551992,1648.6289997931417,7.0,7.221830922158131,50.0,6.0,10,6.68053995136035,0.8571428571428571,50.0,100.0,2.0,0.5,0.0,0.0,4,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0
9,actuated,0,0,341.9884634612909,113.99615448709697,1000341.988463461,250085.49711586526,191.0,21.704545454545453,14791.114131489017,1680.8084240328428,8.8,3.463512032205599,50.0,6.6,10,5.261962870020671,0.75,50.0,100.0,2.0,0.5,0.0,0.0,4,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0
10,actuated,0,0,258.0270833220169,80.63346353813027,42476.2487051875,10619.062176296875,223.0,22.3,16829.9847624962,1682.99847624962,10.0,1.811085463541478,50.0,6.8,10,1.6294626247985715,0.68,50.0,100.0,2.0,0.5,0.0,0.0,4,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0
11,actuated,0,0,328.957096815758,91.37697133771056,799845.9525542851,199961.48813857127,258.0,23.88888888888889,20118.423300413167,1862.8169722604785,10.8,3.4909181849110182,50.0,7.2,10,2.82541366974021,0.6666666666666666,50.0,100.0,2.0,0.5,0.0,0.0,4,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0
12,actuated,0,0,175.91124977102135,48.864236047505926,3739.5997214687654,934.8999303671914,293.2,27.660377358490567,19340.5984101743,1824.5847556768208,10.6,5.42517276495512,55.38896893933213,7.2,12,4.772127746002789,0.6792452830188679,55.38896893933213,100.0,2.4,0.6,4.639783437340453,0.0,4,100.0,1.0,0.0,10.908137805295723,0.2,9.167467608582248,10.647737952032799,0.2,9.391666140779567,100.0,1.0,0.0
13,actuated,0,0,122.99834450682734,43.927980181009765,949504.062130828,237376.015532707,332.0,34.583333333333336,15406.469123341463,1604.8405336814023,9.6,5.282240529397374,50.0,8.2,10,6.336409058893445,0.8541666666666666,50.0,100.0,2.0,0.5,0.0,0.0,4,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0
