step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed,d7_occ,d7_veh,d7_speed,d8_occ,d8_veh,d8_speed,d9_occ,d9_veh,d9_speed,d10_occ,d10_veh,d10_speed,d11_occ,d11_veh,d11_speed
0,actuated,0,0,744.3536168389962,80.90800183032569,1871367.4580739408,155947.2881728284,136.4,3.7065217391304346,62268.73468269039,1692.0851815948474,36.8,2.707034949787142,28.76300665975116,20.0,24,3.4336680855051585,0.5434782608695652,28.763006659751156,100.0,4.800000000000001,0.4000000000000001,2.511787702364889,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,1.9926518029373597,0.4,8.11723777744919,10.999314807046403,0.2,9.091475401352982,0.0,0.0,0.0,100.0,1.0,0.0,21.13508558452054,1.0,3.865756872162925,11.029027722509568,0.2,9.066982377413572,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0
1,actuated,0,0,1343.78577582906,122.16234325718727,602374.2015492901,50197.85012910751,254.2,6.451776649746193,66645.4823613358,1691.5097046024316,39.4,2.6569156514131076,25.808339179218887,26.8,18,3.8111149709727816,0.6802030456852792,25.808339179218887,100.0,3.6,0.3,1.3811477880381666,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,8.69561708290405,0.4,8.350208589155228,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,1.0044530677225794,0.2,8.223564867302773,100.0,1.0,0.0
2,actuated,0,0,1238.5435682960099,116.84373285811414,578291.0540241685,48190.92116868071,395.0,9.729064039408867,65857.52855174485,1622.1066145749965,40.6,2.601692643226898,30.508631900978358,30.0,20,3.6660477916741803,0.7389162561576355,30.508631900978358,100.0,4.0,0.3333333333333333,0.49474656486046764,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,66.1035828117403,0.8,5.936958778325612,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,100.0,1.0,0.0
3,actuated,0,0,1575.4998596999635,151.4903711249965,1203136.7737528407,100261.39781273673,553.2,12.238938053097344,76450.81846930241,1691.3897891438587,45.2,2.2632832294181555,42.73820714812802,34.0,29,3.152243363327727,0.7522123893805309,42.738207148128026,100.0,6.000000000000001,0.5,2.4938022513437876,0.0,12,40.0,0.6,0.032542003442122006,37.74889282835346,0.8,4.250713956479463,100.0,1.0,0.0,0.0,0.0,0.0,11.890963509026733,0.2,8.409747445956542,100.0,1.0,0.0,11.410030471602397,0.2,8.764218487311037,0.0,0.0,0.0,100.0,1.0,0.0,11.808598968553667,0.2,8.468405122936284,0.0,0.0,0.0,100.0,1.0,0.0
4,actuated,0,0,1509.8498137979814,148.02449154882171,301494.9679747482,25124.58066456235,722.4,14.864197530864198,77135.65770190582,1587.1534506564983,48.6,1.2135303589734876,38.203903756505966,35.8,23,1.2023075720586707,0.7366255144032922,38.203903756505966,100.0,4.6,0.3833333333333333,0.19578566185141036,0.0,12,58.44684507807159,0.6,2.3494279422169244,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0
5,actuated,16,0,1301.4847930204846,138.4558290447324,2029469.6175532683,169122.46812943902,693.4,14.09349593495935,82871.90465243305,1684.3883059437612,49.2,1.4185404306822667,38.898007323323114,32.8,27,1.6940700891746796,0.6666666666666666,38.898007323323114,100.0,5.3999999999999995,0.44999999999999996,0.5283445684223418,0.0,12,80.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.8,0.0,0.0,0.0,0.0,66.77608787987737,0.8,6.3401348210681014,100.0,1.0,0.0
6,actuated,16,16,1855.955293986229,168.72320854420263,1353149.762512748,112762.48020939565,654.0,12.625482625482626,90301.1213231386,1743.264890408081,51.8,1.9758068428412983,39.880170357611796,28.4,30,2.3759166386655637,0.5482625482625483,39.880170357611796,100.0,6.0,0.5,2.933023299259433,0.0,12,0.0,0.0,0.0,88.70987252673046,1.0,5.3743732610868795,100.0,1.0,0.0,11.367703562843872,0.2,8.796851487828812,0.0,0.0,0.0,31.940384737496288,0.6,1.7602370733600188,11.342873618576164,0.2,8.816108101233759,7.502107199107968,0.4,8.725483550783247,27.699102646586766,0.6,1.7232261168204837,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
7,actuated,16,16,688.3703518746884,81.94885141365337,1435678.230587411,119639.85254895092,767.0,15.03921568627451,87782.54503851966,1721.2263733043071,51.0,1.3827807595924795,38.40543589728711,30.0,30,1.4012764728162321,0.5882352941176471,38.405435897287106,100.0,6.0,0.5,1.2831023608758365,0.0,12,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.51810782083487,0.8,3.4512002273603324,0.9544928962378663,0.2,8.09658991964534,0.0,0.0,0.0,28.39263005037253,1.0,3.8494381835043674,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
8,actuated,16,16,1045.9507244138847,100.57218503979661,2479434.409882122,206619.53415684353,921.0,18.058823529411764,90394.92748126257,1772.449558456129,51.0,2.4067672383801897,38.775537806413254,31.6,29,3.1060647856533086,0.6196078431372549,38.77553780641326,100.0,5.800000000000001,0.4833333333333334,1.746491361445283,0.0,12,10.394586396402588,0.2,2.1790138077465895,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.4931936332775422,0.2,7.775671748055835,24.78552018478979,0.8,5.295265848998793,0.0,0.2,0.0,0.0,0.0,0.0,29.63315346248919,0.4,5.707944932542181,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
9,actuated,16,16,801.8425605228271,87.15680005682904,1552540.5808478394,129378.38173731994,1082.8,22.279835390946502,84520.68016889869,1739.1086454505905,48.6,2.057662830948762,58.80278615591417,34.4,45,2.5632869521369486,0.7078189300411523,58.80278615591417,100.0,9.0,0.75,2.219884806257264,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,23.08000224196462,0.8,7.173185383097632,1.1582850535751277,0.4,8.199340234044941,0.0,0.0,0.0,5.8971397334693165,1.0,6.7659008972136885,75.498006841961,0.8,4.500191160730907,100.0,1.0,0.0,100.0,1.0,0.0
