step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed,d7_occ,d7_veh,d7_speed,d8_occ,d8_veh,d8_speed,d9_occ,d9_veh,d9_speed,d10_occ,d10_veh,d10_speed
0,random,3,0,625.5640174043062,63.83306300043941,1200625.564017404,109147.77854703674,79.2,1.3112582781456954,108860.67905215776,1802.3291233800956,60.4,2.3905496902061594,36.21983482887786,15.4,29,1.6505872108155022,0.25496688741721857,36.219834828877865,100.0,5.800000000000001,0.5272727272727273,1.968892117391665,0.0,11,7.277866386530718,0.2,6.196298972015768,0.0,0.0,0.0,0.0,0.0,0.0,43.29470975075196,0.8,3.504058055940326,48.28625230594412,1.0,4.0132491711974385,100.0,1.0,0.0,24.43562254867885,0.6,3.767734289410952,35.12373212575085,0.8,4.176472802743829,100.0,1.0,0.0,20.0,0.2,0.0,20.0,0.2,0.0
1,random,0,3,614.6230249617528,55.87482045106844,614.6230249617528,55.87482045106844,28.4,0.46405228758169936,107948.29437350587,1763.8610191749324,61.2,3.083006656124562,56.36363636363637,10.8,37,2.658914839858028,0.17647058823529413,56.36363636363637,100.0,7.399999999999999,0.6727272727272727,0.0,0.0,11,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.8,0.0,100.0,1.0,0.0,60.0,0.8,0.0,60.0,0.8,0.0,100.0,1.0,0.0,60.0,0.8,0.0,40.0,0.6,0.0,40.0,0.6,0.0
2,random,0,0,766.8429994944195,81.57904249940633,33371.83689898572,3033.8033544532473,61.4,0.9935275080906149,103077.21370606477,1667.916079386161,61.8,2.89960791806419,38.43327937907619,17.0,27,3.487020940300427,0.2750809061488673,38.4332793790762,100.0,5.3999999999999995,0.49090909090909085,2.534942621121599,0.0,11,100.0,1.0,0.0,8.859700906393755,0.2,11.287062741343027,11.8167444042993,0.2,8.46256774104523,38.07927206429895,0.6,2.2877491424010308,0.0,0.2,0.0,65.8167690573012,0.8,1.9537731266822405,30.387836929949117,0.6,2.083674339027661,100.0,1.0,0.0,67.80574980759582,0.8,1.809541741838398,0.0,0.0,0.0,0.0,0.0,0.0
3,random,4,0,975.0316056810767,93.75303900779583,600975.031605681,54634.09378233464,105.0,1.600609756097561,108543.00117277051,1654.6189203166236,65.6,1.7590192134107472,60.26149360075958,25.4,38,1.2533991281367471,0.3871951219512195,60.261493600759586,100.0,7.6000000000000005,0.6909090909090909,0.802181954309529,0.0,11,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.257612820200336,0.8,3.83061109507324,64.27965419289762,0.8,0.9070621650634301,100.0,1.0,0.0,44.33916259525745,0.8,4.086328237268148,100.0,1.0,0.0,100.0,1.0,0.0,60.0,0.8,0.0,40.0,0.4,0.0
4,random,5,4,1157.0375820165514,115.70375820165513,1001157.0375820162,91014.27614381966,198.2,2.914705882352941,109619.26640292846,1612.0480353371834,68.0,1.5404359457020826,56.480419529632556,31.8,34,1.3211214511459628,0.4676470588235294,56.480419529632556,100.0,6.800000000000001,0.6181818181818183,0.11557833578890177,0.0,11,1.2846148259581014,0.4,1.2713616936779195,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,20.0,0.4,0.0
5,random,5,5,1182.627260820133,120.67625110409519,311876.5310247714,28352.411911342853,249.2,3.601156069364162,114954.00022861233,1661.1849744019123,69.2,1.6204996043562525,45.222610106295036,30.8,31,1.3270530679990529,0.44508670520231214,45.222610106295036,100.0,6.2,0.5636363636363636,2.046413340764004,0.0,11,100.0,1.0,0.0,10.286493401657424,0.2,9.721485845107077,1.1398172002679985,0.4,11.001794863026591,100.0,1.0,0.0,20.0,0.4,0.0,40.0,0.6,0.0,26.022400567320005,0.6,1.787266040270375,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,random,5,5,1254.3275499860101,156.79094374825127,1421213.0492548738,129201.18629589761,294.8,4.163841807909605,118654.68310476416,1675.913603174635,70.8,1.48581053378025,35.733462702568985,30.4,24,1.2315788818550155,0.4293785310734463,35.73346270256898,100.0,4.8,0.43636363636363645,0.7449335329735576,0.0,11,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.33736484381734,0.6,1.7784289754983624,29.8430135794473,0.4,1.392825411649951,79.92412770446151,0.8,1.7745966826695074,47.963583600532615,0.8,3.2484177928913134,0.0,0.2,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,random,2,5,675.2091266338903,91.24447657214733,2424412.6436195723,220401.14941996112,380.2,5.208219178082191,115830.20531085532,1586.7151412445933,73.0,1.3519408891291975,54.07006282190537,36.6,37,1.1925716883883197,0.5013698630136987,54.07006282190537,100.0,7.3999999999999995,0.6727272727272727,1.4915152135884668,0.0,11,100.0,1.0,0.0,12.45044108140462,0.6,4.83623047412621,60.0,0.6,0.9664875698021254,49.38681415079486,0.8,3.2842953848743695,36.759976418967426,0.6,3.4073865698823513,100.0,1.0,0.0,43.965173772921844,0.8,2.8902088465732865,92.20828561687028,1.0,1.022058504214791,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,random,2,2,781.2906291627262,108.51258738371197,3004535.0371177336,273139.5488288849,487.0,6.616847826086956,117485.26341001147,1596.267165896895,73.6,1.0470893217087838,63.63636363636363,45.0,37,0.8708756528769466,0.6114130434782609,63.63636363636363,100.0,7.3999999999999995,0.6727272727272727,0.0,0.0,11,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,40.0,0.6,0.0,100.0,1.0,0.0,100.0,1.0,0.0,60.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,random,1,2,1245.414581041746,155.67682263021825,3001245.4145810413,272840.4922346401,615.2,8.202666666666667,125276.29947852685,1670.3506597136914,75.0,1.0153261823162285,61.90832436740839,50.2,38,1.0263830559404152,0.6693333333333333,61.90832436740839,100.0,7.6,0.6909090909090909,0.3656630413160734,0.0,11,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,51.806385612864574,1.0,2.2811422798333716,100.0,1.0,0.0,100.0,1.0,0.0,29.18518242862774,0.6,1.7411511746434365,0.0,0.0,0.0,0.0,0.0,0.0
