step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed
0,mixed_20,0,0,585.2646580804293,97.54410968007154,96456.26790925223,13779.46684417889,42.2,1.3525641025641026,51306.93018373074,1644.4528905041905,31.2,1.9810330202137927,32.00643590563885,10.6,17,1.7256385960540614,0.33974358974358976,32.00643590563885,100.0,3.4000000000000004,0.48571428571428577,2.4088067704341847,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,28.903905087102828,0.6,4.3011528787387405,100.0,1.0,0.0,20.11020228556191,0.8,5.3342006112656986,72.35521328262536,0.8,2.6669893566749256,2.6757306841818718,0.2,4.559304546359926
1,mixed_20,0,0,510.69635295415594,88.05109533692344,1001749.4309642318,143107.06156631882,107.0,3.5197368421052633,52127.504223963,1714.7205336829934,30.4,1.8764125052620517,30.59732691071677,16.2,14,1.6240853254176433,0.5328947368421053,30.59732691071677,100.0,2.8000000000000003,0.4,0.8013934325959932,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,14.181288375017402,0.6,5.6097540281719525,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.2,0.0
2,mixed_20,0,0,726.4435710241231,110.06720773092775,2236.4340463627154,319.4905780518165,133.6,4.20125786163522,55469.09675253773,1744.311218633262,31.8,1.9758977454131907,27.869498913318417,16.0,13,1.1753580099421719,0.5031446540880503,27.869498913318417,100.0,2.5999999999999996,0.3714285714285714,1.8109053260095749,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,16.55107491640706,0.2,6.041903653089633,100.0,1.0,0.0,33.46982147346921,0.6,4.1969408393693435,45.06559600335265,0.8,2.4374927896080476,0.0,0.0,0.0
3,mixed_20,0,0,607.3401663227974,86.76288090325677,607.3401663227974,86.76288090325677,116.4,3.3257142857142856,55036.09967749366,1572.4599907855331,35.0,1.5460913109245022,62.470232966636466,16.8,24,0.8185954629560552,0.48,62.47023296663648,100.0,4.8,0.6857142857142857,2.6534922390812534,0.0,7,84.00348126734428,1.0,6.570953824406305,0.0,0.0,0.0,84.98245486894064,1.0,6.195516838112338,100.0,1.0,0.0,68.30569463017042,0.8,5.807975011050134,100.0,1.0,0.0,0.0,0.0,0.0
4,mixed_20,2,0,415.8665594142719,64.97914990847998,100380.63906951624,14340.091295645178,183.8,4.967567567567568,59768.46837440925,1615.3640101191688,37.0,2.144128809425501,74.12080278951241,21.0,29,2.4919649995645425,0.5675675675675675,74.12080278951241,100.0,5.800000000000001,0.8285714285714286,2.033188967544586,0.0,7,100.0,1.0,0.0,8.207938515954538,0.4,9.205690115690233,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,10.63768101063232,0.4,5.026632657121867
5,mixed_20,2,2,785.9592919206991,140.3498735572677,872864.1381655835,124694.87688079764,306.8,7.989583333333333,58453.11241843095,1522.2164692299727,38.4,2.2976444544948627,71.42857142857143,28.0,25,4.302975538061195,0.7291666666666666,71.42857142857143,100.0,5.0,0.7142857142857143,0.0,0.0,7,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
6,mixed_20,2,2,1400.1540805177256,233.35901341962094,602116.515407782,86016.64505825458,463.8,11.48019801980198,63458.66513817201,1570.7590380735646,40.4,2.40489599160929,71.42857142857143,34.2,25,4.701000193113983,0.8465346534653465,71.42857142857143,100.0,5.0,0.7142857142857143,0.0,0.0,7,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
7,mixed_20,2,2,1755.3443183985196,258.1388703527235,2809.318016416605,401.33114520237217,638.6,14.447963800904978,68796.41035900555,1556.4798723756912,44.2,2.4258268702744594,71.42857142857143,36.8,25,4.697462346305547,0.832579185520362,71.42857142857143,100.0,5.0,0.7142857142857143,0.0,0.0,7,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
8,mixed_20,2,2,786.1621186989858,145.5855775368492,52220.69102088692,7460.09871726956,832.6,17.86695278969957,72479.90565840676,1555.3627823692439,46.6,2.4488984284709705,71.42857142857143,40.8,25,4.696391037360698,0.8755364806866953,71.42857142857143,100.0,5.0,0.7142857142857143,0.0,0.0,7,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
9,mixed_20,2,2,1009.791594729895,174.10199909136122,2796013.3926949343,399430.4846707049,1040.2,21.58091286307054,75030.57346590822,1556.6509017823282,48.2,2.510248892434202,72.52198099343642,42.4,26,4.674816097878748,0.8796680497925311,72.5219809934364,100.0,5.2,0.7428571428571429,0.7191796888240746,0.0,7,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,7.65386695405482,0.2,5.034257821768522
