step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed,d7_occ,d7_veh,d7_speed,d8_occ,d8_veh,d8_speed,d9_occ,d9_veh,d9_speed,d10_occ,d10_veh,d10_speed
0,mixed_20,0,0,317.9151661545153,31.168153544560326,800317.9151661546,72756.17410601406,28.0,2.08955223880597,30188.620049453457,2252.8820932427952,13.4,6.628870761975869,6.585026013614223,4.6,6,4.878717910089245,0.34328358208955223,6.585026013614223,40.0,1.5999999999999999,0.14545454545454545,2.050147908756679,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.072039943425295,0.4,11.471321502793582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.363246206331155,0.4,11.080305493529888,40.0,0.6,0.0,20.0,0.2,0.0
1,mixed_20,0,0,404.8427121289814,44.00464262271537,703505.2421443106,63955.022013119145,51.6,3.3076923076923075,31033.153915210343,1989.304738154509,15.6,4.621467531261777,6.258220316289101,6.2,8,4.292643790930929,0.3974358974358974,6.258220316289101,40.0,1.6,0.14545454545454548,3.9627211260193773,0.0,11,10.955314611676386,0.2,9.12798979715453,9.108988010957546,0.2,10.978167923781019,0.0,0.0,0.0,0.26799510441549046,0.4,11.730304757412528,0.0,0.0,0.0,0.0,0.0,0.0,8.508125752130695,0.2,11.753469907865071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.6,0.0
2,mixed_20,0,0,711.0320676513803,72.55429261748779,655869.9441652057,59624.54037865507,84.0,5.25,28759.536282442445,1797.4710176526528,16.0,4.745926320641212,0.8456932150798996,7.6,2,4.567293474183397,0.475,0.8456932150798996,9.302625365878896,0.4,0.03636363636363637,0.9033135364053758,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.302625365878896,0.4,9.936448900459133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,mixed_20,0,0,305.3677166949078,38.17096458686348,1307413.3033347207,118855.75484861097,129.2,7.9753086419753085,31961.389317670324,1972.9252665228596,16.2,5.3661373387188105,1.1415515009660866,9.8,2,5.366919272601097,0.6049382716049383,1.1415515009660866,8.200469649227102,0.4,0.03636363636363637,2.1612232695333655,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.200469649227102,0.2,12.194423524197184,4.356596861399851,0.2,11.579032440669838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,mixed_20,0,0,642.4431177417154,78.34672167581896,2800642.4431177415,254603.8584652492,179.0,10.170454545454545,34960.149519222075,1986.3721317739814,17.6,5.152326503187765,1.8181818181818181,10.8,3,5.500397324056415,0.6136363636363636,1.8181818181818181,20.0,0.6000000000000001,0.05454545454545456,1.0573293917166517,0.0,11,0.0,0.0,0.0,0.0,0.2,0.0,20.0,0.2,11.63062330888317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,mixed_20,0,0,615.5519555071387,76.94399443839234,2404758.2552503264,218614.38684093877,229.8,11.606060606060606,34466.91329819521,1740.753196878546,19.8,2.843865609344014,3.6227914562067554,10.8,9,3.6446775112645438,0.5454545454545454,3.6227914562067554,20.0,1.8,0.16363636363636364,2.047683961816357,0.0,11,0.0,0.4,0.0,20.0,0.6,6.1563606018537484,0.0,0.2,0.0,5.327903495999635,0.4,11.576118012331428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.522802522274674,0.2,4.792044965794751,0.0,0.0,0.0,0.0,0.0,0.0
6,mixed_20,0,0,506.85048259580225,74.53683567585327,2932989.7468705024,266635.43153368204,290.0,14.646464646464647,37098.197295287435,1873.6463280448202,19.8,3.356991778631601,9.090909090909092,13.0,5,4.290365770636712,0.6565656565656566,9.090909090909092,100.0,1.0,0.09090909090909091,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,mixed_20,0,0,378.8027746257128,48.5644582853478,3443527.3694311245,313047.94267555675,355.0,16.745283018867923,40980.18829461322,1933.0277497459065,21.2,4.496525187790578,13.260355093560179,13.4,9,4.843089642275283,0.6320754716981132,13.260355093560179,100.0,2.0,0.18181818181818182,1.051152970582586,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.863906029161967,0.4,11.562682676408444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,40.0,0.6,0.0
8,mixed_20,0,0,944.8001479151295,112.47620808513446,1807003.6683794498,164273.06076176817,421.8,17.722689075630253,39483.733062539824,1658.9803807789842,23.8,3.097745373359069,21.460989801291092,14.8,17,4.147426617779052,0.6218487394957983,21.460989801291092,100.0,3.4,0.3090909090909091,3.0462459221841813,0.0,11,30.52090298133578,0.4,5.309274584833709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.722155739151049,0.4,11.514274769742046,88.28967697432006,1.0,5.826404939526499,9.538152119395136,0.6,10.858750849923743,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,mixed_20,0,0,567.6244091515832,86.00369835630049,3509685.947589406,319062.35887176415,502.8,19.640625,43325.188827078404,1692.3901885577502,25.6,1.4585528888494192,27.272727272727273,18.0,16,1.4773053570667847,0.703125,27.272727272727273,100.0,3.2,0.29090909090909095,0.0,0.0,11,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
