step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed
0,mixed_20,0,0,159.77561291040251,39.94390322760063,159.77561291040251,39.94390322760063,17.2,1.8695652173913044,17893.01509527597,1944.8929451386923,9.2,2.995869660060968,3.847686373283352,2.6,2,1.425454235060709,0.2826086956521739,3.847686373283352,15.390745493133409,0.4,0.1,0.9117002618806009,0.0,4,0.0,0.0,0.0,15.390745493133409,0.4,3.6468010475224037,0.0,0.0,0.0,0.0,0.0,0.0
1,mixed_20,0,0,106.18150401900421,26.545376004751052,106.18150401900421,26.545376004751052,32.0,4.0,17175.002705633822,2146.875338204228,8.0,4.391198146935971,2.7685726811440503,3.2,1,2.0876602077181525,0.4,2.7685726811440503,11.074290724576201,0.2,0.05,2.2574809188022935,0.0,4,0.0,0.0,0.0,11.074290724576201,0.2,9.029923675209174,0.0,0.0,0.0,0.0,0.0,0.0
2,mixed_20,0,0,262.5591035422666,69.09450093217542,200262.55910354227,50065.63977588557,47.4,5.266666666666667,15939.937136556546,1771.1041262840606,9.0,3.2916608568570362,19.391605439772732,4.0,8,2.990997513391022,0.4444444444444444,19.391605439772732,65.00118447522908,1.6,0.4,6.1144923851006405,0.0,4,3.3303099810697745,0.4,9.140723818633704,0.0,0.0,0.0,9.234927302792073,0.4,8.62662066621706,65.00118447522908,0.8,6.6906250555517985
3,mixed_20,0,0,214.11360119507836,53.52840029876959,214.11360119507836,53.52840029876959,70.0,7.291666666666667,18779.131388522113,1956.1595196377202,9.6,2.467978090105416,25.671422722684554,5.0,7,1.4462219710659947,0.5208333333333334,25.671422722684554,100.0,1.4,0.35,2.3501615462126213,0.0,4,0.0,0.0,0.0,2.685690890738215,0.4,9.400646184850485,0.0,0.0,0.0,100.0,1.0,0.0
4,mixed_20,0,0,178.0728918576515,44.51822296441288,178.0728918576515,44.51822296441288,95.0,8.962264150943396,19918.958605813128,1879.1470382842574,10.6,3.0077094718484436,37.18424249009665,5.4,8,1.7912502053802954,0.5094339622641509,37.18424249009665,100.0,1.6,0.4,1.3957807691501778,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,48.7369699603866,0.6,5.583123076600711,100.0,1.0,0.0
5,mixed_20,0,0,444.5643929206864,116.9906297159701,1345.5874149040544,336.3968537260136,125.0,10.59322033898305,22575.578415218362,1913.1846114591833,11.8,3.9824735355779657,52.587670942641445,7.0,11,3.5319787227572204,0.5932203389830508,52.58767094264144,100.0,2.2,0.55,2.4152993709548465,0.0,4,10.350683770565752,0.2,9.661197483819386,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
6,mixed_20,0,0,217.3676995009111,54.341924875227775,217.3676995009111,54.341924875227775,160.0,14.545454545454545,19867.401169053304,1806.1273790048458,11.0,5.815528159013951,52.661975777304654,7.2,11,5.300498985869384,0.6545454545454545,52.66197577730466,100.0,2.2,0.55,2.347880117199388,0.0,4,0.0,0.0,0.0,10.647903109218646,0.2,9.391520468797552,100.0,1.0,0.0,100.0,1.0,0.0
7,mixed_20,0,0,260.5440684876796,65.1360171219199,260.5440684876796,65.1360171219199,197.0,16.694915254237287,20450.659677253487,1733.1067523096174,11.8,5.054989121942205,52.29961848935346,8.0,12,5.339680354646052,0.6779661016949152,52.29961848935346,100.0,2.4,0.6,2.2948992377612747,0.0,4,0.0,0.0,0.0,9.198473957413853,0.4,9.179596951045099,100.0,1.0,0.0,100.0,1.0,0.0
8,mixed_20,0,0,417.9652796660301,122.93096460765591,203340.58150076424,50835.14537519106,239.0,18.384615384615383,22380.252560459903,1721.5578892661465,13.0,1.7510479488215573,50.0,9.4,10,1.7481931683716163,0.7230769230769231,50.0,100.0,2.0,0.5,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
9,mixed_20,0,0,371.300591494246,92.8251478735615,371.300591494246,92.8251478735615,284.2,19.2027027027027,25619.278729243506,1731.0323465705071,14.8,2.6262174146908026,50.0,9.4,10,2.1212315061711617,0.6351351351351351,50.0,100.0,2.0,0.5,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
10,mixed_20,0,0,262.317099460242,69.0308156474321,1025.4073997651374,256.35184994128434,333.2,22.213333333333335,25149.582278217575,1676.6388185478384,15.0,3.290404884597323,52.60247467322898,10.2,11,3.0129631222517235,0.68,52.60247467322898,100.0,2.2,0.55,2.4015603549545412,0.0,4,0.0,0.0,0.0,10.409898692915931,0.2,9.606241419818165,100.0,1.0,0.0,100.0,1.0,0.0
11,mixed_20,0,0,269.97864738258323,112.49110307607636,972540.5372392278,243135.13430980695,391.2,24.45,24564.154164846976,1535.259635302936,16.0,2.0625221136633938,52.61429722618188,13.4,11,2.794615529996351,0.8375,52.61429722618189,100.0,2.2,0.55,2.390699855168326,0.0,4,10.457188904727559,0.2,9.562799420673304,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
12,mixed_20,2,0,412.0854651322485,137.3618217107495,801546.9647891928,200386.7411972982,147.2,8.975609756097562,28407.679840713525,1732.1756000435075,16.4,0.959598648310671,31.22095122042154,8.2,10,1.0528110102868922,0.5,31.22095122042154,60.0,2.0,0.5,2.3774124369258063,0.0,4,0.0,0.0,0.0,4.88380488168616,0.4,9.509649747703225,60.0,0.8,0.0,60.0,0.8,0.0
