step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed
0,random,1,0,516.9686807028485,86.16144678380807,800733.5204198703,114390.50291712432,489.8,7.466463414634147,106856.8370340999,1628.9151986905472,65.6,1.0759770430900562,83.55439377419351,28.0,32,0.6173434017155838,0.4268292682926829,83.55439377419351,100.0,6.3999999999999995,0.9142857142857143,1.5186070164428833,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,37.43660895773985,0.8,3.991862964209533,100.0,1.0,0.0,73.39541901154377,0.8,3.573101761140597,74.04872845007105,0.8,3.0652843897500524,100.0,1.0,0.0
1,random,5,1,950.9928825500817,135.85612607858312,950.9928825500817,135.85612607858312,233.0,3.4776119402985075,103791.17123860712,1549.1219587851808,67.0,1.050742198730696,66.35705562529384,21.0,28,0.5958441376225291,0.31343283582089554,66.35705562529385,100.0,5.6000000000000005,0.8,0.7788401047568454,0.0,7,23.861632767372214,0.6,1.7779189393028638,22.26704793458424,0.6,1.6437640176703903,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,18.370708675100502,0.4,2.030197776324664
2,random,4,5,1160.1320672677728,165.7331524668247,1160.1320672677728,165.7331524668247,92.8,1.3607038123167154,101601.27602378107,1489.754780407347,68.2,0.8172009112417776,69.85255841355107,16.6,29,0.5395164728800198,0.2434017595307918,69.85255841355107,100.0,5.8,0.8285714285714285,0.2583640861764395,0.0,7,100.0,1.0,0.0,80.0,1.0,0.0,100.0,1.0,0.0,20.0,0.4,0.0,100.0,1.0,0.0,28.96790889485743,0.6,1.8085486032350768,60.0,0.8,0.0
3,random,3,4,1193.0556503856794,198.84260839761325,2754.4325050585467,393.49035786550667,106.6,1.488826815642458,104386.89708899483,1457.9175571088663,71.6,0.6942495916981645,88.23231362451017,27.2,32,0.5563037081062624,0.37988826815642457,88.23231362451017,100.0,6.3999999999999995,0.9142857142857143,0.6812440572715162,0.0,7,100.0,1.0,0.0,58.49284252437741,0.6,2.3446759943179267,100.0,1.0,0.0,90.37777648569573,1.0,0.5180837350897538,100.0,1.0,0.0,100.0,1.0,0.0,68.75557636149807,0.8,1.9059486714929326
4,random,1,3,1043.5628236092148,208.71256472184297,11979.407022131923,1711.3438603045604,251.6,3.3726541554959786,109224.05995245853,1464.1294899793368,74.6,0.41317000209243404,100.0,41.4,35,0.3610453455111184,0.5549597855227882,100.0,100.0,7.0,1.0,0.0,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
5,random,4,1,774.216600639309,258.07220021310303,248891.7717470273,35555.96739243247,400.0,5.390835579514825,109546.0895807582,1476.3623932716737,74.2,0.27349352242590236,82.85714285714286,49.8,31,0.3826685303922771,0.6711590296495957,82.85714285714286,100.0,6.199999999999999,0.8857142857142856,0.0,0.0,7,100.0,1.0,0.0,40.0,0.6,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,40.0,0.6,0.0
6,random,3,4,738.4784475628205,284.0301721395463,5963708.305653931,851958.329379133,565.4,7.45910290237467,115157.91888474734,1519.2337583739754,75.8,0.2440238140473168,90.50230661293686,53.2,33,0.3503034181073885,0.7018469656992085,90.50230661293686,100.0,6.6,0.9428571428571428,0.3389360260197697,0.0,7,100.0,1.0,0.0,84.87186656804283,1.0,1.5025769409655416,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,48.64427972251519,0.6,0.8699752411728461
7,random,3,3,1177.1623107369664,392.38743691232213,3653046.702304235,521863.8146148907,749.4,9.80890052356021,114515.70997369755,1498.8967274044182,76.4,0.1915102654899239,100.0,57.6,35,0.2684735129531513,0.7539267015706806,100.0,100.0,7.0,1.0,0.0,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
8,random,5,3,1393.1764147715608,497.56300527555743,4036659.139850176,576665.591407168,936.6,12.291338582677165,114339.2164627144,1500.5146517416586,76.2,0.1408092354409923,89.17300266232799,59.8,33,0.2287942176314786,0.7847769028871391,89.17300266232799,100.0,6.6,0.9428571428571428,0.22323190998399725,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,24.211018636295876,0.6,1.5626233698879808
9,random,3,5,1813.8717914443812,362.7743582888762,3925190.092707624,560741.4418153749,909.4,11.81038961038961,117098.76023388798,1520.7631199206232,77.0,0.24282396136032056,62.89473009176155,51.6,28,0.20156025423237245,0.6701298701298701,62.89473009176155,100.0,5.6,0.7999999999999999,0.7243147849205857,0.0,7,100.0,1.0,0.0,80.0,1.0,0.0,100.0,1.0,0.0,21.479114922207714,0.6,1.535538519502372,17.749379049553227,0.4,1.8113151656918687,21.034616670569903,0.6,1.7233498092498583,100.0,1.0,0.0
