step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed,d7_occ,d7_veh,d7_speed
0,mixed_20,0,0,697.4665838690681,87.18332298363352,697.4665838690681,87.18332298363352,41.4,0.8808510638297873,79435.05354982147,1690.1075223366272,47.0,2.349882404703114,43.620713785081016,11.6,27,1.3349783393133572,0.24680851063829787,43.620713785081016,100.0,5.4,0.675,1.991153823416337,0.0,8,40.947099835319136,0.8,4.332641481539765,29.091550140957736,0.8,3.995747231512868,100.0,1.0,0.0,37.027544170132956,0.8,3.8027762991124385,41.8995161342383,1.0,3.7980655751656265,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,mixed_20,0,0,1218.2053610701764,164.62234609056438,2025.7533063925014,253.21916329906267,117.4,2.4356846473029043,75661.7570588566,1569.7459970717136,48.2,2.664610542745237,61.70494438286248,24.0,28,2.4124240411912687,0.4979253112033195,61.70494438286248,100.0,5.6,0.7,1.3430149998567316,0.0,8,66.93638682941099,0.8,5.612778321419638,100.0,1.0,0.0,100.0,1.0,0.0,26.70316823348884,0.8,5.131341677434214,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,mixed_20,0,0,1113.5614819312657,154.661316934898,202523.40735324152,25315.42591915519,201.4,4.076923076923077,79840.68196190728,1616.2081368807142,49.4,2.4445669188926344,67.39163805309772,32.2,29,2.8405761442869495,0.6518218623481782,67.39163805309772,100.0,5.800000000000001,0.725,2.954563141230169,0.0,8,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,16.24822949978949,0.4,6.154516712192894,100.0,1.0,0.0,100.0,1.0,0.0,11.287747499210923,0.2,8.859163443104176,11.597127425781366,0.2,8.622824974544281
3,mixed_20,0,0,1716.2262395637215,220.02900507227199,1938.9206311361006,242.36507889201258,262.6,5.089147286821706,81005.33336618825,1569.870801670315,51.6,1.2148119883268376,68.28981033125835,33.6,28,1.1181174436326604,0.6511627906976745,68.28981033125835,100.0,5.6,0.7,0.766008460371305,0.0,8,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,46.31848265006681,0.6,6.12806768297044,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,mixed_20,0,0,1723.9209665512,221.01550853220513,1989.6823270800064,248.7102908850008,342.0,6.356877323420075,84737.69955608797,1575.050177622453,53.8,1.761009060974897,75.0,35.8,30,2.179882271405074,0.6654275092936803,75.0,100.0,6.0,0.75,0.0,0.0,8,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,mixed_20,0,0,1058.3706144163002,165.3704085025469,20957.98488477788,2619.748110597235,517.6,9.080701754385965,89094.36903107962,1563.0591058084144,57.0,1.5670069685781463,76.31797144974333,44.0,32,1.9459580341217413,0.7719298245614035,76.31797144974331,100.0,6.4,0.8,1.0633740848461055,0.0,8,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,10.543771597946545,0.4,8.506992678768844
6,mixed_20,0,0,953.0889458997278,170.19445462495142,1882160.2952898766,235270.03691123458,756.4,12.44078947368421,95081.40152653033,1563.8388408968804,60.8,0.8704494698673158,76.89393635405963,51.4,32,1.123677700516018,0.8453947368421053,76.89393635405963,100.0,6.4,0.8,0.7611046736538223,0.0,8,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,15.151490832477066,0.4,6.088837389230578,0.0,0.0,0.0
7,mixed_20,0,0,1009.2555593654437,168.2092598942406,6555661.451834333,819457.6814792916,1021.0,16.414790996784564,100227.03862036725,1611.3671803917564,62.2,1.1213424659052396,75.23866262194318,54.2,31,1.4323585263941052,0.8713826366559485,75.23866262194318,100.0,6.2,0.775,1.0446517105272746,0.0,8,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,1.9093009755454204,0.2,8.357213684218197
8,mixed_20,0,0,1419.1537434180875,262.8062487811273,6891979.345124195,861497.4181405244,1295.6,19.512048192771083,102739.47615012231,1547.281267321119,66.4,1.120092712946415,75.87707866305145,57.2,33,1.7546926197344654,0.8614457831325302,75.87707866305145,100.0,6.6000000000000005,0.825,0.9148247016432062,0.0,8,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,7.016629304411595,0.4,7.318597613145649,0.0,0.2,0.0
9,mixed_20,0,0,1039.900722442042,199.98090816193115,7136513.92823372,892064.241029215,1590.0,23.590504451038576,104160.29817252021,1545.4050173964422,67.4,0.7977933980683046,83.88529554141307,60.6,34,1.3079962851836775,0.8991097922848664,83.88529554141307,100.0,6.8,0.85,0.6331502200688965,0.0,8,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,71.08236433130457,0.8,5.065201760551172
