step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed
0,random,0,0,205.50230879786486,34.250384799644145,518823.69806756417,74117.67115250917,67.6,4.172839506172839,31185.097244357516,1925.0060027381182,16.2,4.472432961520256,12.04536418641847,7.8,7,4.4917820133924256,0.48148148148148145,12.04536418641847,68.1800024424632,1.4000000000000001,0.2,2.5965001819482145,0.0,7,68.1800024424632,0.8,5.673446824978862,0.0,0.0,0.0,5.092834116143479,0.4,3.4479484436567858,0.0,0.0,0.0,11.044712746322602,0.2,9.054106005001854,0.0,0.0,0.0,0.0,0.0,0.0
1,random,0,0,269.2864229699037,43.43329402740382,800269.28642297,114324.18377471,99.6,6.384615384615385,27627.64655218802,1771.0029841146165,15.6,3.872565502487045,17.176117825366322,7.8,8,4.375392525652833,0.5,17.176117825366322,100.0,1.6,0.2285714285714286,2.4031155114628917,0.0,7,100.0,1.0,0.0,12.853417624316137,0.2,7.780031966814778,7.37940715324811,0.4,9.041776613425464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,random,0,0,421.34665779889457,61.962743793955084,950.1256853124254,135.73224075891792,124.4,7.404761904761905,28657.367752169317,1705.795699533888,16.8,3.7967703684863214,24.609993656744273,9.6,9,4.27543146321625,0.5714285714285714,24.609993656744273,100.0,1.8,0.2571428571428572,0.7360767559657846,0.0,7,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.2699555972099,0.8,5.152537291760492
3,random,0,0,538.1952859366301,81.5447402934288,204131.76633003174,29161.68090429025,178.4,8.336448598130842,36778.79416822767,1718.635241505966,21.4,1.8602010806488494,42.52258755645836,12.6,16,1.7181857309595472,0.5887850467289719,42.52258755645836,100.0,3.2,0.4571428571428572,2.1042696223426254,0.0,7,100.0,1.0,0.0,86.42334594036839,1.0,5.828946161804388,11.234766954840154,0.2,8.90094119459399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0
4,random,0,0,452.7702092942407,64.68145847060582,452.7702092942407,64.68145847060582,243.2,10.761061946902656,40684.62038419351,1800.2044417784741,22.6,2.2452694534207436,44.47244233993075,14.2,16,1.622294598493501,0.6283185840707964,44.47244233993075,100.0,3.2,0.4571428571428572,1.2634290719936998,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.307096379515258,0.2,8.844003503955898,0.0,0.0,0.0,100.0,1.0,0.0
5,random,13,0,508.63032167951087,72.66147452564441,508.63032167951087,72.66147452564441,314.0,12.56,42416.062833279015,1696.6425133311607,25.0,2.8641126345521597,45.92039225999181,15.2,17,2.473615353131773,0.608,45.92039225999181,100.0,3.4000000000000004,0.48571428571428577,2.484013424870487,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,11.581237768499193,0.2,8.63465563862255,0.0,0.0,0.0,9.86150805144348,0.2,8.753438335470856,100.0,1.0,0.0
6,random,13,13,552.0981569009577,86.26533701577465,18991.92763647013,2713.1325194957326,399.6,15.488372093023257,43683.55039486848,1693.160868018158,25.8,3.183043968656655,56.065981374113434,18.8,23,4.33027905191716,0.7286821705426356,56.065981374113434,100.0,4.6,0.6571428571428571,2.217768706095048,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,85.07640744317087,1.0,6.567514262114017,7.385462175623161,0.4,8.95686668055132,0.0,0.2,0.0,100.0,1.0,0.0
7,random,13,13,334.3474510916925,61.91619464660972,1150728.6412332556,164389.8058904651,495.8,18.094890510948904,43844.03094183442,1600.1471146654897,27.4,3.107789055611576,66.22050264074899,20.6,24,4.577204971950108,0.7518248175182481,66.22050264074899,100.0,4.8,0.6857142857142857,1.0073664277517682,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,63.543518485242885,0.8,7.051564994262377,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0
8,random,13,13,723.8800521562073,120.64667535936788,1000723.8800521562,142960.55429316516,602.6,20.221476510067113,49139.56590390905,1648.9787216076863,29.8,3.1527119787003457,72.61228607934639,22.4,27,4.697926361581828,0.7516778523489933,72.6122860793464,100.0,5.4,0.7714285714285715,1.2801242189215765,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,8.28600255542483,0.4,8.960869532451035,0.0,0.0,0.0,100.0,1.0,0.0
9,random,13,13,521.0302171461233,89.83279605967643,1000967.7849017887,142995.39784311267,718.2,23.318181818181817,48602.2974920436,1577.9966718195976,30.8,3.0106510894806116,71.42857142857143,23.8,25,4.573747898334936,0.7727272727272727,71.42857142857143,100.0,5.0,0.7142857142857143,0.0,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0
