step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed,d7_occ,d7_veh,d7_speed,d8_occ,d8_veh,d8_speed,d9_occ,d9_veh,d9_speed,d10_occ,d10_veh,d10_speed,d11_occ,d11_veh,d11_speed
0,mixed_20,0,0,632.4645328129437,60.813897385859974,734898.2132190019,61241.51776825016,113.0,2.4565217391304346,81040.22316745197,1761.74398190113,46.0,1.9855357275000978,35.85938180341259,18.4,28,1.4224410678549833,0.4,35.85938180341259,100.0,5.6000000000000005,0.4666666666666666,2.381331828792437,0.0,12,82.74062310041415,1.0,7.129586934613377,75.309949718864,0.8,4.434461707378374,0.0,0.0,0.0,0.0,0.0,0.0,6.60097342313577,0.4,8.708881205040964,100.0,1.0,0.0,33.65568234777612,0.6,3.9464814810226514,32.005353050761016,0.8,4.356570617453882,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,mixed_20,0,0,1026.6999583408247,93.33635984916587,662282.2155837893,55190.18463198244,223.2,4.789699570815451,85110.45220944521,1826.4045538507555,46.6,2.3514029742237423,36.930699674032795,25.4,30,2.0978816358314383,0.5450643776824035,36.9306996740328,100.0,6.0,0.5,2.3576660176967663,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,7.394245039786824,0.4,8.533604142535479,0.0,0.0,0.0,100.0,1.0,0.0,5.247421840622621,0.8,5.421825051607516,26.027221614094742,0.6,5.913208648536873,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.499507593889405,0.2,8.423354369681327
2,mixed_20,0,0,1049.1699414492084,95.37908558629168,277193.11328440096,23099.426107033414,356.0,7.416666666666667,82794.43002060996,1724.8839587627074,48.0,1.9701430549620984,44.02963778346139,28.8,35,1.7328515805271634,0.6,44.02963778346139,100.0,7.0,0.5833333333333334,3.0109856916917987,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.4525291857006,0.6,6.449781772163007,100.0,1.0,0.0,14.787091606604577,0.4,6.762655068379743,18.211599583838165,0.8,6.684881948112514,100.0,1.0,0.0,40.33004896541371,0.6,7.641359954402291,7.574384059979593,0.4,8.593149557244034,0.0,0.2,0.0
3,mixed_20,0,0,1074.8349864024672,111.961977750257,1098781.9121653498,91565.15934711248,512.8,10.728033472803347,80213.03558878921,1678.0969788449625,47.8,1.671510245229309,51.50185359386981,34.6,32,1.7124967412995575,0.7238493723849372,51.50185359386981,100.0,6.4,0.5333333333333333,1.4005485484066134,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,11.366551297794274,0.2,8.797743253875554,6.655691828643455,0.2,8.008839327003807,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,mixed_20,0,0,1268.5336780020991,121.97439211558645,610621.4040573582,50885.117004779844,693.4,13.490272373540856,86019.93565395831,1673.539604162613,51.4,1.85236683343387,51.31724672549057,38.4,35,1.8109809788666702,0.7470817120622568,51.31724672549057,100.0,7.0,0.5833333333333334,2.0580782314188135,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,3.5760565696617164,0.4,8.27534863669425,1.1821027411099294,0.2,7.772407214958194,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,100.0,1.0,0.0,100.0,1.0,0.0,11.04880139511522,0.2,8.649182925373317,0.0,0.0,0.0
5,mixed_20,0,0,953.0099420445124,108.29658432324004,1884851.5976796348,157070.9664733029,892.8,16.057553956834532,89909.07101273739,1617.0696225312481,55.6,1.3215544561061479,60.5100648142571,42.4,39,1.378162690310183,0.762589928057554,60.5100648142571,100.0,7.800000000000001,0.65,1.9972700867270674,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,11.037101674509984,0.2,9.060349623393291,12.577072427723124,0.2,7.950975918654496,100.0,1.0,0.0,100.0,1.0,0.0,2.5066036688519944,0.4,6.955915498677022,0.0,0.0,0.0
6,mixed_20,0,0,1081.8759294051736,142.35209597436494,2629645.994570471,219137.1662142059,1114.0,19.01023890784983,93153.71473832554,1589.653835125009,58.6,0.9164481380365531,74.35864263392735,47.0,45,1.101989507092764,0.8020477815699659,74.35864263392735,100.0,9.0,0.75,0.8796259900181026,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,17.454101787366767,0.2,5.729312296802333,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,74.84960981976144,0.8,4.826199583414899
7,mixed_20,0,0,1399.5210718747596,162.7350083575302,2940233.524092407,245019.4603410339,1357.8,21.282131661442005,102984.06126852156,1614.1702393185199,63.8,0.9312739490663041,76.32002243667424,51.4,48,1.2006751032806111,0.8056426332288401,76.32002243667425,100.0,9.600000000000001,0.7999999999999999,1.974726447903179,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,3.0357164613042187,0.2,7.298433812771269,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,11.61778815917387,0.2,8.60749039575455,1.186764619612859,0.2,7.790793166312331,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
8,mixed_20,19,0,1309.996344078495,128.43101412534264,1801309.9963440779,150109.16636200648,1285.2,19.77230769230769,106462.61454689107,1637.886377644478,65.0,0.8565337362454069,83.33333333333333,46.2,53,0.6460597405541153,0.7107692307692308,83.33333333333333,100.0,10.6,0.8833333333333333,0.0,0.0,12,60.0,0.8,0.0,60.0,0.8,0.0,80.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
9,mixed_20,19,19,812.1416660356093,82.87159857506217,1074489.2954793503,89540.77462327918,1328.8,19.95195195195195,111121.01398612047,1668.4836934852922,66.6,1.1834584602756801,77.65561105867206,43.0,50,0.8206852922160142,0.6456456456456456,77.65561105867206,100.0,10.0,0.8333333333333334,0.6807275529357003,0.0,12,32.52172489549935,0.6,2.112038077013249,21.407036884429544,0.6,1.6085406454503974,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,77.93857092413589,0.8,4.448151912764756,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
