step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed
0,random,2,0,886.0392107493939,130.2998839337344,117600.79040284827,16800.11291469261,188.4,3.0784313725490198,103965.79024926302,1698.7874223735787,61.2,1.3930710447392072,64.03688792578119,19.8,31,0.8088709638552316,0.3235294117647059,64.03688792578119,100.0,6.199999999999999,0.8857142857142856,1.594465826786553,0.0,7,80.0,1.0,0.0,80.0,1.0,0.0,41.996944752229695,0.8,4.024402319081947,100.0,1.0,0.0,47.37582189933306,0.8,3.847673651314908,38.88544882890557,0.8,3.2891848171090166,60.0,0.8,0.0
1,random,2,2,752.8308077948878,107.54725825641255,752.8308077948878,107.54725825641255,111.8,1.7523510971786833,100530.61136513224,1575.7149116791886,63.8,1.2067693552882746,72.23969737934388,22.2,27,0.5674106591897958,0.34796238244514105,72.23969737934388,100.0,5.3999999999999995,0.7714285714285714,0.6231801105717283,0.0,7,13.318193694696845,0.2,0.32198368057186655,53.37519780937782,0.6,2.140353522248123,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,38.98449015133252,0.6,1.8999235711821079
2,random,2,2,1462.5755584649382,208.93936549499116,1462.5755584649382,208.93936549499116,161.8,2.48159509202454,102464.53230912374,1571.5419065816523,65.2,1.0359498116762829,82.66973556138319,31.8,32,0.9157019794420737,0.48773006134969327,82.66973556138318,100.0,6.3999999999999995,0.9142857142857143,0.5836501753864641,0.0,7,60.0,0.8,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,18.688148929682313,0.6,4.085551227705249
3,random,3,2,1426.243967313185,264.11925320614534,7026.5674416240045,1003.7953488034292,312.0,4.6706586826347305,100529.53920354633,1504.933221609975,66.8,0.9220252384043184,79.32053171774426,43.2,31,1.1862506263807995,0.6467065868263473,79.32053171774426,100.0,6.2,0.8857142857142858,0.9780701156593149,0.0,7,11.002598693519872,0.4,2.9438520622211195,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,44.2411233306899,0.8,3.9026387473940853
4,random,3,3,280.38102226474507,93.46034075491502,1696352.5547487035,242336.0792498148,531.6,7.794721407624634,104124.37839789157,1526.750416391372,68.2,0.5703554054782174,84.57978383718411,53.4,31,0.8183701089254876,0.782991202346041,84.5797838371841,100.0,6.2,0.8857142857142858,0.9478092282171888,0.0,7,55.858973627764215,0.6,4.473284215747643,36.19951323252451,0.6,2.161380381772678,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
5,random,3,3,297.34118718772345,99.11372906257448,14844392.60337488,2120627.51476784,785.0,11.476608187134502,109228.65593857171,1596.9101745405221,68.4,0.5838981293310929,87.89403090070326,56.0,33,0.8024733816338351,0.8187134502923976,87.89403090070326,100.0,6.6,0.9428571428571428,0.46072436110547804,0.0,7,100.0,1.0,0.0,15.258216304922883,0.6,3.2250705277383465,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
6,random,3,3,427.08222441536964,152.52936586263203,5668916.442021256,809845.2060030366,1059.8,15.58529411764706,107380.95038022094,1579.1316232385432,68.0,0.6706573548946655,90.27159338399387,57.4,34,1.190927864754181,0.8441176470588235,90.27159338399387,100.0,6.8,0.9714285714285714,0.6829361473533098,0.0,7,100.0,1.0,0.0,31.901153687957162,0.8,4.780553031473168,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
7,random,3,3,113.87177838571726,56.93588919285863,4152042.7055089124,593148.9579298446,1352.2,20.12202380952381,106513.6500871967,1585.0245548689986,67.2,0.8032421183795247,88.59198533938557,59.4,33,1.5853232237269386,0.8839285714285714,88.59198533938557,100.0,6.6,0.9428571428571428,0.8699753463601215,0.0,7,100.0,1.0,0.0,20.143897375698998,0.6,6.089827424520851,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
8,random,4,3,138.0139306014177,69.00696530070886,8311071.546756238,1187295.9352508911,1651.0,24.64179104477612,104282.90963566244,1556.461337845708,67.0,0.7786248784797308,87.20869671381512,60.4,34,1.5995886113824078,0.9014925373134328,87.20869671381512,100.0,6.8,0.9714285714285714,0.7372619771308726,0.0,7,100.0,1.0,0.0,10.460876996705792,0.8,5.1608338399161084,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
9,random,1,4,204.20293109011186,102.10146554505593,4601177.843192825,657311.1204561179,1914.4,28.488095238095237,104173.7357324869,1550.204400781055,67.2,0.591279455968543,90.1594137670075,60.2,33,1.2536353918808825,0.8958333333333334,90.1594137670075,100.0,6.6,0.9428571428571428,0.686956239338803,0.0,7,100.0,1.0,0.0,31.115896369052507,0.6,4.808693675371621,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
10,random,3,1,375.03754957624227,125.01251652541409,4000375.0375495767,571482.1482213681,1967.6,29.45508982035928,106479.32769894003,1594.0019116607791,66.8,0.7329646861670698,69.60699391369084,52.0,30,1.183135884055866,0.7784431137724551,69.60699391369084,100.0,6.0,0.8571428571428571,1.1576697276244052,0.0,7,21.419935282595475,0.6,1.498315546954682,22.481538366839118,0.6,4.824753924877218,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,43.34748374640128,0.8,1.7806186215389368
11,random,1,3,176.47085421963624,58.82361807321208,4000176.47085422,571453.7815506029,2084.6,31.584848484848486,103729.21338199914,1571.6547482121084,66.0,0.8118083464393536,83.41126777589271,48.6,33,1.1209102487261273,0.7363636363636363,83.41126777589271,100.0,6.6,0.9428571428571428,0.7475979365477355,0.0,7,100.0,1.0,0.0,42.943455870765206,0.8,2.1356132344798473,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,40.935418560483754,0.8,3.0975723213543014
12,random,4,1,144.2534857315258,48.084495243841936,4000144.253485732,571449.1790693903,2253.2,35.20625,102565.7014843616,1602.58908569315,64.0,1.0710506449167034,68.45006382415745,44.4,30,1.4821057421691237,0.69375,68.45006382415745,100.0,6.0,0.8571428571428571,1.4173521175974453,0.0,7,23.75261848634466,0.6,1.8392428138417916,34.577546794293426,0.6,5.492677261999461,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,20.820281488464047,0.8,2.589544747340863
13,random,5,4,156.03333855294218,52.01111285098073,2403498.629424305,343356.947060615,2327.0,35.36474164133739,101256.43007459902,1538.8515208905626,65.8,0.9205509758876977,83.31563296766701,47.8,31,1.184701177659798,0.7264437689969605,83.31563296766701,100.0,6.2,0.8857142857142858,1.3912018682286988,0.0,7,100.0,1.0,0.0,9.215461715176616,0.4,5.754951359954875,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,73.99396905849244,0.8,3.9834617176460174
14,random,2,5,1389.3822044733313,198.48317206761877,1389.3822044733313,198.48317206761877,1441.6,21.645645645645647,105807.9744153545,1588.7083245548724,66.6,0.7941282309079316,52.98878269826422,33.6,27,0.7145669747720029,0.5045045045045045,52.98878269826422,100.0,5.4,0.7714285714285715,1.1058397560921016,0.0,7,100.0,1.0,0.0,60.0,0.8,0.0,45.30465471007403,0.8,1.9623731393229995,29.12323121227132,0.6,1.8956212728980653,27.18572144725158,0.6,1.9317965031536537,29.30787151825257,0.6,1.9510873772699928,80.0,1.0,0.0
15,random,5,2,1040.8030290017518,148.68614700025026,1040.8030290017518,148.68614700025026,552.0,8.093841642228739,104346.44578236795,1530.0065363983572,68.2,0.8276033199833713,79.77225920053375,26.0,28,0.5783759210213542,0.3812316715542522,79.77225920053375,100.0,5.6,0.7999999999999999,0.2908284650319651,0.0,7,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,58.40581440373626,0.6,2.0357992552237554
16,random,4,5,996.4076386503086,142.34394837861552,996.4076386503086,142.34394837861552,99.8,1.48955223880597,103843.37491360081,1549.901118113445,67.0,1.0081621470750008,61.39970061923667,21.0,28,0.762822989898321,0.31343283582089554,61.39970061923667,100.0,5.6,0.7999999999999999,0.9229190868781468,0.0,7,100.0,1.0,0.0,43.92750280737914,0.8,1.2102197283357716,22.24977122518851,0.6,1.7410997288960706,34.16285461212567,0.6,1.709890372680413,29.45777568996334,0.6,1.7992237782347722,100.0,1.0,0.0,100.0,1.0,0.0
17,random,3,4,1559.097401328382,236.2268789891488,2042.6837262750457,291.8119608964351,201.8,2.8746438746438745,103977.89190158516,1481.1665513046319,70.2,0.8175814523776388,92.4945521361235,31.4,34,0.9301836729355253,0.4472934472934473,92.4945521361235,100.0,6.8,0.9714285714285714,0.5780329230382139,0.0,7,100.0,1.0,0.0,47.46186495286452,0.8,4.046230461267497,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
