step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed
0,mixed_20,0,0,179.91381293615,59.97127097871667,179.91381293615,59.97127097871667,25.0,1.404494382022472,29166.83845931979,1638.5864302988646,17.8,2.4584674654465837,45.14605791245183,5.6,11,1.2891741689927463,0.3146067415730337,45.14605791245183,100.0,2.2,0.7333333333333334,4.1516539028019706,0.0,3,100.0,1.0,0.0,8.628303726817705,0.4,8.634397512860595,26.809870010537793,0.8,3.8205641955453182
1,mixed_20,0,0,232.76184221265913,105.8008373693905,515750.1600602978,171916.72002009928,40.6,2.230769230769231,28374.24097873458,1559.0242296008012,18.2,0.8158691982720752,60.0,9.0,10,0.6783953325025895,0.4945054945054945,60.0,100.0,2.0,0.6666666666666666,0.0,0.0,3,80.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0
2,mixed_20,0,0,300.9653930055206,150.4826965027603,1000300.9653930055,333433.65513100184,65.2,3.5434782608695654,31048.65089424654,1687.426679035138,18.4,0.6580400439735095,39.926399189041895,9.6,7,0.7039066582552719,0.5217391304347826,39.92639918904189,100.0,1.4,0.4666666666666666,0.881513489914192,0.0,3,19.779197567125664,0.4,2.644540469742576,0.0,0.0,0.0,100.0,1.0,0.0
3,mixed_20,0,0,312.07127486587297,120.02741340995114,400312.0712748658,133437.35709162193,107.0,5.691489361702128,33227.49150602498,1767.4197609587752,18.8,1.4737323082233933,39.458007420379026,9.4,9,1.4594055169220101,0.5,39.45800742037903,100.0,1.8,0.6,1.257904024553552,0.0,3,18.3740222611371,0.8,3.773712073660656,0.0,0.0,0.0,100.0,1.0,0.0
4,mixed_20,0,0,285.8705833942301,95.29019446474337,285.8705833942301,95.29019446474337,155.6,8.942528735632184,30279.31733134616,1740.1906512267908,17.4,2.318376648499523,39.67291179126458,10.6,9,2.038381550341463,0.6091954022988506,39.672911791264575,100.0,1.8,0.6,1.9430548997885921,0.0,3,19.01873537379373,0.8,5.829164699365776,0.0,0.0,0.0,100.0,1.0,0.0
5,mixed_20,0,0,471.7788331878886,168.49244042424596,685.6444415670305,228.54814718901017,212.0,12.325581395348838,30171.707736266468,1754.169054434097,17.2,2.457339621424146,35.17000721515615,12.2,9,1.9083167301821418,0.7093023255813954,35.17000721515615,100.0,1.8,0.6,2.202727697151809,0.0,3,5.510021645468441,0.8,6.608183091455427,0.0,0.0,0.0,100.0,1.0,0.0
6,mixed_20,0,0,396.00377974491334,198.00188987245667,213508.83690622594,71169.61230207531,275.4,17.0,24498.457915335468,1512.250488600955,16.2,1.9193573348240252,60.06759421784958,13.6,10,2.222599292829552,0.8395061728395061,60.06759421784958,100.0,2.0,0.6666666666666666,2.7384363203760937,0.0,3,0.0,0.0,0.0,80.20278265354875,1.0,8.215308961128281,100.0,1.0,0.0
7,mixed_20,0,0,22.63550326116701,22.63550326116701,5732898.919108959,1910966.306369653,349.0,20.290697674418606,28014.950934285058,1628.7762171095965,17.2,1.4317829492454621,66.66666666666667,15.4,10,2.0924603013667595,0.8953488372093024,66.66666666666667,100.0,2.0,0.6666666666666666,0.0,0.0,3,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
8,mixed_20,0,0,355.1445134888404,177.5722567444202,1000355.144513489,333451.71483782964,424.0,24.09090909090909,28747.198858161235,1633.3635714864338,17.6,1.7512234081824625,70.19870748657334,15.2,11,2.345787104079411,0.8636363636363636,70.19870748657335,100.0,2.2,0.7333333333333334,3.1458048413508046,0.0,3,10.59612245972005,0.2,9.437414524052414,100.0,1.0,0.0,100.0,1.0,0.0
9,mixed_20,0,0,101.83385423001481,50.916927115007404,1000101.8338542299,333367.27795141,499.0,27.72222222222222,30200.511828644747,1677.806212702486,18.0,1.895058939817051,66.66666666666667,15.0,10,1.9674189577861285,0.8333333333333334,66.66666666666667,100.0,2.0,0.6666666666666666,0.0,0.0,3,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
10,mixed_20,0,0,80.00551817209278,40.00275908604639,1000080.0055181722,333360.0018393907,574.0,32.98850574712644,28370.164044684505,1630.4691979703737,17.4,2.373084646011214,68.94294184328432,15.0,12,2.3886691800706883,0.8620689655172413,68.9429418432843,100.0,2.4,0.7999999999999999,3.0675235045142473,0.0,3,6.828825529852907,0.4,9.202570513542742,100.0,1.0,0.0,100.0,1.0,0.0
11,mixed_20,0,0,20.88408794122412,20.88408794122412,1614991.350787585,538330.4502625283,652.0,36.62921348314607,28406.101402096196,1595.8483933761906,17.8,1.546781695859489,66.66666666666667,16.2,10,2.2507563671526576,0.9101123595505618,66.66666666666667,100.0,2.0,0.6666666666666666,0.0,0.0,3,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
12,mixed_20,0,0,30.564291580745135,30.564291580745135,1800238.862353374,600079.620784458,732.0,39.78260869565217,29846.21924929918,1622.0771331140859,18.4,1.3155005995742977,70.22284100773865,16.4,11,2.168197665352706,0.8913043478260869,70.22284100773864,100.0,2.2,0.7333333333333334,3.124456240174595,0.0,3,10.668523023215926,0.2,9.373368720523784,100.0,1.0,0.0,100.0,1.0,0.0
