step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed,d7_occ,d7_veh,d7_speed
0,mixed_20,0,0,233.22664076271886,33.31809153753127,934077.396324666,116759.67454058325,33.0,1.0,60255.2421035332,1825.916427379794,33.0,2.834984372784251,18.81236099265042,5.4,18,1.5075081283737066,0.16363636363636364,18.81236099265042,42.7820027935104,3.5999999999999996,0.45,4.041954100601378,0.0,8,25.44445740377114,0.8,4.0673832933808844,25.475847343517444,0.6,4.298643232137952,10.180762624858346,0.4,9.139036610047699,10.223052603205645,0.2,7.101993953702808,0.0,0.0,0.0,0.0,0.0,0.0,42.7820027935104,0.8,3.723066258253299,36.392765172340376,0.8,4.005509457288383
1,mixed_20,0,0,676.4257352940574,84.55321691175718,676.4257352940574,84.55321691175718,85.2,2.3666666666666667,52382.09325882741,1455.058146078539,36.0,1.6980182437567184,51.58159550046082,16.2,22,1.400288004535432,0.45,51.58159550046083,100.0,4.4,0.55,0.987926432229186,0.0,8,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,12.652764003686627,0.2,7.903411457833488,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
2,mixed_20,0,0,843.2498040793538,110.95392158938866,3057.7050110007217,382.2131263750902,205.2,5.181818181818182,64125.682993376395,1619.3354291256665,39.6,1.2944965349436104,51.02819483934091,29.0,22,0.8662156998293431,0.7323232323232324,51.02819483934091,100.0,4.4,0.55,1.0334512685222885,0.0,8,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,8.225558714727299,0.4,8.267610148178308,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
3,mixed_20,0,0,882.3492550620451,116.09858619237437,1408.066583566311,176.00832294578888,359.0,8.23394495412844,71280.88554647015,1634.8826960199574,43.6,1.4507297184994157,53.09508840625388,32.8,23,1.0935394645455014,0.7522935779816514,53.09508840625387,100.0,4.6,0.575,1.77310573002077,0.0,8,100.0,1.0,0.0,100.0,1.0,0.0,3.2558742915659877,0.2,6.820774792855603,0.0,0.0,0.0,21.504832958464988,0.4,7.364071047310557,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
4,mixed_20,0,0,1311.934029732702,172.62289864903974,2161.3114385567715,270.16392981959643,529.2,11.307692307692308,73224.23041427953,1564.6203079974262,46.8,0.9431656617328239,75.91111185403801,36.8,33,0.8725880253732679,0.7863247863247863,75.91111185403801,100.0,6.6000000000000005,0.825,1.957575158525743,0.0,8,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.3884619821178603,0.2,8.13736520754144,100.0,1.0,0.0,6.900432850186178,0.4,7.523236060664504,100.0,1.0,0.0,100.0,1.0,0.0
5,mixed_20,0,0,1708.9323774973764,251.31358492608476,141555.1725412637,17694.39656765796,726.2,14.295275590551181,80972.90258949195,1593.9547753836996,50.8,0.6389162672934304,87.5,41.6,35,0.5693918361463115,0.8188976377952756,87.5,100.0,7.0,0.875,0.0,0.0,8,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
6,mixed_20,0,0,1250.7037802354967,208.45063003924943,1064653.3419197877,133081.66773997346,943.0,17.59328358208955,82455.79797715487,1538.3544398722922,53.6,0.6583014260090385,91.4078894171098,45.6,37,0.740951246460147,0.8507462686567164,91.4078894171098,100.0,7.4,0.925,0.6567633443773471,0.0,8,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,31.2631153368784,0.4,5.2541067550187766,100.0,1.0,0.0,100.0,1.0,0.0
7,mixed_20,0,0,1432.3188468686708,275.44593209012896,687477.4489104042,85934.68111380053,1182.4,20.246575342465754,91665.24416402765,1569.610345274446,58.4,0.4461590756051018,100.0,51.0,40,0.601385806822151,0.8732876712328768,100.0,100.0,8.0,1.0,0.0,0.0,8,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
8,mixed_20,0,0,1183.610394471395,204.0707576674819,791724.8211031227,98965.60263789033,1443.2,23.973421926910298,95483.39454592016,1586.10289943389,60.2,0.6482565939456928,100.0,53.6,40,0.5789354296436857,0.8903654485049833,100.0,100.0,8.0,1.0,0.0,0.0,8,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
9,mixed_20,0,0,1499.521210719624,312.400252233255,1883093.3933526601,235386.67416908251,1721.2,26.978056426332287,98851.92632428749,1549.4032339230014,63.8,0.5311546451347136,100.0,58.0,40,0.7055808410639164,0.9090909090909091,100.0,100.0,8.0,1.0,0.0,0.0,8,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
