step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed
0,mixed_20,0,0,86.93862685908987,72.44885571590822,1381854.5714445133,460618.1904815044,25.2,8.4,4632.679305251511,1544.2264350838373,3.0,4.645749618770313,0.0,2.8,0,6.536916440452927,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,mixed_20,0,0,213.45057770205125,76.23234917930402,200213.45057770208,66737.81685923402,20.0,5.2631578947368425,7040.700549419123,1852.8159340576638,3.8,5.203107333906824,0.0,1.4,0,6.152345074411669,0.3684210526315789,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,mixed_20,0,0,109.87633368486213,39.24154774459362,200109.87633368486,66703.2921112283,25.0,6.944444444444445,7439.575701914192,2066.548806087276,3.6,4.471524631981891,0.0,1.2,0,4.795817519230025,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,mixed_20,0,0,86.56958222493968,28.856527408313227,86.56958222493968,28.856527408313227,30.0,7.5,9164.051088536193,2291.012772134048,4.0,3.9019917446933694,0.0,1.0,0,1.5115217870784527,0.25,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,mixed_20,0,0,42.201380668297965,17.583908611790818,2759.4273308979127,919.8091102993043,35.6,8.9,7108.800841780387,1777.2002104450967,4.0,4.948523461261763,7.458992727352533,1.4,2,3.0547150772116476,0.35,7.458992727352533,11.514465695905471,0.4,0.13333333333333333,5.96356702624329,0.0,3,10.862512486152127,0.2,9.205973307509026,11.514465695905471,0.2,8.684727771220844,0.0,0.0,0.0
5,mixed_20,2,0,262.72368234694267,109.46820097789278,12173.833772817063,4057.944590939021,2.6,0.65,7637.9582911132065,1909.4895727783016,4.0,2.817607946702573,2.0591412640211124,1.4,2,2.8868150709352967,0.35,2.0591412640211124,6.177423792063337,0.4,0.13333333333333333,2.9261686052816613,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,6.177423792063337,0.4,8.778505815844984
6,mixed_20,2,2,175.84136055392486,58.613786851308284,175.84136055392486,58.613786851308284,8.2,1.9523809523809523,7133.521031474561,1698.4573884463239,4.2,4.873169779297556,0.0,1.6,0,5.477727584805891,0.38095238095238093,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,mixed_20,2,2,117.86015323318409,42.09291186899432,200117.8601532332,66705.95338441107,18.0,3.9130434782608696,9368.293108186032,2036.585458301311,4.6,3.8138250075167215,0.0,2.2,0,4.067431508037397,0.4782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,mixed_20,2,2,83.78417575012283,27.928058583374277,83.78417575012283,27.928058583374277,28.0,5.6,9714.016668930713,1942.8033337861427,5.0,3.58745152738853,6.748959952161992,2.0,3,0.8497275373986938,0.4,6.748959952161992,11.326810558086322,0.6000000000000001,0.20000000000000004,5.947657652644945,0.0,3,8.920069298399653,0.4,9.01436233650893,0.0,0.0,0.0,11.326810558086322,0.2,8.828610621425906
9,mixed_20,2,2,309.4329311139262,193.39558194620386,234291.5003567026,78097.16678556753,41.2,8.24,7971.543025119297,1594.3086050238594,5.0,2.1575821066802616,0.0,3.4,0,2.9559942003100694,0.68,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,mixed_20,2,2,9.722209612928832,9.722209612928832,2024211.2820897691,674737.0940299231,61.0,12.2,8710.728578086495,1742.145715617299,5.0,3.2993494694467103,3.592588107582818,4.2,1,4.817574183654628,0.84,3.592588107582818,10.777764322748453,0.2,0.06666666666666667,3.092787366205179,0.0,3,0.0,0.0,0.0,10.777764322748453,0.2,9.278362098615537,0.0,0.0,0.0
11,mixed_20,2,2,250.67845707631417,125.33922853815709,1000250.6784570761,333416.8928190254,81.0,16.2,8107.785778610768,1621.5571557221535,5.0,4.7971016522103715,0.0,4.0,0,6.434409213564736,0.8,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
