step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed,d7_occ,d7_veh,d7_speed,d8_occ,d8_veh,d8_speed
0,random,0,0,257.52092258235484,28.61343584248387,257.52092258235484,28.61343584248387,9.8,0.8166666666666667,25027.202908032887,2085.600242336074,12.0,4.7196100960233,2.4760697232304096,2.0,5,3.5583549343786385,0.16666666666666666,2.4760697232304096,11.410052207972967,1.0,0.1111111111111111,2.8638459422728957,0.0,9,0.0,0.0,0.0,11.410052207972967,0.2,8.764201791304979,0.0,0.0,0.0,10.812091195051039,0.4,8.524156096577645,0.0,0.2,0.0,0.06248410604968058,0.2,8.486255592573434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,random,0,0,296.467115834189,34.47292044583593,1914.9448869173925,212.7716541019325,24.2,1.9516129032258065,25885.067560877742,2087.5054484578823,12.4,5.339270993053815,2.5071247011891273,4.0,3,3.9126587593812405,0.3225806451612903,2.5071247011891273,11.362356184670261,0.6000000000000001,0.06666666666666668,1.969795020886992,0.0,9,11.362356184670261,0.2,8.800991482287529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,11.201766126031885,0.2,8.9271637056954,0.0,0.0,0.0
2,random,0,0,303.39692431957934,36.118681466616586,11411.366079997559,1267.9295644441731,45.4,3.338235294117647,25818.609958996785,1898.4272028674106,13.6,6.140331192376963,3.841241192381675,5.2,3,4.815454190595986,0.38235294117647056,3.841241192381675,12.205321501006097,0.6000000000000001,0.06666666666666668,2.8980618679667347,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,10.995966460974103,0.2,9.094243817031547,0.0,0.0,0.0,12.205321501006097,0.2,8.19314755385648,0.0,0.0,0.0,11.369882769454875,0.2,8.795165440812585,0.0,0.0,0.0,0.0,0.0,0.0
3,random,0,0,539.9545873047622,67.49432341309527,723301.7949858794,80366.86610954216,76.2,5.08,27768.063151481958,1851.2042100987971,15.0,4.371483687233269,1.8733320292974378,7.8,3,4.99899847679032,0.52,1.8733320292974378,11.904676117715383,0.6000000000000001,0.06666666666666668,1.839554370577531,0.0,9,0.0,0.0,0.0,4.955312145961557,0.4,8.155928803421556,0.0,0.0,0.0,11.904676117715383,0.2,8.400060531776225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,random,1,0,437.9339216387692,50.922549027763864,400437.9339216387,44493.10376907096,65.0,4.166666666666667,30955.79112167986,1984.3455847230678,15.6,3.363642920541809,6.480379728348693,5.4,5,3.3193826535815396,0.34615384615384615,6.480379728348693,47.3731131677539,1.0,0.1111111111111111,1.6174271022398448,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,10.950304387384335,0.4,8.40118951126933,0.0,0.0,0.0,0.0,0.0,0.0,47.3731131677539,0.6,6.155654408889272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,random,1,1,326.65013369833804,36.29445929981534,326.65013369833804,36.29445929981534,87.0,5.64935064935065,30919.624509028778,2007.7678252616088,15.4,4.711991379654888,12.90751269965464,5.2,8,3.602593946920693,0.33766233766233766,12.90751269965464,100.0,1.6,0.17777777777777776,1.7488771030311372,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.744484720302808,0.2,7.275645616040008,2.4231295765889627,0.4,8.464248311240226,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,random,1,1,320.48823181139045,39.083930708706156,203666.57857345277,22629.619841494754,113.8,7.2025316455696204,30166.04657661352,1909.2434542160456,15.8,4.442731241292399,16.023614710950433,6.6,10,3.6859272800102056,0.4177215189873418,16.023614710950433,100.0,2.0,0.2222222222222222,3.784673266249805,0.0,9,11.539036997418748,0.2,8.666234454605677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,11.729943005261134,0.2,8.525190613044566,12.138934171958908,0.2,8.237955539045698,8.8046182239151,0.4,8.632678789552303
7,random,1,1,416.61569967941404,57.863291622140835,1030510.0646210853,114501.1182912317,150.2,9.628205128205128,28940.11694551644,1855.1357016356692,15.6,4.724990184178969,14.50868580600147,8.2,10,4.739701656582793,0.5256410256410257,14.50868580600147,100.0,2.0,0.2222222222222222,2.8740459480426717,0.0,9,10.819730260958522,0.4,8.58033351097256,8.424215725431168,0.4,8.463245745934545,0.0,0.0,0.0,11.334226267623535,0.2,8.822834275476941,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,random,1,1,343.87843442592,47.76089367026666,1800343.878434426,200038.20871493622,195.2,11.348837209302326,30924.07533840054,1797.9113568837522,17.2,4.47086040898448,13.62587154214345,10.2,7,5.066202312715556,0.5930232558139535,13.62587154214345,100.0,1.4,0.15555555555555556,1.9638001111853742,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.39112571081398,0.2,8.778763621673196,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.241718168477064,0.2,8.89543737899517
9,random,1,1,400.2513099782351,57.1787585683193,1411701.3667092957,156855.70741214397,248.8,12.693877551020408,33532.06122277421,1710.8194501415412,19.6,2.9831224448771443,12.06172515287714,12.2,7,4.082330622019063,0.6224489795918368,12.06172515287714,100.0,1.4,0.15555555555555556,0.9780285836093958,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,8.55552637589426,0.4,8.802257252484562,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,random,0,1,462.1912178643223,56.364782666380776,1115839.1382119884,123982.1264679987,179.2,10.298850574712644,33313.783653337545,1914.5852674331923,17.4,3.970220034291618,14.730884202459025,8.2,9,3.824222843801236,0.47126436781609193,14.730884202459025,100.0,1.7999999999999998,0.19999999999999998,2.461287040852829,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9043770740079253,0.2,8.542111765779554,9.854922334199046,0.2,8.766555333230645,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.818658413924254,0.4,4.842916268665263
11,random,0,0,564.4409436995918,62.715660411065755,564.4409436995918,62.715660411065755,207.8,11.293478260869565,33713.73743635007,1832.2683389320694,18.4,4.572189909334727,11.302244939948688,8.4,9,4.3462163272251155,0.45652173913043476,11.302244939948688,100.0,1.8,0.2,0.9529377628738681,0.0,9,1.720204459538195,0.4,8.576439865864813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,random,0,0,340.4725959965374,40.532451904349685,600340.4725959965,66704.49695511072,252.0,15.365853658536585,30967.272860328278,1888.248345141968,16.4,5.632405085100444,12.902716711851541,9.8,8,5.2531691506177856,0.5975609756097561,12.902716711851541,100.0,1.6,0.17777777777777776,1.8904889787754362,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,11.594614910110863,0.2,8.624693512916664,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,4.529835496553005,0.4,8.38970729606226,0.0,0.0,0.0,0.0,0.0,0.0
13,random,0,0,665.5471160086945,75.63035409189709,200665.5471160087,22296.171901778744,298.2,14.762376237623762,36918.89017764173,1827.6678305763235,20.2,3.9173546608148873,16.986303792254994,10.4,10,3.8882902514330393,0.5148514851485149,16.986303792254994,100.0,2.0,0.2222222222222222,3.0969745177750205,0.0,9,3.6223622060322214,0.2,8.575625865720212,0.0,0.0,0.0,0.0,0.0,0.0,24.814329370427117,0.4,6.563593820935511,18.045854574180566,0.2,4.254954689637772,100.0,1.0,0.0,0.0,0.0,0.0,6.394187979655044,0.2,8.47859628368169,0.0,0.0,0.0
14,random,0,0,474.24186441792597,52.693540490880665,474.24186441792597,52.693540490880665,352.6,16.476635514018692,38277.74152347911,1788.679510442949,21.4,3.831241104171399,33.333333333333336,12.2,17,3.7331678278537996,0.5700934579439252,33.333333333333336,100.0,3.4000000000000004,0.3777777777777778,0.0,0.0,9,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
