step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed,d7_occ,d7_veh,d7_speed,d8_occ,d8_veh,d8_speed
0,actuated,0,0,352.17729972620475,39.13081108068942,352.17729972620475,39.13081108068942,10.2,0.3953488372093023,54637.015145060504,2117.7137653124228,25.8,4.282265257699293,14.340442633767433,3.0,16,2.9049512546416487,0.11627906976744186,14.340442633767433,36.699556025423874,3.2,0.35555555555555557,4.327562388357835,0.0,9,25.508647438736602,0.6,3.988859448990647,36.699556025423874,0.6,4.358920635737421,23.988445495934343,0.8,4.376236120206668,0.0,0.0,0.0,20.168780214452227,0.8,8.786140546621755,11.571266181140913,0.2,8.450989255309103,0.0,0.0,0.0,0.0,0.0,0.0,11.12728834821894,0.2,8.986915488354917
1,actuated,0,0,368.9734950102948,42.903894768638935,14882.920062458177,1653.6577847175752,25.8,1.29,40691.858577057676,2034.592928852884,20.0,4.529269347865412,8.408205069692213,4.6,13,3.7399917021694455,0.23,8.408205069692213,26.24491339418057,2.6,0.2888888888888889,2.9172086735019485,0.0,9,17.456120100469832,0.6,5.681403794507861,20.78850562665849,0.8,6.289217500893205,26.24491339418057,0.6,5.543829668903951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,11.184306505921029,0.4,8.740427097212523,0.0,0.0,0.0,0.0,0.0,0.0
2,actuated,0,0,338.8366319427989,38.5041627207726,200338.8366319428,22259.870736882534,50.0,2.9411764705882355,37571.32704935552,2210.078061726795,17.0,5.041961499153037,2.899214360197296,5.8,4,3.450872060235207,0.3411764705882353,2.899214360197296,11.25793458895572,0.8,0.08888888888888889,2.915392639715641,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,11.25793458895572,0.2,8.882624002639187,10.978157708293566,0.2,9.108996487129524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8568369445263784,0.4,8.246913267672062,0.0,0.0,0.0
3,actuated,0,0,429.6978014321177,52.40217090635583,19075.23098834287,2119.470109815875,76.2,4.430232558139535,34452.89035061552,2003.0750203846233,17.2,3.70159180567655,10.397757114851409,6.4,6,3.1936480665702365,0.37209302325581395,10.397757114851409,58.955693023311255,1.2,0.13333333333333336,3.357527046368529,0.0,9,12.003249797305955,0.2,8.331077140662714,10.913251852230132,0.2,9.163171651680054,0.0,0.0,0.0,0.0,0.0,0.0,58.955693023311255,0.6,4.1820485018882225,0.0,0.0,0.0,11.707619360815329,0.2,8.541446123085771,0.0,0.0,0.0,0.0,0.0,0.0
4,actuated,0,0,533.9713965731227,62.089697275944495,228784.4840183965,25420.498224266277,110.0,5.851063829787234,37895.42182164719,2015.7139266833613,18.8,3.499748792320352,15.936764416669481,7.8,9,2.6757789433075096,0.4148936170212766,15.936764416669481,100.0,1.8,0.19999999999999998,2.7826246623996878,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,11.651294385296467,0.2,8.58273739321157,0.0,0.0,0.0,100.0,1.0,0.0,20.47079769181522,0.4,7.618203735362639,0.0,0.0,0.0,11.308787672913638,0.2,8.842680833022982,0.0,0.0,0.0
5,actuated,0,0,379.9809534432261,43.1796538003666,200379.9809534432,22264.442328160356,147.2,6.943396226415095,41878.91131278903,1975.420344942879,21.2,3.7891692776433326,26.957376911003333,8.6,15,2.879052389610235,0.4056603773584906,26.957376911003337,100.0,3.0,0.3333333333333333,3.8900383920511814,0.0,9,11.44852771448683,0.2,8.734747601952451,12.015767394386785,0.2,8.322398122213603,8.026202694787798,0.4,8.965158353745936,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.125894395368618,0.2,8.988041450548645
6,actuated,0,0,662.5024944110944,75.28437436489709,1835.0221806829527,203.89135340921698,193.6,8.0,42582.704411207196,1759.615884760628,24.2,2.893157833078376,25.625878620381922,11.4,13,2.494396421162833,0.47107438016528924,25.62587862038192,100.0,2.6,0.2888888888888889,2.5106137848743417,0.0,9,12.585197477358179,0.2,7.945842739449131,0.0,0.0,0.0,0.0,0.0,0.0,6.465685723764523,0.2,6.015612123814795,100.0,1.0,0.0,100.0,1.0,0.0,11.582024382314557,0.2,8.634069200605149,0.0,0.0,0.0,0.0,0.0,0.0
7,actuated,2,0,521.6042522653639,57.956028029484884,521.6042522653639,57.956028029484884,58.6,2.2196969696969697,47813.999556753704,1811.1363468467312,26.4,3.4196010227688616,24.395862873502985,9.2,17,3.8474172767349,0.3484848484848485,24.39586287350298,80.0,3.4000000000000004,0.3777777777777778,2.731660614378333,0.0,9,0.0,0.0,0.0,2.5053030526089515,0.2,8.18492351109162,4.431180504509484,0.4,8.48003436168656,60.0,0.8,0.0,80.0,1.0,0.0,60.0,0.8,0.0,12.626282304408392,0.2,7.9199876566268115,0.0,0.0,0.0,0.0,0.0,0.0
8,actuated,2,2,497.2467609692943,55.24964010769937,497.2467609692943,55.24964010769937,67.2,2.5454545454545454,49660.50186605484,1881.0796161384408,26.4,2.8289497180218706,16.23394011289229,9.2,12,1.8935166425888392,0.3484848484848485,16.23394011289229,69.37405839463395,2.4000000000000004,0.2666666666666667,1.9753115868850868,0.0,9,69.37405839463395,0.8,5.292993432659608,0.0,0.2,0.0,0.0,0.0,0.0,29.28738755755944,0.6,1.8152344704024663,0.0,0.0,0.0,35.78194099656912,0.6,2.094772324051282,0.0,0.0,0.0,0.0,0.0,0.0,11.662074067268122,0.2,8.574804054852425
9,actuated,2,2,377.34947101204455,47.16868387650557,17473.58538526993,1941.5094872522143,120.2,5.093220338983051,44883.45430364691,1901.8412840528351,23.6,3.049796985427211,27.302615102326953,12.0,15,2.3373903301605066,0.5084745762711864,27.302615102326953,100.0,3.0,0.3333333333333333,2.932570065299141,0.0,9,100.0,1.0,0.0,32.05534927449378,0.4,5.197002981984858,98.27360283940436,1.0,3.991400285334639,0.0,0.0,0.0,4.137192776630059,0.4,8.321674423851073,11.257391030414396,0.2,8.883052896521699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
