step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed,d7_occ,d7_veh,d7_speed,d8_occ,d8_veh,d8_speed,d9_occ,d9_veh,d9_speed,d10_occ,d10_veh,d10_speed,d11_occ,d11_veh,d11_speed
0,random,0,0,601.5852308057582,54.68956643688711,1000601.5852308061,83383.4654359005,144.6,3.8253968253968256,69540.48506016476,1839.6953719620308,37.8,2.5962719031525077,31.94711325291787,17.6,28,1.7815170757633547,0.4656084656084656,31.94711325291787,100.0,5.6000000000000005,0.46666666666666673,2.441578386608233,0.0,12,0.0,0.0,0.0,2.05460416698088,0.4,8.012287757545709,100.0,1.0,0.0,25.210757369093244,0.8,3.9362235883777354,33.94456469949404,0.8,4.1036552784546565,0.0,0.0,0.0,0.0,0.0,0.0,10.712449055727973,0.4,4.507794545960444,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,11.442983743718287,0.2,8.738979468960249
1,random,0,0,896.3355816967826,81.48505288152569,610404.8007921884,50867.06673268237,248.2,5.937799043062201,70007.21491130808,1674.813753859045,41.8,2.215598084995469,54.64658831482462,24.6,35,2.2677582527224205,0.5885167464114832,54.64658831482462,100.0,7.0,0.5833333333333334,2.548928409119939,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,46.14039182645399,0.6,6.779425660644455,11.857625054251173,0.2,8.433391977101536,10.894027743736956,0.2,9.179341410938724,100.0,1.0,0.0,86.86701515345334,1.0,6.19498186075455,100.0,1.0,0.0,0.0,0.0,0.0
2,random,0,0,1017.7411194914957,97.85972302802843,964216.0740335353,80351.33950279461,387.2,8.8,72656.50198755793,1651.284136080862,44.0,1.4198433441655631,58.333333333333336,31.0,35,1.3029645683869981,0.7045454545454546,58.333333333333336,100.0,7.0,0.5833333333333334,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
3,random,0,0,1454.8473528082866,137.24975026493271,643429.0290491071,53619.08575409226,551.8,11.641350210970463,76202.95552569345,1607.6572895715917,47.4,1.307794118903874,59.312552648148966,35.2,38,1.3317370362015482,0.7426160337552743,59.31255264814896,100.0,7.6000000000000005,0.6333333333333333,1.3924056793563093,0.0,12,0.0,0.0,0.0,11.667170501972066,0.2,8.5710584226996,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.08346127581546625,0.4,8.13780972957611,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
4,random,7,0,1529.5757622411638,159.3308085667879,67686.93127644408,5640.577606370341,601.8,11.94047619047619,82442.43869580445,1635.7626725358025,50.4,0.9106020011567002,55.15718206269289,35.4,36,0.8102084993656622,0.7023809523809523,55.15718206269289,100.0,7.2,0.6,0.587648431410335,0.0,12,41.88618475231465,0.6,7.0517811769240195,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,60.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,60.0,0.8,0.0,100.0,1.0,0.0,0.0,0.0,0.0
5,random,7,7,1445.521577849266,126.80013840783033,155022.8991237976,12918.574926983134,731.6,13.80377358490566,91350.97654371861,1723.6033310135588,53.0,1.3609930472728995,56.149117226475845,34.2,37,1.0660769380297137,0.6452830188679245,56.149117226475845,100.0,7.3999999999999995,0.6166666666666666,1.031606932498741,0.0,12,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,28.952299160421262,0.6,1.726296752265659,0.0,0.0,0.0,11.544393693911843,0.2,8.662213248387129,100.0,1.0,0.0,33.292713863376946,0.6,1.990773189332103,100.0,1.0,0.0,0.0,0.0,0.0
6,random,7,7,600.2475078597323,65.2442943325796,1426953.1273491369,118912.76061242807,907.4,17.38314176245211,86922.9850288569,1665.1912840777184,52.2,1.5307011516235052,59.02355515414366,37.8,42,1.4143510089886995,0.7241379310344828,59.02355515414366,100.0,8.4,0.6999999999999998,2.154901680063617,0.0,12,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,5.22020802128452,0.4,8.092365993000568,0.7970635364762302,0.2,7.810187862427941,100.0,1.0,0.0,16.032177163872348,0.8,3.989476443214069,100.0,1.0,0.0,86.23321312809082,1.0,5.966789862120831
7,random,7,7,1687.3075987446077,187.4786220827342,1520869.4132731585,126739.1177727632,1104.4,19.581560283687942,90360.32422994077,1602.1334083322831,56.4,1.1751642669717508,68.54944977051403,42.2,43,1.5706429860622426,0.74822695035461,68.54944977051403,100.0,8.600000000000001,0.7166666666666668,0.8942932721552475,0.0,12,100.0,1.0,0.0,11.937532673915143,0.2,5.129208383149987,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,10.655864572253222,0.4,5.602310882712983,100.0,1.0,0.0,100.0,1.0,0.0
8,random,7,7,1218.1015247989233,145.0120862855861,2891402.9990396597,240950.24991997165,1313.4,22.11111111111111,98319.80007536252,1655.2154894842176,59.4,0.8729748890106938,83.32908047509552,46.4,51,1.1869113782923475,0.7811447811447811,83.32908047509552,100.0,10.2,0.85,1.2016872486269758,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,11.41849833375602,0.2,8.757719016726943,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,88.53046736739032,1.0,5.662527966796768,100.0,1.0,0.0,100.0,1.0,0.0
9,random,7,7,1421.533159518205,165.2945534323494,2168602.662225821,180716.88851881842,1551.0,24.935691318327976,98150.41438683898,1577.9809386951604,62.2,1.0023285625931984,85.17818271212978,50.8,52,1.427548841417753,0.8167202572347267,85.17818271212978,100.0,10.4,0.8666666666666667,0.18965923072491478,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,22.138192545557445,0.4,2.2759107686989775,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
10,random,13,7,1574.8984287955752,164.05191966620575,2069326.7695759502,172443.89746466253,1530.4,23.258358662613983,109033.12938011289,1657.0384404272475,65.8,1.2717701575961742,87.6277674284484,49.4,55,2.146575356322898,0.7507598784194529,87.6277674284484,100.0,11.0,0.9166666666666666,0.7225511330956103,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,60.0,0.8,0.0,80.0,1.0,0.0,11.53320914138078,0.2,8.670613597147323,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
