step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed,d7_occ,d7_veh,d7_speed,d8_occ,d8_veh,d8_speed,d9_occ,d9_veh,d9_speed,d10_occ,d10_veh,d10_speed,d11_occ,d11_veh,d11_speed
0,mixed_20,0,0,558.9283433230732,49.028802045883616,600558.928343323,50046.57736194358,72.0,2.5899280575539567,51558.663115655676,1854.628169627902,27.8,3.942476667891591,13.49208583790992,11.4,14,3.7453036128496815,0.41007194244604317,13.49208583790992,100.0,2.8000000000000007,0.2333333333333334,1.9644976120185147,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.342021821466005,0.6,3.021501407535914,29.166651084607338,0.6,4.134928765536188,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.014642513406102,0.2,8.323177313716878,0.38171463543960726,0.2,8.094363857433198,0.0,0.2,0.0,0.0,0.0,0.0
1,mixed_20,0,0,535.7961181751037,54.67307328317385,250043.0192511119,20836.91827092599,139.6,4.780821917808219,47806.05787611024,1637.1937628804876,29.2,2.8128439736285897,17.070431961023427,16.4,15,3.270849562455603,0.5616438356164384,17.070431961023427,100.0,3.0,0.25,2.0631291228262367,0.0,12,0.0,0.0,0.0,7.6229869220395585,0.2,8.350163167715072,12.53738167383716,0.2,7.976147061764791,0.0,0.0,0.0,80.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,4.684814936404393,0.4,8.431239244434982
2,mixed_20,0,0,546.6327312575456,62.11735582472109,2501605.6902158493,208467.1408513208,224.6,7.01875,53843.90810323683,1682.6221282261508,32.0,2.8209220212567283,14.334442634488576,19.0,12,3.8015335813991222,0.59375,14.334442634488576,100.0,2.4000000000000004,0.20000000000000004,1.2045085453887614,0.0,12,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,18.616263290493293,0.4,4.796623715553219,52.963893761424,0.6,2.096118925392384,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43315456194562785,0.2,7.561359903719535
3,mixed_20,0,0,877.5710685384605,107.02086201688543,2803584.7245389894,233632.06037824912,332.4,9.337078651685394,58569.85263173773,1645.2205795431948,35.6,1.9837904727803553,27.60683870436516,25.2,21,3.3342981714516644,0.7078651685393258,27.60683870436516,100.0,4.199999999999999,0.3499999999999999,2.1494028424145655,0.0,12,0.0,0.0,0.0,10.153299545047219,0.4,8.38351280046627,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,10.227301511739597,0.4,8.745709899626673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.901463395595101,0.4,8.663611408881843,100.0,1.0,0.0
4,mixed_20,0,0,1121.45895712011,114.43458746123571,1094333.5104949248,91194.4592079104,464.6,11.85204081632653,66295.38190430157,1691.2087220485096,39.2,1.700615259079901,32.027884543690774,28.0,20,2.6262005792974756,0.7142857142857143,32.027884543690774,100.0,4.0,0.3333333333333333,1.1730552537524577,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.25844660188892,0.8,5.048269768528091,100.0,1.0,0.0,100.0,1.0,0.0,11.076167922400373,0.2,9.028393276501399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0
5,mixed_20,0,0,1042.9438550685616,89.90895302315187,9087.498498935744,757.2915415779786,607.4,14.600961538461538,69617.2253550386,1673.4909941115047,41.6,2.506419048267056,38.17649472134514,29.8,23,3.6442746057515105,0.7163461538461539,38.17649472134514,100.0,4.6,0.3833333333333333,0.3385638982405154,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,58.11793665614175,0.6,4.062766778886185,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0
6,mixed_20,0,0,1292.4581412741777,121.93001332775262,166495.79694578712,13874.64974548226,766.6,17.34389140271493,74237.58154839237,1679.5832929500534,44.2,2.812440833766963,49.77027710235267,34.0,31,3.9504360359967974,0.7692307692307693,49.77027710235267,100.0,6.2,0.5166666666666666,1.5941793949605365,0.0,12,38.73567473212688,0.4,4.037721336623632,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,11.373545193471273,0.2,8.792333287373118,47.134105302633884,0.6,6.3000981155296865,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0
7,mixed_20,0,0,1348.9007440972641,132.24517098992786,1156249.0692229741,96354.0891019145,942.4,19.798319327731093,76437.25968432936,1605.82478328423,47.6,2.6113966514953884,70.56910667719488,37.6,44,4.4909200970896155,0.7899159663865546,70.56910667719488,100.0,8.8,0.7333333333333334,1.4225318614282099,0.0,12,100.0,1.0,0.0,33.30065942468764,0.4,4.809547206648093,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,68.70489413543226,0.8,5.538234396160376,44.823726566218625,0.6,6.722600734330052,100.0,1.0,0.0
8,mixed_20,0,0,1337.2363201242138,148.58181334713487,1890421.2623075272,157535.10519229394,1137.2,21.953667953667953,83545.58110514114,1612.8490560838059,51.8,1.3564080478081812,83.33333333333333,41.6,50,2.974542577733164,0.803088803088803,83.33333333333333,100.0,10.0,0.8333333333333334,0.0,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
9,mixed_20,0,0,1253.9689046874278,136.30096790080736,2147478.2509781877,178956.52091484898,1354.0,24.44043321299639,89720.61247149408,1619.5056402796765,55.4,1.1228064737366639,83.33333333333333,45.4,50,1.4514718350675817,0.8194945848375451,83.33333333333333,100.0,10.0,0.8333333333333334,0.0,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
