step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed
0,actuated,0,0,935.4012546996677,133.62875067138108,935.4012546996677,133.62875067138108,146.2,2.758490566037736,88914.51275454464,1677.632316123484,53.0,1.2838933650834634,58.15404965244873,22.2,25,0.9568283647356877,0.4188679245283019,58.15404965244873,100.0,5.0,0.7142857142857143,1.764188547944261,0.0,7,0.0,0.0,0.0,100.0,1.0,0.0,28.797166829514822,0.6,3.900051353623227,100.0,1.0,0.0,29.1192829389513,0.8,3.4264834540430478,100.0,1.0,0.0,49.16189779867494,0.6,5.022785027943551
1,actuated,0,0,652.1977008138126,116.46387514532368,56761.54406360736,8108.792009086766,273.8,5.326848249027237,86555.05407095938,1683.9504683066027,51.4,1.6439787813782516,62.17389915296387,31.2,28,1.5414286551905183,0.6070038910505836,62.17389915296386,100.0,5.6,0.7999999999999999,1.421695131351642,0.0,7,0.0,0.0,0.0,100.0,1.0,0.0,10.220971190326225,0.8,5.182695434210834,100.0,1.0,0.0,24.99632288042079,0.8,4.769170485250659,100.0,1.0,0.0,100.0,1.0,0.0
2,actuated,0,0,942.2314440891774,168.25561501592455,3587542.320905541,512506.0458436487,437.4,8.411538461538461,85749.02435456391,1649.019699126229,52.0,1.8514526641764,68.71919886301482,34.8,30,1.9913415423896839,0.6692307692307692,68.71919886301482,100.0,6.0,0.8571428571428571,2.8475940535124815,0.0,7,42.096932557874425,0.6,7.440736053489922,100.0,1.0,0.0,20.59049134744157,0.6,6.788132369951095,100.0,1.0,0.0,18.346968135787733,0.8,5.704289951146354,100.0,1.0,0.0,100.0,1.0,0.0
3,actuated,0,0,396.29753745460823,79.25950749092165,1357315.7658465074,193902.25226378677,594.6,11.939759036144578,81467.60464432018,1635.8956755887584,49.8,1.6121269939737939,79.7065948352941,36.2,32,1.8041128841049787,0.7269076305220884,79.70659483529411,100.0,6.4,0.9142857142857144,1.684683606263182,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,19.099423452325368,0.6,5.1213288714308645,100.0,1.0,0.0,38.84674039473339,0.8,6.67145637241141,100.0,1.0,0.0,100.0,1.0,0.0
4,actuated,0,0,459.3840932841643,99.86610723568789,3640937.9817989604,520133.9973998515,697.4,14.174796747967479,82107.22780486388,1668.8460935947944,49.2,1.3728249493204419,75.36868400973718,33.4,29,1.6321671276737666,0.6788617886178862,75.36868400973718,100.0,5.800000000000001,0.8285714285714286,1.7257028091033655,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,18.45505495243941,0.2,3.968133899290115,100.0,1.0,0.0,9.125733115720891,0.6,8.111785764433444,100.0,1.0,0.0,100.0,1.0,0.0
5,actuated,0,0,727.4947884178907,134.7212571144242,1015374.3254000215,145053.47505714593,693.2,13.864,82548.42797548987,1650.9685595097974,50.0,1.480784163795862,58.35264805090841,29.4,29,1.6419578191596624,0.588,58.3526480509084,100.0,5.8,0.8285714285714285,2.0999336970208633,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,10.427749114176663,0.8,4.606862226648116,44.865973201874,0.8,2.1516098107703887,9.556424674370021,0.4,5.655512694778477,43.61838936593813,0.8,2.2855511469490595,100.0,1.0,0.0
6,actuated,0,0,591.2299356773375,98.53832261288959,1000591.2299356774,142941.60427652535,719.2,14.859504132231406,75987.31522552812,1569.9858517671098,48.4,1.7026320384783178,69.27830426283477,26.4,29,1.7139438639399396,0.5454545454545454,69.27830426283477,100.0,5.800000000000001,0.8285714285714286,1.7131939340938096,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,14.583555975656282,0.6,5.126097556792909,60.0,0.8,0.0,10.364573864187037,0.4,6.866259981863759,100.0,1.0,0.0,100.0,1.0,0.0
7,actuated,0,0,515.3655161068335,85.89425268447225,1000515.365516107,142930.766502301,826.6,16.66532258064516,80790.24083177261,1628.8355006405768,49.6,1.6132059409231698,70.65206377998086,28.4,30,1.3888733516257552,0.5725806451612904,70.65206377998086,100.0,6.0,0.8571428571428571,2.1463174653303922,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,2.3670993569959364,0.4,8.950792906060816,54.55515490691084,1.0,3.0088092899578265,37.642192195959296,0.6,3.0646200612941064,100.0,1.0,0.0,100.0,1.0,0.0
8,actuated,0,0,696.7632709571001,129.03023536242594,1016080.5487590178,145154.36410843112,947.6,18.5078125,83005.51624452278,1621.2014891508354,51.2,1.4709599580689396,69.54701203791436,30.8,30,1.4704889203628075,0.6015625,69.54701203791436,100.0,6.0,0.8571428571428571,1.252628929197467,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,60.0,0.8,0.3589023926707315,10.516911052541218,0.8,3.1931780418403117,16.312173212859307,0.4,5.216322069871225,100.0,1.0,0.0,100.0,1.0,0.0
9,actuated,0,0,707.1172340272648,117.85287233787746,1000707.1172340272,142958.15960486102,1021.8,19.879377431906615,80009.76364326486,1556.6101876121568,51.4,1.48459802926148,64.0554910562497,30.6,29,1.4594207454499726,0.5953307392996109,64.0554910562497,100.0,5.8,0.8285714285714285,1.5585734428446774,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,29.651954643131262,0.6,2.446239743702346,62.32312859564274,0.8,3.397246618370575,16.413354154973945,0.8,5.06652773783982,40.0,0.6,0.0,100.0,1.0,0.0
