step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed,d7_occ,d7_veh,d7_speed,d8_occ,d8_veh,d8_speed,d9_occ,d9_veh,d9_speed,d10_occ,d10_veh,d10_speed,d11_occ,d11_veh,d11_speed
0,mixed_20,0,0,1206.9300616387382,100.57750513656151,1206.9300616387382,100.57750513656151,245.2,3.83125,108544.83890558779,1696.0131078998093,64.0,1.9809371435152658,58.82713307187205,29.6,42,1.6971858512665239,0.4625,58.827133071872055,100.0,8.399999999999999,0.7000000000000001,1.8534286599476264,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,40.28179092351394,0.8,4.054101300909326,27.269915524090038,0.6,4.196206232232118,0.0,0.0,0.0,14.155995518738962,0.4,3.516645866546383,36.827722414702464,0.6,4.492721844275906,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,87.3901724814192,1.0,5.981468675407781
1,mixed_20,0,0,1159.3629575089656,107.34842199157087,62949.67942809792,5245.80661900816,417.0,6.4953271028037385,103183.20791788427,1607.2150766025588,64.2,1.7728909172821714,73.27019368793619,41.4,46,1.802474728919275,0.6448598130841121,73.27019368793619,100.0,9.2,0.7666666666666666,0.9436563314105211,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,10.91611131051934,0.2,9.160771373193558,0.0,0.2,0.0,100.0,1.0,0.0,68.32621294471494,0.8,2.1631046037326955,100.0,1.0,0.0,100.0,1.0,0.0
2,mixed_20,0,0,819.2898632989925,91.03220703322138,2135061.319403765,177921.7766169804,659.8,9.789317507418398,106960.92366145276,1586.9573243538987,67.4,1.3222481585138253,78.18622915917672,54.0,48,1.540576057745451,0.8011869436201781,78.18622915917672,100.0,9.600000000000001,0.7999999999999999,1.2620321504228322,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,26.63718594477814,0.4,6.521885399054722,0.0,0.0,0.0,11.597563965342488,0.2,8.622500406019265,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
3,mixed_20,0,0,1143.8880645262332,142.98600806577915,2522732.1369708898,210227.67808090747,946.2,13.289325842696629,113732.99240165149,1597.37348878724,71.2,1.1345206378496968,83.33333333333333,60.4,50,1.7292572365741634,0.848314606741573,83.33333333333333,100.0,10.0,0.8333333333333334,0.0,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
4,mixed_20,0,0,1431.9854757927087,149.16515372840718,2504047.334196768,208670.61118306397,1249.2,16.350785340314136,124425.89946435008,1628.611249533378,76.4,1.4324903323652194,84.34213228003388,62.2,52,2.129468561749049,0.8141361256544503,84.34213228003387,100.0,10.4,0.8666666666666667,1.4901488732158634,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,11.23616813626711,0.2,8.89983122246354,0.8694192241392784,0.2,8.98195525612682,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
5,mixed_20,0,0,971.5259737534883,103.35382699505195,2006640.6224999689,167220.0518749974,1569.2,20.01530612244898,124039.99799114221,1582.142831519671,78.4,1.2236526985216645,83.33333333333333,66.6,51,1.748662941572675,0.8494897959183674,83.33333333333333,100.0,10.2,0.85,0.0,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
6,mixed_20,15,0,1397.455408490856,199.63648692726514,3218095.3806190817,268174.61505159014,1815.6,22.47029702970297,126283.14930965666,1562.9102637333744,80.8,0.9315886617675679,80.82364436485653,70.4,51,1.7356092979378053,0.8712871287128713,80.82364436485652,100.0,10.2,0.85,0.6915356596388545,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,9.883732378278296,0.4,8.298427915666254,0.0,0.0,0.0,60.0,0.8,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
7,mixed_20,15,15,2199.827210425191,239.111653307086,2609609.177383368,217467.431448614,2027.2,24.190930787589497,135000.88359233495,1610.9890643476724,83.8,1.094484530688736,77.93466893462256,68.0,48,1.8870710918219662,0.8114558472553699,77.93466893462256,100.0,9.6,0.7999999999999999,0.15718474139957636,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.21602721547083,0.6,1.8862168967949162,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
8,mixed_20,15,15,1763.3961724361354,191.6734970039278,1814646.7136073858,151220.55946728215,2267.8,26.187066974595844,140272.80700026586,1619.7783718275502,86.6,1.104471639624605,77.80095647057034,70.0,51,1.9199712932032993,0.8083140877598153,77.80095647057034,100.0,10.2,0.85,1.0481952454065413,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,5.964190937471017,0.4,8.46598377134651,27.64728670937302,0.8,4.1123591735319875,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
9,mixed_20,15,15,1723.765854250873,205.21022074415154,4721792.90721158,393482.7422676317,2617.0,29.272930648769574,144556.2708548842,1616.96052410385,89.4,1.2152773134055215,76.77291361891217,73.8,50,1.7362073137765508,0.825503355704698,76.77291361891217,100.0,10.0,0.8333333333333334,1.2551227419824602,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,10.719048342916722,0.2,9.329186397977319,0.0,0.0,0.0,10.555915084029266,0.8,5.732286505812205,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
