step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed
0,actuated,0,0,536.4968179526185,86.5317448310675,54393.08859150637,7770.441227358053,64.8,3.176470588235294,34980.22916049164,1714.7171157103744,20.4,2.5331865483828975,46.46343224791248,10.8,21,2.454782038242657,0.5294117647058824,46.46343224791248,100.0,4.2,0.6,2.6163917446742175,0.0,7,0.0,0.0,0.0,8.79203163640284,0.4,8.472507273219525,30.762356779860625,0.8,4.8845712238133485,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,85.6896373191239,1.0,4.957663715686648
1,actuated,0,0,461.2076981642384,92.24153963284769,872534.1418163555,124647.73454519364,121.2,6.247422680412371,31204.794795645103,1608.4945770951085,19.4,1.4587912395736626,47.1820914003298,12.8,18,1.4910478551155761,0.6597938144329897,47.1820914003298,100.0,3.6,0.5142857142857143,0.3451703940640098,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,100.0,1.0,0.0,30.274639802308627,0.4,2.4161927584480685,100.0,1.0,0.0,100.0,1.0,0.0
2,actuated,0,0,744.6286003008196,120.10138714529347,618267.3571904232,88323.90817006046,146.2,6.412280701754386,39360.43394640965,1726.3348222109494,22.8,1.525310801560142,37.38184228077322,11.2,17,1.3497853588538449,0.49122807017543857,37.38184228077322,100.0,3.4,0.4857142857142857,0.523224512100702,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.6,0.0,21.672895965412522,0.8,3.662571584704914,100.0,1.0,0.0,100.0,1.0,0.0
3,actuated,0,0,465.5247545048454,66.50353635783506,465.5247545048454,66.50353635783506,195.6,8.504347826086956,40446.1606478576,1758.5287238198955,23.0,1.9782167763254093,42.931420385509604,12.4,17,1.4461017498739581,0.5391304347826087,42.931420385509604,100.0,3.4,0.4857142857142857,1.6103155776715792,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,3.8892027692230613,0.4,8.811810730583966,96.63073992934414,1.0,2.460398313117087,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
4,actuated,0,0,323.87942479495445,46.268489256422065,323.87942479495445,46.268489256422065,213.0,8.949579831932773,42153.91527003712,1771.1729105057611,23.8,2.400163901635061,37.00565230008432,10.0,17,1.0599092900525615,0.42016806722689076,37.00565230008432,100.0,3.4,0.4857142857142857,1.5663360610338197,0.0,7,0.0,0.0,0.0,0.5649174735617635,0.4,8.50020966390148,0.0,0.0,0.0,40.0,0.6,0.0,18.4746486270285,0.4,2.4641427633352584,100.0,1.0,0.0,100.0,1.0,0.0
5,actuated,0,0,513.2731442204556,73.32473488863651,513.2731442204556,73.32473488863651,233.8,9.352,43442.35659543421,1737.6942638173684,25.0,2.4656392886356944,44.93308459354618,13.0,21,1.9096514465138148,0.52,44.93308459354616,100.0,4.2,0.6,4.111276278263036,0.0,7,4.796958603431847,0.4,8.539869011566042,0.0,0.0,0.0,9.312454730730337,0.4,8.761746668443084,99.87788843479905,1.0,2.710469079325519,0.5442903858619275,0.4,8.766849188506605,100.0,1.0,0.0,100.0,1.0,0.0
6,actuated,0,0,478.9045715035122,82.5697537075021,250171.6610709414,35738.808724420196,245.0,9.959349593495935,40171.33311498351,1632.9810209342888,24.6,1.6859424966405185,47.97029541687055,15.6,18,1.5237009827599373,0.6341463414634146,47.97029541687055,100.0,3.5999999999999996,0.5142857142857142,1.1246766945336135,0.0,7,0.0,0.0,0.0,29.191229279808795,0.4,5.676717880394033,0.0,0.0,0.0,100.0,1.0,0.0,6.60083863828504,0.2,2.196018981341262,100.0,1.0,0.0,100.0,1.0,0.0
7,actuated,0,0,782.1059217742268,150.40498495658207,1078335.6225050464,154047.9460721495,330.2,12.507575757575758,44111.15064468425,1670.8769183592517,26.4,1.9986479594905582,60.0,18.4,22,2.4891892588329143,0.696969696969697,60.0,100.0,4.4,0.6285714285714287,0.0,0.0,7,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,20.0,0.4,0.0,100.0,1.0,0.0,100.0,1.0,0.0
8,actuated,0,0,507.5221383083246,87.50381694971114,1200507.5221383083,171501.0745911869,427.0,16.174242424242426,45603.24445245193,1727.3956231989368,26.4,2.2100728265386347,60.30022043436467,20.2,22,3.202391406297796,0.7651515151515151,60.30022043436467,100.0,4.4,0.6285714285714287,2.5890799449357,0.0,7,0.0,0.0,0.0,100.0,1.0,0.0,10.63808261417364,0.2,9.400190205964849,100.0,1.0,0.0,11.463460426379015,0.2,8.723369408585047,100.0,1.0,0.0,100.0,1.0,0.0
9,actuated,0,0,735.2756021513908,122.54593369189847,601506.231076125,85929.46158230359,518.6,18.654676258992804,45880.71618127896,1650.3854741467253,27.8,1.3480757253981956,60.731699383327474,20.0,23,1.190859594155566,0.7194244604316546,60.731699383327474,100.0,4.6,0.6571428571428571,0.29130572733868443,0.0,7,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,25.121895683292337,0.6,2.039140091370791,100.0,1.0,0.0,100.0,1.0,0.0
