step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed
0,random,0,0,123.56139098520364,32.51615552242201,518.6725837329834,129.66814593324585,7.4,0.4111111111111111,36846.25245396482,2047.0140252202677,18.0,3.114499335423592,14.144577916551384,2.2,11,1.0384763435154853,0.12222222222222222,14.144577916551384,28.2706499863545,2.2,0.55,4.167807872924798,0.0,4,18.964198948938247,0.8,3.9628188797873896,28.2706499863545,1.0,3.9646056469039803,9.34346273091279,0.4,8.743806965007822,0.0,0.0,0.0
1,random,0,0,85.28729217384232,28.429097391280774,598991.4989873458,149747.87474683646,21.6,1.35,31988.980805273353,1999.3113003295846,16.0,2.7918226638384547,11.255371050240228,3.8,9,1.882418667509692,0.2375,11.255371050240228,25.961272956014625,1.7999999999999998,0.44999999999999996,5.074932187957884,0.0,4,25.961272956014625,0.6,5.517889486899398,13.119285810447252,0.8,6.005183566643909,0.0,0.0,0.0,5.940925434499036,0.4,8.77665569828823
2,random,0,0,69.76942167100293,23.25647389033431,1000069.7694216709,250017.44235541773,41.0,3.106060606060606,28744.64467674163,2177.624596722851,13.2,3.397925640634451,8.344826837681794,4.4,7,2.326553350642944,0.3333333333333333,8.344826837681794,26.330066995309664,1.4,0.35,5.060143275857798,0.0,4,1.6104025269385147,0.6,6.3020138274734645,26.330066995309664,0.6,7.336380839269343,0.0,0.0,0.0,5.438837828478995,0.2,6.602178436688384
3,random,0,0,262.91164229611206,73.03101174892002,400262.911642296,100065.727910574,63.8,4.6911764705882355,23850.065945450573,1753.6813195184243,13.6,2.9333611761762954,29.509818066898607,6.0,8,2.319907553695897,0.4411764705882353,29.509818066898603,100.0,1.6,0.4,4.798465328360935,0.0,4,10.443255248868866,0.2,9.575558350049066,7.596017018725547,0.4,9.618302963394674,0.0,0.0,0.0,100.0,1.0,0.0
4,random,0,0,286.18707420520616,71.54676855130154,286.18707420520616,71.54676855130154,98.6,6.32051282051282,27185.654593481147,1742.6701662487915,15.6,1.865828414636147,39.4953972604511,8.4,9,1.1730594032996833,0.5384615384615384,39.4953972604511,100.0,1.8,0.45,1.8540672098377398,0.0,4,0.0,0.0,0.0,49.103939337381064,0.6,5.310756894611615,8.877649704423334,0.2,2.105511944739345,100.0,1.0,0.0
5,random,0,0,212.24801993691636,53.06200498422909,212.24801993691636,53.06200498422909,142.8,8.113636363636363,31837.190520509692,1808.9312795744145,17.6,1.9215854788919735,77.73807142527055,9.8,16,0.7494718310470332,0.5568181818181818,77.73807142527055,100.0,3.2,0.8,2.282628547347862,0.0,4,10.95228570108219,0.2,9.130514189391448,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
6,random,2,0,291.3230874444163,72.83077186110407,291.3230874444163,72.83077186110407,72.2,3.7604166666666665,33549.58491729688,1747.374214442546,19.2,1.7195140580489763,67.65482233859544,8.0,16,0.7398905759709203,0.4166666666666667,67.65482233859544,100.0,3.2,0.8,1.2706698464035868,0.0,4,30.61928935438175,0.4,5.082679385614347,100.0,1.0,0.0,80.0,1.0,0.0,60.0,0.8,0.0
7,random,2,2,208.43751672217672,52.10937918054418,208.43751672217672,52.10937918054418,85.6,4.602150537634409,34367.14071315421,1847.6957372663553,18.6,2.2318809401599444,61.88702723422707,7.6,16,0.9743273140151186,0.40860215053763443,61.88702723422708,100.0,3.2,0.8,0.8848682493725742,0.0,4,100.0,1.0,0.0,100.0,1.0,0.0,20.50034679028954,0.6,1.620222410724704,27.047762146618766,0.6,1.919250586765593
8,random,2,2,237.7285082187331,59.43212705468328,237.7285082187331,59.43212705468328,125.6,7.056179775280899,31958.38273933807,1795.4147606369702,17.8,2.979726469848532,52.78417518182393,9.0,13,1.8822069976497804,0.5056179775280899,52.78417518182394,100.0,2.6,0.65,1.5039697680926887,0.0,4,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,11.13670072729576,0.6,6.015879072370755
9,random,2,2,265.53560898992475,66.38390224748119,265.53560898992475,66.38390224748119,173.6,9.863636363636363,31034.296683167224,1763.3123115435922,17.6,3.6037448077690377,52.717535803774354,10.6,12,3.013953645731655,0.6022727272727273,52.717535803774354,100.0,2.4000000000000004,0.6000000000000001,2.29987770218867,0.0,4,100.0,1.0,0.0,100.0,1.0,0.0,10.870143215097414,0.2,9.19951080875468,0.0,0.2,0.0
