step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed,d7_occ,d7_veh,d7_speed,d8_occ,d8_veh,d8_speed,d9_occ,d9_veh,d9_speed,d10_occ,d10_veh,d10_speed,d11_occ,d11_veh,d11_speed
0,random,1,0,927.2105281748594,82.78665430132673,205169.9853904935,17097.498782541126,210.4,3.2569659442724457,107877.5209780619,1669.9306652950759,64.6,2.2208713574796115,48.71183791829483,29.4,38,1.7971301798518697,0.4551083591331269,48.711837918294826,100.0,7.6000000000000005,0.6333333333333334,1.6882964556809406,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.944427867222316,1.0,3.699663082669698,43.269035174289456,0.8,3.958359313877818,100.0,1.0,0.0,10.349550927401197,0.6,5.168679864533634,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,80.97904105062497,1.2,7.432855207090137,100.0,1.0,0.0
1,random,4,1,1463.5501792163316,128.38159466809927,2592.8787836402184,216.0732319700182,192.6,3.0,101436.48002705234,1580.0074770568901,64.2,1.6263179593667627,62.06064691366543,31.4,44,1.6548145649699368,0.48909657320872274,62.060646913665416,100.0,8.8,0.7333333333333334,1.7574002353251685,0.0,12,0.0,0.0,0.0,15.31274712669557,0.6,8.095202465418916,37.66732526414984,0.6,4.481288991630835,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,11.747690573139664,0.2,8.512311366852268,100.0,1.0,0.0,60.0,0.8,0.0,60.0,0.8,0.0,60.0,0.8,0.0
2,random,2,4,1558.8561905823005,144.33853616502782,3862.5441562612723,321.8786796884394,221.0,3.27893175074184,106973.9101402814,1587.1500020813264,67.4,1.1234004499003942,48.18638690009261,36.8,33,0.8354844560304918,0.5459940652818991,48.18638690009262,100.0,6.599999999999999,0.5499999999999999,0.45112294556792715,0.0,12,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,60.0,0.8,0.0,100.0,1.0,0.0,0.0,0.0,0.0,40.0,0.6,0.0,69.96846794292708,0.8,1.9126673829417336,51.218521271659085,0.6,1.5584896097792658,57.04965358652515,0.6,1.942318354094127
3,random,6,2,1205.2288355633698,103.89903754856637,4576.487680629633,381.3739733858028,274.6,3.9116809116809117,110967.28788641149,1580.7305966725282,70.2,1.287673321231259,64.42336916727818,39.2,41,0.8354468956172003,0.5584045584045584,64.42336916727818,100.0,8.2,0.6833333333333332,0.9089440027743998,0.0,12,0.0,0.0,0.0,22.10258705348906,0.4,7.419483549251818,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,70.47168573497146,0.8,1.836480498810507,100.0,1.0,0.0,0.0,0.0,0.0,80.50615721887766,1.0,1.6513639852304738,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
4,random,6,6,2100.2552890120937,190.93229900109944,136468.70986565392,11372.392488804493,450.0,6.097560975609756,112125.76858518229,1519.3193575227951,73.8,1.3985399761585413,71.9007590017534,49.6,48,1.808585053675943,0.6720867208672087,71.9007590017534,100.0,9.600000000000001,0.7999999999999999,0.6710046358151093,0.0,12,40.0,0.6,0.021318076430684806,20.0,0.6,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,2.8091080210407426,0.4,8.030737553350626,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
5,random,1,6,1712.7285175822558,178.409220581485,1609893.444700821,134157.78705840177,622.2,8.08051948051948,122938.76803360549,1596.6073770598116,77.0,0.9478357674661275,62.45036037239004,51.6,42,1.504367254968784,0.6701298701298701,62.45036037239004,100.0,8.4,0.7000000000000001,1.2465870897348503,0.0,12,72.80459444725551,0.8,4.631796555439532,0.0,0.0,0.0,11.493151996631639,0.2,8.700833333563113,100.0,1.0,0.0,100.0,1.0,0.0,60.0,0.8,0.0,100.0,1.0,0.0,0.0,0.0,0.0,80.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,25.106578024793293,0.6,1.626415187815558
6,random,5,1,1200.5505281103926,125.0573466781659,1580921.0928456315,131743.42440380264,805.6,10.275510204081632,121381.86641624407,1548.2380920439296,78.4,0.8433551306249887,72.73798775636118,51.4,47,0.6548518878176037,0.6556122448979592,72.73798775636119,100.0,9.4,0.7833333333333333,0.7732376539793334,0.0,12,100.0,1.0,0.0,88.51468085393037,1.0,5.936787151843952,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,62.57382115466555,0.8,1.506806895611259,100.0,1.0,0.0,0.0,0.0,0.0,61.76735106773833,0.8,1.8352578002967894,100.0,1.0,0.0,100.0,1.0,0.0,60.0,0.8,0.0
7,random,2,5,1275.1172665699055,144.8996893829438,3652907.3990314417,304408.9499192868,1017.0,12.649253731343284,125150.78398305616,1556.6017908340318,80.4,0.9368345833060405,74.7538800761327,50.4,47,1.2308853629949201,0.6268656716417911,74.75388007613272,100.0,9.4,0.7833333333333333,0.18260717953105252,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,60.0,0.8,0.0,100.0,1.0,0.0,0.0,0.0,0.0,60.0,0.8,0.0,100.0,1.0,0.0,100.0,1.0,0.0,77.04656091359254,0.8,2.19128615437263
8,random,0,2,1781.7079940883655,164.9729624155894,4722.795629254775,393.56630243789795,888.0,10.909090909090908,128185.31476621368,1574.7581666611015,81.4,1.2677646171986765,70.24706607903653,44.6,47,1.9730995977823977,0.547911547911548,70.24706607903653,100.0,9.399999999999999,0.7833333333333333,1.0332603663987112,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,11.476217837653735,0.2,8.713672170974109,80.0,1.0,0.0,60.0,0.8,0.0,69.08764761351733,0.8,1.9748187602305838,60.0,0.8,0.0,0.0,0.0,0.0,62.400927497267276,0.8,1.7106334655798423,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
9,random,2,0,1731.935530610724,163.39014439723812,13259.999376038802,1104.9999480032336,757.4,9.059808612440191,126244.38168895608,1510.1002594372737,83.6,0.8266840625885521,73.68286496999787,49.0,46,1.054080464939255,0.5861244019138756,73.68286496999787,100.0,9.2,0.7666666666666666,0.46982262475826575,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,60.07557817223642,0.8,1.7951101581504487,59.09154363348989,0.6,2.03746450661114,100.0,1.0,0.0,65.02725783424808,0.8,1.8052968323376,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
