step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed,d7_occ,d7_veh,d7_speed,d8_occ,d8_veh,d8_speed,d9_occ,d9_veh,d9_speed,d10_occ,d10_veh,d10_speed
0,mixed_20,0,0,378.7924798245945,36.422353829287935,600378.7924798245,54579.89022543859,20.0,1.2048192771084338,38610.75883292484,2325.949327284629,16.6,5.536897150828862,4.406965520607622,3.6,7,4.201610192645107,0.21686746987951808,4.406965520607622,40.0,1.6,0.14545454545454548,2.0833145386962735,0.0,11,0.0,0.0,0.0,4.334733305784937,0.4,11.684780142549432,0.0,0.0,0.0,0.0,0.0,0.0,4.141887420898911,0.4,11.231679783109577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,40.0,0.6,0.0,0.0,0.0,0.0
1,mixed_20,0,0,647.2683373047557,68.85833375582507,632267.6875354435,57478.88068504031,41.4,2.6538461538461537,28573.07072722457,1831.607097899011,15.6,5.202731473055137,2.418528664295407,5.8,6,4.594437274750616,0.3717948717948718,2.418528664295407,9.202631870745677,1.2,0.10909090909090909,4.146804425640324,0.0,11,1.4152552757366266,0.4,11.563704864308242,0.0,0.0,0.0,9.202631870745677,0.2,10.866456618556137,7.678409054386748,0.4,11.147399205077917,0.0,0.0,0.0,0.0,0.0,0.0,8.307519106380425,0.2,12.03728799410127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,mixed_20,0,0,582.4087315280044,69.3343728009529,2015295.6869176582,183208.6988106962,78.2,4.546511627906977,33156.799379185235,1927.7208941386764,17.2,3.4608385384431752,0.5420324326921001,9.0,2,3.602723136522766,0.5232558139534884,0.5420324326921001,5.962356759613101,0.4,0.03636363636363637,0.9708906302251736,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.962356759613101,0.4,10.67979693247691,0.0,0.0,0.0,0.0,0.0,0.0
3,mixed_20,0,0,738.4259389654657,75.34958560872099,1200738.4259389655,109158.03872172414,122.0,5.754716981132075,41607.544482734535,1962.6200227704967,21.2,4.128912555506879,8.090644860210535,9.6,10,4.000858988070227,0.4528301886792453,8.090644860210535,60.0,2.2,0.2,3.7218563286686464,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,11.637920172738347,0.2,8.592600612113536,5.315113069604536,0.4,10.956610681861644,3.217539795797393,0.4,11.455733555927877,8.826520424175612,0.4,9.93547476545205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.8,0.0
4,mixed_20,0,0,845.3258324273762,88.05477421118502,1085583.176950748,98689.37972279527,171.4,8.320388349514563,38877.84244835663,1887.2739052600305,20.6,3.790276685646025,1.102725373906191,11.0,1,3.895272945897127,0.5339805825242718,1.102725373906191,12.129979112968101,0.2,0.018181818181818184,0.7494579344485469,0.0,11,0.0,0.0,0.0,12.129979112968101,0.2,8.244037278934016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,mixed_20,0,0,373.64644221334095,45.56663929430987,1737858.8492791958,157987.16811629053,232.0,11.047619047619047,41789.65815469402,1989.9837216520962,21.0,4.573874909846439,0.49552003242798615,12.8,2,4.462612331292942,0.6095238095238096,0.49552003242798615,5.450720356707848,0.4,0.03636363636363637,1.0292691729370171,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.450720356707848,0.4,11.321960902307188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,mixed_20,0,0,491.1214874625392,66.3677685760188,2877192.4973142403,261562.95430129458,298.8,13.45945945945946,37580.898167789,1692.8332508013063,22.2,3.491104529694503,3.9444276104066747,14.4,7,4.12524000623737,0.6486486486486487,3.9444276104066747,21.104257825858213,1.4,0.12727272727272726,3.634937789394479,0.0,11,11.484201213560254,0.2,8.707614760521832,0.0,0.0,0.0,0.0,0.0,0.0,4.111758282481901,0.4,11.846457829512662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.688486392573054,0.4,11.495541829336437,21.104257825858213,0.4,7.934701263968337,0.0,0.0,0.0,0.0,0.0,0.0
7,mixed_20,0,0,1063.8007970570638,197.00014760315995,3699054.7952602208,336277.7086600201,380.0,15.573770491803279,38305.987104783446,1569.9175042944034,24.4,1.122839205964596,17.867050783042064,18.4,11,2.2934316752114476,0.7540983606557377,17.867050783042064,100.0,2.2,0.2,1.566864053999275,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.148680574443802,0.2,10.930537926894399,87.38887803901889,1.0,6.304966667097629,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,mixed_20,6,0,1295.1869522588645,170.41933582353482,3507211.885036554,318837.4440942322,331.8,12.473684210526315,45982.86659262185,1728.6791952113476,26.6,0.998564301343667,24.668920631561637,16.6,15,1.0448293695104283,0.6240601503759399,24.668920631561637,100.0,3.2,0.29090909090909095,0.4831124865540964,0.0,11,0.0,0.0,0.0,51.35812694717799,0.6,5.31423735209506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,60.0,0.8,0.0,0.0,0.0,0.0
9,mixed_20,6,6,675.8595095896816,75.09550106552018,2000675.8595095898,181879.6235917809,397.0,14.703703703703704,50611.70316732643,1874.5075247157936,27.0,1.7141795475959622,23.636363636363637,16.6,13,1.1267827994083761,0.6148148148148148,23.636363636363637,100.0,2.8,0.2545454545454545,0.0,0.0,11,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,60.0,0.8,0.0,0.0,0.0,0.0
