step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed
0,random,1,0,150.6885506657897,37.672137666447426,150.6885506657897,37.672137666447426,15.2,0.7916666666666666,32841.71430473651,1710.5059533716933,19.2,2.6311142567245454,40.455188613361344,3.2,14,0.6585077876633245,0.16666666666666666,40.455188613361344,66.10164260268732,2.8,0.7,3.4267454847936767,0.0,4,49.19833258577512,1.0,3.7282018974231566,46.520779264982934,1.0,3.6671524264156456,66.10164260268732,0.8,6.311627615335905,0.0,0.0,0.0
1,random,2,1,233.2160013639547,58.30400034098867,233.2160013639547,58.30400034098867,17.8,0.8725490196078431,34429.37595469617,1687.7145075831452,20.4,2.3619110895203255,58.83863532447158,6.2,14,1.3351670189972729,0.30392156862745096,58.83863532447158,100.0,2.8000000000000003,0.7000000000000001,3.045054247797003,0.0,4,100.0,1.0,0.0,100.0,1.0,0.0,26.70734895664623,0.6,3.6411675229985363,8.6471923412401,0.2,8.539049468189475
2,random,2,2,281.33277462517106,70.33319365629276,281.33277462517106,70.33319365629276,62.2,3.3085106382978724,31861.0708479128,1694.7378110591917,18.8,2.644902398982385,55.44527859918013,11.0,15,1.8441516167486147,0.5851063829787234,55.44527859918013,100.0,3.0,0.75,1.9362829220012214,0.0,4,100.0,1.0,0.0,100.0,1.0,0.0,21.78111439672051,0.8,7.745131688004886,0.0,0.2,0.0
3,random,0,2,351.9594534327483,87.98986335818708,351.9594534327483,87.98986335818708,41.2,2.21505376344086,32968.45039553112,1772.4973330930713,18.6,2.5077879260765568,40.0,6.6,10,1.9081639884383832,0.3548387096774194,40.0,80.0,2.0,0.5,0.0,0.0,4,80.0,1.0,0.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,random,0,0,182.42186402500647,45.60546600625162,182.42186402500647,45.60546600625162,7.2,0.37894736842105264,36539.532349015695,1923.133281527142,19.0,2.632802067343877,24.491920619384686,2.6,8,1.3857611099301155,0.1368421052631579,24.491920619384686,41.113561993422536,1.5999999999999999,0.39999999999999997,5.323791613655076,1.5794055828603737,4,34.64980796005051,0.6,1.6823501723333427,41.113561993422536,0.6,1.5794055828603737,11.461499113505056,0.2,8.724862167652244,10.742813410560643,0.2,9.308548531774344
5,random,3,0,166.85840979651198,41.714602449127995,166.85840979651198,41.714602449127995,21.4,1.0388349514563107,32997.779494262286,1601.83395603215,20.6,2.401261793342031,33.509183254551544,4.6,11,0.6618566278873405,0.22330097087378642,33.509183254551544,66.13748304303641,2.2,0.55,3.795816342724532,0.0,4,66.13748304303641,0.8,2.921380482006736,61.606775009806825,1.0,3.2802315896156067,0.0,0.0,0.0,6.292474965362942,0.4,8.981653299275786
6,random,2,3,215.00914565072057,53.75228641268014,215.00914565072057,53.75228641268014,3.0,0.14150943396226415,35923.889104593996,1694.5230709714149,21.2,1.8368603865787319,52.16965542556054,2.0,15,0.44529710311612203,0.09433962264150944,52.169655425560535,80.81038276691174,3.0,0.75,4.268927972444455,1.7404044786575972,4,40.455714237533016,0.8,1.7404044786575972,37.248511879374746,0.6,2.2660295829063983,50.164012818422634,0.6,5.369004252930288,80.81038276691174,1.0,7.700273575283537
7,random,1,2,238.91407712002396,59.72851928000599,238.91407712002396,59.72851928000599,18.0,0.8108108108108109,35774.03133512663,1611.4428529336321,22.2,1.8578397755920553,76.453555284902,6.4,17,0.7459826223654805,0.2882882882882883,76.453555284902,100.0,3.4,0.85,0.3756094577504219,0.0,4,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,5.81422113960798,0.4,1.5024378310016877
8,random,1,1,278.84262516950173,69.71065629237543,278.84262516950173,69.71065629237543,48.4,2.1228070175438596,40521.13100565452,1777.2425879673035,22.8,2.000128581746073,66.2069306916402,10.8,16,1.169681226071572,0.47368421052631576,66.2069306916402,100.0,3.2,0.8,0.3147546461643193,0.0,4,100.0,1.0,0.0,100.0,1.0,0.0,24.827722766560782,0.6,1.2590185846572772,40.0,0.6,0.0
9,random,2,1,429.21316043365806,107.30329010841452,429.21316043365806,107.30329010841452,105.6,4.934579439252336,37137.67560743079,1735.405402216392,21.4,2.5490149186628366,62.84409916881572,12.6,16,2.108139729375096,0.5887850467289719,62.84409916881572,100.0,3.2,0.8,3.030573212673546,0.0,4,100.0,1.0,0.0,100.0,1.0,0.0,40.00976936591769,1.0,3.324608429583262,11.366627309345176,0.2,8.79768442111092
10,random,3,2,584.5475375759232,146.1368843939808,584.5475375759232,146.1368843939808,148.2,6.990566037735849,36843.64558115629,1737.9078104319003,21.2,2.6298596546854167,52.93361114159097,12.8,11,2.2867474112242543,0.6037735849056604,52.93361114159097,100.0,2.2,0.55,2.1304800460399345,0.0,4,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,11.73444456636389,0.2,8.521920184159738
11,random,0,3,267.9835213309918,66.99588033274794,267.9835213309918,66.99588033274794,60.6,2.7545454545454544,39494.13651949646,1795.1880236134755,22.0,1.990960127061537,21.404865943839155,7.6,10,0.9747055736598057,0.34545454545454546,21.404865943839155,40.0,2.0,0.5,4.755601757860432,0.0,4,40.0,0.6,0.0,33.941448021915335,0.6,1.8520983820090908,6.007641326600606,0.4,8.626962281469975,5.670374426840681,0.4,8.543346367962661
12,random,0,0,181.17729901270593,45.29432475317648,181.17729901270593,45.29432475317648,25.2,1.1666666666666667,40526.593758756484,1876.2311925350225,21.6,2.181969531352692,30.123199918225794,4.6,11,0.5395710234900758,0.21296296296296297,30.123199918225794,59.67226998794558,2.2,0.55,2.6392446350295,0.0,4,59.67226998794558,1.0,2.527159144970721,30.140571300331658,0.8,2.916163249337938,30.679958384625934,0.4,5.113656145809341,0.0,0.0,0.0
13,random,0,0,134.75136051385738,33.687840128464345,134.75136051385738,33.687840128464345,47.0,2.35,40825.49004765116,2041.2745023825582,20.0,3.082126855798239,42.95400989809764,5.4,15,1.0512661932908423,0.27,42.95400989809764,100.0,3.0,0.75,4.134826496070458,0.0,4,28.595800413079928,1.0,4.6560555394640755,21.086453464797046,0.6,4.685789108122526,100.0,1.0,0.0,22.13378571451358,0.4,7.197461336695231
14,random,0,0,164.28907100578095,41.07226775144524,164.28907100578095,41.07226775144524,75.2,4.177777777777778,33977.88160091432,1887.6600889396843,18.0,3.1380353981610236,61.94048816416639,7.2,17,1.6959424030897934,0.4,61.940488164166396,100.0,3.4,0.85,3.153618288986234,0.0,4,28.213175633910623,0.6,6.476979380991341,19.54877702275496,0.8,6.137493774953594,100.0,1.0,0.0,100.0,1.0,0.0
15,random,0,0,342.108688256395,85.52717206409875,342.108688256395,85.52717206409875,112.2,6.6,30773.237487215985,1810.1904404244697,17.0,2.9407005749540254,51.15968027241493,8.2,12,1.948593790822791,0.4823529411764706,51.15968027241493,100.0,2.4,0.6,2.310214544576593,0.0,4,0.0,0.2,0.0,4.638721089659725,0.2,9.240858178306372,100.0,1.0,0.0,100.0,1.0,0.0
16,random,2,0,185.25060565388256,46.31265141347064,185.25060565388256,46.31265141347064,33.2,2.0,31619.936795528978,1904.8154696101794,16.6,3.121760767700775,35.0,4.4,10,2.11993459588952,0.26506024096385544,35.0,80.0,2.0,0.5,0.0,0.0,4,0.0,0.0,0.0,0.0,0.2,0.0,60.0,0.8,0.0,80.0,1.0,0.0
17,random,3,2,177.91068081779224,44.47767020444806,177.91068081779224,44.47767020444806,6.4,0.3516483516483517,31697.32956655957,1741.6115146461302,18.2,3.2225588570596564,34.59649886814731,3.0,11,1.850429773402772,0.16483516483516483,34.59649886814731,60.90568757520202,2.2,0.55,5.613416310845399,1.6735783705250957,4,19.72655730129304,0.4,9.577178908468456,3.2784735573795842,0.4,9.028805502690377,60.90568757520202,0.8,1.6735783705250957,54.47527703871458,0.6,2.174102461697668
18,random,0,3,269.59012166484416,67.39753041621104,269.59012166484416,67.39753041621104,30.6,1.7,29507.092528751156,1639.282918263953,18.0,2.5423420084706274,50.0,8.4,11,1.8450938233132486,0.4666666666666667,50.0,100.0,2.2,0.55,0.0,0.0,4,0.0,0.2,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
19,random,1,0,289.11798746736247,72.27949686684062,289.11798746736247,72.27949686684062,67.4,3.438775510204082,34150.64048350083,1742.3796165051442,19.6,2.7563036969648804,50.764062638475025,10.8,12,2.0963561216243294,0.5510204081632653,50.764062638475025,100.0,2.4,0.6,2.36154467125889,0.0,4,0.0,0.0,0.0,3.0562505539000995,0.4,9.44617868503556,100.0,1.0,0.0,100.0,1.0,0.0
20,random,1,1,200.5289247132384,50.1322311783096,200.5289247132384,50.1322311783096,23.4,1.2061855670103092,35988.009819073915,1855.0520525295833,19.4,2.5741086639139534,17.203139763059596,5.2,8,1.6280539951315387,0.26804123711340205,17.203139763059596,31.91142579673965,1.6,0.4,3.3015022849613,0.0,4,9.200349200442588,0.4,9.378439615760001,0.0,0.0,0.0,27.700784055056147,0.6,1.8522775254676211,31.91142579673965,0.6,1.9752919986175774
21,random,3,1,156.96853364989116,39.24213341247279,156.96853364989116,39.24213341247279,9.2,0.46,35991.07185911665,1799.5535929558325,20.0,2.5467039712058535,28.103790233418096,3.0,10,0.7533743365483812,0.15,28.103790233418096,51.96342956252124,2.0,0.5,6.348234552507978,3.182526552351012,4,3.5729601591197024,0.2,9.306193654425444,10.822857477732555,0.2,9.239704043571173,46.05591373429888,0.8,3.182526552351012,51.96342956252124,0.8,3.664513959684286
