step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed,d7_occ,d7_veh,d7_speed,d8_occ,d8_veh,d8_speed
0,mixed_20,0,0,110.90543837223022,13.863179796528778,295677.80260047945,32853.08917783105,6.0,0.7692307692307693,17554.53523933582,2250.5814409404898,7.8,7.302466039307166,2.5496898893895072,1.8,2,4.465736105623781,0.23076923076923078,2.5496898893895072,11.536445678293319,0.4,0.044444444444444446,1.9368707414302604,0.0,9,0.0,0.0,0.0,11.536445678293319,0.2,8.668181066214999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.410763326212248,0.2,8.763655606657347
1,mixed_20,0,0,148.5515834374524,19.045074799673383,1200148.5515834377,133349.8390648264,16.0,2.3529411764705883,14481.81126467775,2129.6781271584928,6.8,8.344306071431149,5.251268066150772,2.6,5,5.457823490167459,0.38235294117647056,5.251268066150772,12.495764413436632,1.0,0.1111111111111111,3.71220440501655,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,12.238382068626095,0.2,8.17101471740751,0.0,0.0,0.0,12.495764413436632,0.2,8.002711694249815,10.638604509484537,0.4,8.824737476278097,0.0,0.0,0.0,11.88866160380968,0.2,8.411375757213523,0.0,0.0,0.0
2,mixed_20,0,0,370.97450124274394,54.55507371216823,1432583.500357305,159175.944484145,30.0,3.3333333333333335,15172.383103853159,1685.820344872573,9.0,4.529655733047809,0.0,4.0,0,5.7232671560570525,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,mixed_20,0,0,267.802517646965,36.18952941175203,1431842.6822136615,159093.6313570735,50.0,4.62962962962963,21235.667186337854,1966.265480216468,10.8,5.3920691249272235,0.0,4.8,0,5.19484877420592,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,mixed_20,0,0,306.9502838779545,37.43296144853104,800306.950283878,88922.99447598644,70.0,5.072463768115942,28810.222207696184,2087.6972614272595,13.8,5.766945221655821,6.8442845073827625,4.4,7,4.852078411651945,0.3188405797101449,6.8442845073827625,20.0,1.4000000000000001,0.15555555555555556,3.3257234948487957,0.0,9,0.0,0.0,0.0,12.050014828731719,0.2,8.298744974285242,0.0,0.0,0.0,20.0,0.2,0.38933701680272925,15.922140301112222,0.4,4.373154550730305,0.0,0.0,0.0,2.4880142373424974,0.4,8.236107281967998,11.138391199258422,0.2,8.63416762985289,0.0,0.0,0.0
5,mixed_20,0,0,238.25307169237516,26.47256352137502,238.25307169237516,26.47256352137502,90.0,7.5,25064.878332865563,2088.73986107213,12.0,6.889661863856736,2.4714514553953553,4.0,6,5.21337568433149,0.3333333333333333,2.4714514553953553,20.0,1.2,0.13333333333333336,0.8777068792920976,0.0,9,2.2430630985581956,0.4,7.899361913628878,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
6,mixed_20,0,0,443.98074744401595,54.14399359073366,408816.2325931093,45424.02584367881,113.4,8.723076923076922,24313.840947375018,1870.295457490386,13.0,5.404945416958214,14.283031055649454,6.2,9,4.745965014348584,0.47692307692307695,14.283031055649454,55.39503880632196,1.7999999999999998,0.2,2.9657108184085166,0.0,9,11.512871589798124,0.2,8.685930284205792,0.0,0.0,0.0,0.0,0.0,0.0,55.39503880632196,0.6,4.50335693470708,53.74997810560785,0.6,5.004217873546342,0.0,0.0,0.0,0.0,0.0,0.0,7.889390999117154,0.4,8.497892273217438,0.0,0.0,0.0
7,mixed_20,0,0,491.3196409913823,68.23883902658088,778462.4712532999,86495.83013925554,149.2,9.946666666666667,25353.569590686144,1690.2379727124096,15.0,4.218439599129553,24.449812442308982,8.4,13,4.819900839437158,0.56,24.44981244230898,100.0,2.6,0.28888888888888886,1.9364205419706906,0.0,9,0.0,0.0,0.0,8.766182815894581,0.4,8.564209701586515,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,11.282129164886214,0.2,8.8635751761497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,mixed_20,2,0,528.9577147491102,67.81509163450131,1200528.957714749,133392.10641274988,28.0,2.028985507246377,26838.93276321044,1944.8502002326406,13.8,4.25230053731347,13.333333333333334,4.4,8,4.840373904087895,0.3188405797101449,13.333333333333334,60.0,1.6,0.17777777777777778,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.8,0.0,60.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,mixed_20,2,2,257.59427476329967,33.8939835214868,876558.1560164958,97395.35066849954,28.2,2.1044776119402986,26023.16915782978,1942.0275490917745,13.4,5.126190987239831,4.360473534525606,3.6,6,4.9146032387203356,0.26865671641791045,4.360473534525606,13.25451749433114,1.2000000000000002,0.13333333333333333,3.6848895201080527,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,11.787375089687089,0.2,8.483652996458147,0.0,0.0,0.0,13.25451749433114,0.2,7.544597533842275,0.0,0.0,0.0,4.3581437596344585,0.4,8.592198965698481,9.844225467077763,0.4,8.54355618497357,0.0,0.0,0.0
