step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed,d7_occ,d7_veh,d7_speed,d8_occ,d8_veh,d8_speed
0,actuated,0,0,186.07784088699054,20.67531565411006,186.07784088699054,20.67531565411006,6.2,0.28440366972477066,45858.61767450481,2103.6063153442574,21.8,5.392399138733616,15.757840704575175,2.2,21,3.380716346647686,0.10091743119266056,15.757840704575175,45.34953627632632,4.2,0.4666666666666667,4.411908442797569,0.0,9,14.859658181053419,0.4,3.309936667683771,45.34953627632632,1.0,3.523996845032781,29.034969854286317,1.0,3.9001446088409732,4.221275664793893,0.4,8.131594760157167,12.024452535829653,0.2,8.316386937536386,0.0,0.0,0.0,25.066181977201154,0.8,3.8819166475109617,11.264491851685818,0.4,8.643199518416077,0.0,0.0,0.0
1,actuated,0,0,215.40746194968082,28.343087098642215,62677.408590110645,6964.156510012293,20.2,1.3289473684210527,30481.109524628984,2005.3361529361175,15.2,5.277542142962492,5.6155455447228695,4.2,8,4.54409363178461,0.27631578947368424,5.6155455447228695,20.33511396948029,1.5999999999999999,0.17777777777777776,3.148103133308199,0.0,9,11.693577277895884,0.2,8.551703009568154,6.9885906333777825,0.6,4.9713963385782804,20.33511396948029,0.6,6.131253112549022,0.0,0.0,0.0,0.0,0.0,0.0,11.52262802175187,0.2,8.678575739078337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,actuated,0,0,404.57817345576166,48.164068268543055,563733.6189905487,62637.068776727625,41.2,2.641025641025641,31623.34790949311,2027.1376865059685,15.6,4.687254112289089,0.3357277904575224,5.4,3,4.354967171841746,0.34615384615384615,0.3357277904575224,3.0215501141177015,0.6000000000000001,0.06666666666666668,0.9426676601688894,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0215501141177015,0.4,8.484008941520004,0.0,0.0,0.0
3,actuated,0,0,264.81785415879955,30.092937972590857,200264.81785415884,22251.64642823987,66.0,4.285714285714286,32781.5642819998,2128.6730053246624,15.4,5.18982940630877,1.539699348879948,5.8,5,4.350285243347084,0.37662337662337664,1.539699348879948,11.4323983608773,1.0,0.1111111111111111,2.7906085121238298,0.0,9,0.0,0.0,0.0,0.9817625637080596,0.4,8.182626395858824,1.4431332153341714,0.4,8.185779227502643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4323983608773,0.2,8.747070985753,0.0,0.0,0.0,0.0,0.0,0.0
4,actuated,0,0,364.3993107335996,40.48881230373328,364.3993107335996,40.48881230373328,91.6,5.325581395348837,34317.11352822656,1995.1810190829397,17.2,4.737000417486321,11.100007267651222,6.0,7,3.7051087006449634,0.3488372093023256,11.100007267651222,68.97299384006175,1.4000000000000001,0.15555555555555556,3.3829197807085856,0.0,9,6.5342956087158655,0.2,8.4584623019211,0.0,0.0,0.0,0.0,0.0,0.0,12.854395617058856,0.2,7.7794400436292515,0.0,0.0,0.0,68.97299384006175,0.8,5.54164802693618,11.538380343024528,0.2,8.66672765389074,0.0,0.0,0.0,0.0,0.0,0.0
5,actuated,0,0,470.0259218669714,55.95546688892516,216169.88550860033,24018.87616762226,125.2,6.589473684210526,37671.88197159442,1982.7306300839168,19.0,3.5206361837671505,24.301206700206706,8.4,15,3.2259895558426637,0.4421052631578947,24.301206700206706,100.0,3.0,0.3333333333333333,3.524743231914271,0.0,9,0.0,0.2,0.0,0.0,0.0,0.0,11.243556583779366,0.2,8.893982900772345,0.0,0.0,0.0,88.03432540877395,1.0,5.5442575337412725,100.0,1.0,0.0,10.996438528094927,0.2,9.093853409402403,0.0,0.0,0.0,8.436539781212105,0.4,8.190595243312417
6,actuated,0,0,418.13348408557283,47.515168646087815,200418.13348408559,22268.68149823173,165.0,8.009708737864077,41504.53115382581,2014.7830657196996,20.6,3.7172555988097202,26.926300535870446,8.8,15,2.9251209484396687,0.42718446601941745,26.926300535870446,100.0,3.0,0.3333333333333333,2.563027615631588,0.0,9,0.0,0.0,0.0,3.459121696615739,0.4,8.349018294084816,11.395870100584489,0.2,8.775108799710788,27.48171302563378,0.4,5.943121446888687,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,actuated,0,0,274.0563520817809,34.257044010222614,46726.59489512253,5191.843877235837,208.2,9.914285714285715,41393.67495674506,1971.127378892622,21.0,3.9552323245628096,35.6109074829589,9.8,19,2.9708847794237467,0.4666666666666667,35.6109074829589,100.0,3.8000000000000003,0.4222222222222222,2.8003373290101696,0.0,9,7.396058919130155,0.4,8.138320027198642,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,10.9807653546261,0.2,9.106833337247378,2.121343072873856,0.2,7.957882596645504,0.0,0.0,0.0
8,actuated,0,0,550.4746012523765,72.43086858583902,655373.4657979899,72819.27397755443,258.6,11.972222222222221,38207.43889897079,1768.8629119893883,21.6,4.365404023373426,35.45635857187828,11.2,21,4.132046603653375,0.5185185185185185,35.456358571878276,100.0,4.2,0.4666666666666667,1.8934105048214809,0.0,9,0.0,0.0,0.0,7.395095103315725,0.6,8.621993396850304,11.712132043588781,0.4,8.418701146543023,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
9,actuated,0,0,885.6195477914465,113.54096766557007,379667.1437164658,42185.238190718424,323.2,12.335877862595419,44919.009225182956,1714.4660009611816,26.2,2.578766312002714,34.232563199983964,15.4,20,2.9133545117505095,0.5877862595419847,34.232563199983964,100.0,4.0,0.4444444444444444,1.7670449772849683,0.0,9,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,5.785382886967341,0.4,7.929455007333311,0.0,0.0,0.0,2.30768591288836,0.4,7.973949788231403
