step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed
0,mixed_20,0,0,205.03776915117024,34.17296152519504,205.03776915117024,34.17296152519504,8.8,0.5365853658536586,32896.06252985161,2005.8574713324153,16.4,3.3779945522401507,12.45452267888254,2.4,8,1.315433465085897,0.14634146341463414,12.45452267888254,36.12460818121832,1.6,0.26666666666666666,4.170219954799875,0.0,6,0.889333985455778,0.2,8.650121699087322,0.0,0.0,0.0,0.0,0.0,0.0,11.730064420436861,0.2,8.525102370774167,25.983129486184282,0.6,3.444111076720536,36.12460818121832,0.6,4.401984582217224
1,mixed_20,0,0,157.20136643735663,26.200227739559438,157.20136643735663,26.200227739559438,23.2,1.6111111111111112,31304.603669852135,2173.9308104063985,14.4,4.616222380599705,7.739211933385993,4.2,8,2.3476911098635638,0.2916666666666667,7.739211933385993,21.004903480282735,1.6,0.26666666666666666,3.9537942534321755,0.0,6,0.0,0.2,0.0,0.0,0.0,0.0,10.54388626443,0.2,9.484169071260935,0.0,0.0,0.0,21.004903480282735,0.4,7.331031619144821,14.886481855603222,0.8,6.9075648301872965
2,mixed_20,0,0,91.16090812134733,20.71838820939712,1066304.6573694183,177717.44289490304,43.8,3.711864406779661,22349.155331368274,1893.996214522735,11.8,4.460225924282894,21.203432968917323,5.0,10,3.8640789712333334,0.423728813559322,21.203432968917326,87.12943850794034,2.4000000000000004,0.4000000000000001,2.473648222607869,0.0,6,0.09115930556362173,0.2,8.61055627176538,0.0,0.0,0.0,0.0,0.0,0.0,87.12943850794034,1.0,6.158075281911377,0.0,0.4,0.0,40.0,0.8,0.0732577819704547
3,mixed_20,0,0,547.7524272174469,109.55048544348938,1004597.3089495938,167432.8848249323,68.2,4.802816901408451,26860.83182324149,1891.6078748761613,14.2,3.6434537440849,18.98871195479766,6.2,10,3.947023153652293,0.43661971830985913,18.98871195479766,100.0,2.0,0.3333333333333333,2.801841027436564,0.0,6,0.0,0.2,0.0,11.333472972670222,0.2,8.823420697357475,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,2.598798756115741,0.6,7.9876254672619105
4,mixed_20,0,0,478.95974183732903,85.52852532809447,400478.95974183735,66746.49329030623,85.4,6.1,26648.16606187357,1903.4404329909694,14.0,2.5833935960270824,18.525831322480524,5.2,8,2.0594275019269026,0.37142857142857144,18.525831322480524,100.0,1.5999999999999999,0.26666666666666666,1.4128753253258763,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,11.154987934883138,0.4,8.477251951955258,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
5,mixed_20,0,0,320.8258505020618,55.31480181070032,200320.82585050203,33386.804308417006,41.0,3.0597014925373136,28965.27246679963,2161.5874975223605,13.4,4.025191224456882,12.836577689631573,2.4,8,2.5429878307883085,0.1791044776119403,12.836577689631573,60.0,1.6,0.26666666666666666,3.0098734050135447,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,6.827679842763814,0.4,9.138647236954421,60.0,0.8,0.0,0.0,0.0,0.0,10.191786295025622,0.4,8.920593193126845
6,mixed_20,0,0,158.9430794969534,31.78861589939068,1000158.9430794971,166693.1571799162,34.6,2.582089552238806,24866.473411828072,1855.7069710319458,13.4,3.932882200105063,6.6819558910577825,3.6,5,3.1359950185806627,0.26865671641791045,6.6819558910577825,11.491071182641122,1.0,0.16666666666666666,5.801724013557238,0.0,6,11.336182168697064,0.2,8.821312017738473,11.491071182641122,0.2,8.702408888656443,11.445387318480016,0.2,8.737144250115279,0.0,0.0,0.0,0.0,0.0,0.0,5.819094676528493,0.4,8.54947892483324
7,mixed_20,0,0,268.05128761655106,55.84401825344814,603140.3651732488,100523.39419554146,56.6,3.8767123287671232,25702.088711257842,1760.4170350176605,14.6,2.1113539388853977,19.48816261390372,6.4,6,1.7580148044955628,0.4383561643835616,19.48816261390372,77.07722933634784,1.2000000000000002,0.20000000000000004,1.3791888646749069,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.85174634707448,0.4,3.9677320301988814,0.0,0.0,0.0,77.07722933634784,0.8,4.30740115785056
8,mixed_20,3,0,476.67992656574654,82.18619423547355,3594.994342518042,599.165723753007,69.2,4.435897435897436,28051.149402235482,1798.1506027074029,15.6,2.382316213385958,26.666666666666668,6.4,9,1.9204099876368277,0.41025641025641024,26.666666666666668,100.0,1.8,0.3,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.8,0.0,0.0,0.0,0.0,100.0,1.0,0.0
9,mixed_20,3,3,223.54016179164668,37.25669363194111,223.54016179164668,37.25669363194111,94.0,6.103896103896104,30200.95572286398,1961.1010209651934,15.4,4.0774057003040625,19.324282520129163,6.2,9,2.891005569184819,0.4025974025974026,19.324282520129163,100.0,1.8,0.3,2.9531141744926566,0.0,6,7.693403885027692,0.4,8.790997934713959,0.0,0.0,0.0,8.252291235747293,0.4,8.927687112241983,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0
