step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed
0,random,3,0,236.41135792724563,84.43262783115917,603935.3104661963,120787.06209323925,654.4,15.73076923076923,67468.30847287286,1621.8343382902128,41.6,1.3134698436558265,59.59017387473001,24.4,19,1.3594032970875598,0.5865384615384616,59.59017387473,100.0,3.8,0.76,3.3471490530688257,0.0,5,55.57964078592903,0.8,3.7768922599629455,31.331419962319558,0.8,3.900724971357945,11.039808625401406,0.2,9.058128034023236,100.0,1.0,0.0,100.0,1.0,0.0
1,random,1,3,583.0331287563088,153.4297707253444,9335.231046087038,1867.0462092174075,342.2,8.109004739336493,67359.04768900148,1596.185964194348,42.2,1.0572301409135931,38.64537329169576,19.4,14,0.9434051407984803,0.4597156398104265,38.64537329169576,100.0,2.8,0.5599999999999999,1.2165533818525394,0.0,5,31.753627313713935,0.6,1.9604738203207566,33.671301783170975,0.6,2.106393010051564,0.0,0.0,0.0,27.8019373615939,0.6,2.015900078890375,100.0,1.0,0.0
2,random,1,1,335.4010077349481,83.85025193373703,2423.173320773731,484.63466415474625,172.2,3.967741935483871,62220.35990334785,1433.6488456992593,43.4,1.3088294133534626,80.0,19.2,20,1.2261944936317022,0.4423963133640553,80.0,100.0,4.0,0.8,0.0,0.0,5,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
3,random,0,1,410.07655728508155,102.51913932127039,4069.3242007304493,813.8648401460898,103.0,2.4178403755868545,65145.88445074081,1529.2461138671551,42.6,1.864117892182375,68.0,19.0,19,2.725906053838149,0.4460093896713615,68.0,100.0,3.8,0.76,0.0,0.0,5,100.0,1.0,0.0,80.0,1.0,0.0,0.0,0.0,0.0,60.0,0.8,0.0,100.0,1.0,0.0
4,random,0,0,520.1478852941971,136.88102244584135,15988.868153480842,3197.7736306961683,125.2,2.980952380952381,66323.43884925841,1579.1294964109145,42.0,1.3639356677780201,43.30965535015116,15.8,15,2.329705586309958,0.3761904761904762,43.30965535015116,100.0,3.0,0.6,2.7089107513067767,0.0,5,23.547508378320572,0.6,1.6015553680004835,54.86919298965546,0.6,0.9100286995252496,11.161494522723103,0.2,8.959373657032687,26.97008086005667,0.6,2.0735960319754616,100.0,1.0,0.0
5,random,0,0,695.7382130233466,158.12232114166966,41815.64471717407,8363.128943434815,109.2,2.814432989690722,68032.88390358016,1753.4248428757776,38.8,1.0018956418418363,36.431269845823806,13.2,17,0.92456201249133,0.3402061855670103,36.431269845823806,100.0,3.4,0.6799999999999999,1.7993958751688557,0.0,5,41.48217256697876,1.0,3.101527963740586,100.0,1.0,0.0,0.0,0.0,0.0,14.009176994238999,0.8,4.24019634059559,26.66499966790127,0.6,1.6552550715081018
6,random,2,0,753.0974172472957,156.89529525985327,984.3519732978712,196.87039465957423,78.8,2.0736842105263156,64575.98121473193,1699.367926703472,38.0,2.006416882822783,51.75807780514606,12.4,18,1.4718554793306025,0.3263157894736842,51.75807780514606,100.0,3.6,0.72,2.1188228296364997,0.0,5,24.720337516077393,0.8,4.814545429706403,100.0,1.0,0.0,0.0,0.0,0.0,34.0700515096529,0.8,5.779568718476097,100.0,1.0,0.0
7,random,1,2,704.3041134457947,140.86082268915894,704.3041134457947,140.86082268915894,69.2,1.8020833333333333,61728.399617160416,1607.5104066968859,38.4,2.304556123307244,65.05444345298531,15.4,19,1.9456251323962621,0.4010416666666667,65.05444345298531,100.0,3.8,0.76,1.3214464657659026,0.0,5,25.272217264926553,0.8,6.607232328829513,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
8,random,3,1,890.5065733822037,193.58838551787036,1627.6616462525285,325.5323292505057,120.2,2.9317073170731707,63894.8046138268,1558.409868629922,41.0,1.9943491048502262,78.15997364656903,22.2,21,2.156999192700426,0.5414634146341464,78.15997364656903,100.0,4.2,0.8400000000000001,3.2345583286024535,0.0,5,80.02235369538084,1.0,6.894214504249464,100.0,1.0,0.0,10.777514537464299,0.2,9.278577138762802,100.0,1.0,0.0,100.0,1.0,0.0
9,random,2,3,349.81828043074245,87.45457010768561,48584.37254039715,9716.874508079429,138.4,3.4257425742574257,63563.452884484504,1573.3527941704085,40.4,1.3487036522463904,33.83274789608595,19.2,14,1.22177375020327,0.4752475247524752,33.83274789608595,100.0,2.8,0.5599999999999999,0.9902619018904509,0.0,5,25.260755745765664,0.6,1.795024479370704,20.466011781465454,0.6,1.4666199210211948,0.0,0.0,0.0,23.436971953198622,0.6,1.689665109060356,100.0,1.0,0.0
