step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed,d7_occ,d7_veh,d7_speed,d8_occ,d8_veh,d8_speed,d9_occ,d9_veh,d9_speed,d10_occ,d10_veh,d10_speed
0,random,0,0,318.26669415066215,35.36296601674024,608014.5388769282,55274.04898881165,40.6,2.7432432432432434,30385.88950607693,2053.100642302495,14.8,5.397485581192061,2.1087968819142073,6.4,4,4.534093071559185,0.43243243243243246,2.1087968819142073,10.110612549655968,0.8,0.07272727272727274,2.971821805032592,0.0,11,4.628775649306078,0.4,10.975446011516668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.110612549655968,0.2,9.890597578422948,0.0,0.0,0.0,8.457377502094232,0.2,11.823996265418897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,random,0,0,213.0910011513723,28.79608123667193,2908036.4205357786,264366.94732143445,78.2,5.430555555555555,26627.324471118616,1849.1197549387928,14.4,5.826609659538211,1.702627063723231,8.6,2,5.590017595088148,0.5972222222222222,1.702627063723231,10.316677146757343,0.4,0.03636363636363637,1.961864650049665,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4122205541982,0.2,11.887467685341896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.316677146757343,0.2,9.693043465204417,0.0,0.0,0.0,0.0,0.0,0.0
2,random,0,0,645.4107709650077,89.64038485625107,3800645.4107709653,345513.21916099684,123.6,6.943820224719101,32775.619303738626,1841.3269271763274,17.8,4.227504766712563,1.8181818181818181,10.4,2,5.168429990935228,0.5842696629213483,1.8181818181818181,20.0,0.4,0.03636363636363637,0.4951483964654638,0.0,11,0.0,0.2,0.0,20.0,0.2,5.446632361120102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,random,0,0,698.3447902083124,77.59386557870137,2000698.3447902084,181881.66770820075,173.8,8.86734693877551,34640.49884264203,1767.3723899307158,19.6,4.265611064352251,3.206487363327581,11.0,5,4.906144304344367,0.5612244897959183,3.206487363327581,20.0,1.2,0.10909090909090909,2.140912838288652,0.0,11,0.0,0.2,0.0,0.0,0.2,0.0,6.934843537204358,0.4,11.554624611418697,8.336517459399033,0.2,11.995416609756473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.2,0.0,0.0,0.0,0.0
4,random,0,0,574.6136321750446,59.85558668490048,1400574.6136321754,127324.96487565231,232.0,10.74074074074074,41152.42086553526,1905.2046697007067,21.6,2.971279303887594,4.693252833796904,12.4,4,3.029943663603446,0.5740740740740741,4.693252833796904,40.0,0.8,0.07272727272727274,0.4706797916260674,0.0,11,11.625781171765937,0.2,5.177477707886741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.6,0.0,0.0,0.0,0.0
5,random,4,0,600.5971519879988,69.8368781381394,1324449.9963116536,120404.54511924124,251.8,11.99047619047619,42341.15629709245,2016.2455379567832,21.0,3.7595017006068825,9.92161588759576,11.6,7,3.267102568244208,0.5523809523809524,9.92161588759576,100.0,1.4,0.12727272727272726,2.1077347158712545,0.0,11,100.0,1.0,0.0,0.0,0.0,0.0,0.519630955888033,0.2,11.581655170209707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.61814380766532,0.2,11.603426704374094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,random,4,4,699.8050806005044,85.34208300006152,2074383.653707873,188580.3321552612,309.6,13.945945945945946,37264.24896833745,1678.569773348534,22.2,3.206920856584731,13.655973127059001,13.2,12,3.198857440417107,0.5945945945945946,13.655973127059001,100.0,2.4,0.21818181818181823,2.8352518892830414,0.0,11,100.0,1.0,0.0,6.816468001999283,0.2,6.279199989176808,0.0,0.2,0.0,2.0891703214886093,0.4,10.787690740916881,0.0,0.0,0.0,29.66996821109376,0.4,5.529886988526025,0.0,0.0,0.0,0.0,0.0,0.0,11.640097863067354,0.2,8.590993063493745,0.0,0.0,0.0,0.0,0.0,0.0
7,random,4,4,1442.7238795704754,167.7585906477297,2251997.7348301397,204727.06680273998,379.0,15.791666666666666,43101.78832552761,1795.9078468969835,24.0,2.6661136121141036,27.272727272727273,15.4,15,3.3844315884132072,0.6416666666666667,27.272727272727273,100.0,3.0,0.2727272727272727,0.0,0.0,11,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,random,4,4,526.0581312359055,58.45090347065617,2000526.0581312352,181866.00528465773,454.0,19.56896551724138,43509.06602134348,1875.3907767820467,23.2,4.211795628051296,28.856474654484714,15.0,17,4.353499831267603,0.646551724137931,28.856474654484714,100.0,3.4000000000000004,0.3090909090909091,2.0873342487220587,0.0,11,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.734577763146376,0.2,11.448750324477954,100.0,1.0,0.0,0.0,0.0,0.0,8.686643436185477,0.2,11.511926411464692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,random,4,4,553.1610009522919,62.859204653669536,2200553.1610009526,200050.28736372295,531.0,22.5,44927.65857007884,1903.7143461897815,23.6,4.491886005120325,27.272727272727273,16.0,15,4.67950793514539,0.6779661016949152,27.272727272727273,100.0,3.0,0.2727272727272727,0.0,0.0,11,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
