step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed
0,mixed_20,0,0,210.27547641632515,75.09838443440184,200210.27547641625,66736.75849213875,32.8,3.037037037037037,18361.42603763388,1700.1320405216554,10.8,1.5980632557087098,41.35510797235838,5.8,7,0.8990860927007046,0.5370370370370371,41.35510797235838,100.0,1.4,0.4666666666666666,2.268348079928692,0.0,3,100.0,1.0,0.0,24.065323917075148,0.4,6.805044239786076,0.0,0.0,0.0
1,mixed_20,0,0,169.28239730051348,56.42746576683783,169.28239730051348,56.42746576683783,35.8,3.1403508771929824,21160.14612021038,1856.153168439507,11.4,2.4214318756405873,60.0,4.2,10,1.4741423945666434,0.3684210526315789,60.0,100.0,2.0,0.6666666666666666,0.0,0.0,3,80.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
2,mixed_20,0,0,116.474183268232,38.82472775607733,116.474183268232,38.82472775607733,47.6,4.407407407407407,20408.09009430673,1889.6379716950676,10.8,3.954853146592002,45.96305457725956,3.6,8,2.4792669879708384,0.3333333333333333,45.96305457725956,100.0,1.6,0.5333333333333333,0.7628128172716417,0.0,3,37.889163731778694,0.6,2.2884384518149252,100.0,1.0,0.0,0.0,0.0,0.0
3,mixed_20,0,0,150.11148547237838,53.61124481156371,1154.0149766616978,384.6716588872326,67.2,7.148936170212766,14901.218428066126,1585.236002985758,9.4,3.6097023793757885,47.37102219924566,4.2,12,2.7784380967472675,0.44680851063829785,47.37102219924566,100.0,2.4,0.7999999999999999,4.291123253607147,0.0,3,31.691633514890327,1.0,4.024905959061212,100.0,1.0,0.0,10.421433082846647,0.4,8.848463801760229
4,mixed_20,0,0,151.62384605948932,75.81192302974466,632356.2673881336,210785.4224627112,94.0,9.791666666666666,15883.71718848942,1654.5538738009811,9.6,1.0666728712950675,33.333333333333336,6.6,5,1.0432286437561478,0.6875,33.333333333333336,100.0,1.0,0.3333333333333333,0.0,0.0,3,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
5,mixed_20,0,0,350.19898717200834,116.73299572400278,350.19898717200834,116.73299572400278,126.0,11.666666666666666,18668.878860458695,1728.5998944869164,10.8,1.5727510300406344,33.333333333333336,7.2,5,1.3214088779885609,0.6666666666666666,33.333333333333336,100.0,1.0,0.3333333333333333,0.0,0.0,3,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
6,mixed_20,0,0,209.9115011971706,69.97050039905686,209.9115011971706,69.97050039905686,161.6,13.466666666666667,21844.376054377095,1820.3646711980912,12.0,2.6524114348424015,33.333333333333336,7.4,5,1.7945030519721106,0.6166666666666667,33.333333333333336,100.0,1.0,0.3333333333333333,0.0,0.0,3,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
7,mixed_20,0,0,241.37044703297678,80.45681567765892,241.37044703297678,80.45681567765892,201.0,16.475409836065573,21905.429942344366,1795.5270444544562,12.2,3.6775397808597545,40.48875808845082,8.2,7,2.457469748772977,0.6721311475409836,40.48875808845082,100.0,1.4,0.4666666666666666,6.212500509247259,0.0,3,10.882732883530366,0.2,9.188868372514895,100.0,1.0,0.0,10.583541381822101,0.2,9.44863315522688
8,mixed_20,0,0,315.5728210782538,131.48867544927242,32044.572355785687,10681.524118595229,245.2,20.098360655737704,20199.257720311376,1655.6768623206046,12.2,2.8957043834771548,36.49402836653868,9.8,7,3.551859303855429,0.8032786885245902,36.49402836653868,100.0,1.4,0.4666666666666666,3.085649484706422,0.0,3,9.482085099616029,0.4,9.256948454119266,100.0,1.0,0.0,0.0,0.0,0.0
9,mixed_20,0,0,620.0011514902499,310.00057574512493,1004549.1353263583,334849.7117754528,296.2,22.784615384615385,20210.286370011403,1554.6374130778004,13.0,0.680203332071932,33.333333333333336,10.8,5,0.9567856799998676,0.8307692307692308,33.333333333333336,100.0,1.0,0.3333333333333333,0.0,0.0,3,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
10,mixed_20,0,0,469.1338359783416,195.47243165764235,400691.4119669209,133563.80398897364,351.0,24.718309859154928,22965.707224849884,1617.303325693654,14.2,1.801092482447325,33.333333333333336,11.4,5,2.2678127367987475,0.8028169014084507,33.333333333333336,100.0,1.0,0.3333333333333333,0.0,0.0,3,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
11,mixed_20,0,0,658.6553420273822,219.55178067579405,658.6553420273822,219.55178067579405,409.0,25.5625,27457.732091126316,1716.1082556953947,16.0,2.05397349214672,36.78906328280883,12.2,6,2.0445253830493892,0.7625,36.78906328280883,100.0,1.2,0.39999999999999997,3.2152718162475384,0.0,3,10.367189848426506,0.2,9.645815448742615,100.0,1.0,0.0,0.0,0.0,0.0
12,mixed_20,0,0,256.19875725796567,116.45398057180256,41120.96380497901,13706.987934993003,471.0,29.810126582278482,26627.088433551136,1685.2587616171606,15.8,2.418051952530436,33.333333333333336,13.0,5,2.1297921841749106,0.8227848101265823,33.333333333333336,100.0,1.0,0.3333333333333333,0.0,0.0,3,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
13,mixed_20,0,0,184.86685943274415,102.70381079596896,25219.031593732045,8406.343864577348,537.8,33.19753086419753,24855.279312554638,1534.2765007749776,16.2,2.4781753897994343,55.43554258802241,14.2,9,2.8918515715450623,0.8765432098765432,55.43554258802241,100.0,1.8,0.6,2.1296806813729865,0.0,3,0.0,0.0,0.0,100.0,1.0,0.0,66.30662776406723,0.8,6.389042044118959
14,mixed_20,0,0,28.92690134106196,28.92690134106196,4197622.637167007,1399207.5457223356,612.0,37.31707317073171,26334.49696238247,1605.7620099013702,16.4,1.2227787648304376,69.78815521572074,15.0,12,1.8819876486361606,0.9146341463414634,69.78815521572074,100.0,2.4,0.7999999999999999,2.9524639466467004,0.0,3,9.364465647162206,0.4,8.857391839940101,100.0,1.0,0.0,100.0,1.0,0.0
15,mixed_20,0,0,24.554414482466342,24.554414482466342,2000024.5544144823,666674.8514714941,687.0,41.890243902439025,26043.729175278117,1588.032266785251,16.4,1.3093106137681754,66.66666666666667,15.2,10,1.9020684102201362,0.926829268292683,66.66666666666667,100.0,2.0,0.6666666666666666,0.0,0.0,3,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
