step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed
0,random,0,0,241.22724973596786,35.47459554940704,200241.22724973597,28605.88960710514,30.0,1.948051948051948,31484.001044942735,2044.415652269009,15.4,3.897245085141966,30.941428369008047,5.0,13,2.8019319377968084,0.3246753246753247,30.941428369008047,100.0,2.5999999999999996,0.3714285714285714,2.5553703892443727,0.0,7,0.0,0.0,0.0,5.3433008108498825,0.4,8.99609390208498,0.0,0.0,0.0,100.0,1.0,0.0,11.24669777220646,0.2,8.891498822625627,100.0,1.0,0.0,0.0,0.0,0.0
1,random,0,0,452.2862451237717,72.94939437480188,6407.441287443418,915.3487553490597,45.0,2.616279069767442,25970.818673556783,1509.9313182300457,17.2,2.1697777561133256,20.390258166595867,7.2,13,1.5140625649140955,0.4186046511627907,20.390258166595864,100.0,2.6,0.37142857142857144,4.1574523779668136,0.0,7,11.335610451700973,0.2,8.821756924876897,0.0,0.0,0.0,8.328102835236848,0.4,9.087983007170259,2.9434890325589436,0.4,6.694052089904076,0.0,0.0,0.0,100.0,1.0,0.0,20.124604846674288,0.6,4.49837462381646
2,random,0,0,627.620262932242,112.07504695218607,466255.3949277388,66607.91356110554,93.0,5.166666666666667,31216.151751132675,1734.2306528407041,18.0,1.8765380772396392,22.857142857142858,11.2,11,2.0236228565462318,0.6222222222222222,22.857142857142858,100.0,2.2,0.31428571428571433,0.018890511478478682,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.6,0.1322335803493508,20.0,0.6,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
3,random,0,0,462.39154471466236,66.05593495923748,462.39154471466236,66.05593495923748,148.0,7.4,34737.77364714605,1736.8886823573025,20.0,2.863688580549931,16.81577325829579,11.4,9,3.0563438631665583,0.57,16.815773258295792,100.0,1.8,0.2571428571428572,2.0686139662772014,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,12.72756239523261,0.4,5.98700426259683,0.0,0.0,0.0,4.982850412837934,0.4,8.49329350134358,100.0,1.0,0.0,0.0,0.0,0.0
4,random,0,0,447.6256032296518,63.94651474709311,447.6256032296518,63.94651474709311,208.4,9.738317757009346,35038.32869990219,1637.3050794346818,21.4,3.2845292270047146,30.66664392513672,13.6,13,4.36727816766153,0.6355140186915887,30.666643925136725,100.0,2.6,0.37142857142857144,2.8043621577014597,0.0,7,82.23584795036146,1.0,7.536004403675782,0.0,0.0,0.0,0.0,0.0,0.0,20.42447039943113,0.4,7.967093437349163,0.0,0.0,0.0,100.0,1.0,0.0,12.006189126164486,0.2,4.127437262885273
5,random,6,0,348.4210536881398,58.070175614689965,1000348.4210536883,142906.91729338403,230.2,10.36936936936937,39088.09044255389,1760.7247947096346,22.2,1.6892607776641484,55.397556742678375,13.8,21,1.1039475451807226,0.6216216216216216,55.397556742678375,100.0,4.2,0.6,1.9353789593929986,0.0,7,100.0,1.0,0.0,11.513589461936249,0.2,8.685388716576918,0.0,0.0,0.0,100.0,1.0,0.0,16.26930773681238,0.2,4.862263999174072,100.0,1.0,0.0,60.0,0.8,0.0
6,random,6,6,607.130811418421,108.41621632471804,610779.9749541527,87254.28213630753,297.0,12.801724137931034,37019.03557940009,1595.6480853189696,23.2,1.515761244969539,47.09913225265503,15.8,18,1.402787433804897,0.6810344827586207,47.09913225265503,100.0,3.6,0.5142857142857143,0.7432353586669562,0.0,7,100.0,1.0,0.0,0.0,0.0,0.0,29.693925768585245,0.4,5.202647510668694,100.0,1.0,0.0,0.0,0.2,0.0,100.0,1.0,0.0,0.0,0.0,0.0
7,random,6,6,1152.6205983315506,185.90654811799203,62373.063661797976,8910.43766597114,385.2,15.046875,41836.731397599346,1634.2473202187246,25.6,1.536961569821091,57.142857142857146,19.2,20,2.076939816567794,0.75,57.142857142857146,100.0,4.0,0.5714285714285714,0.0,0.0,7,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
8,random,6,6,692.5030563439738,98.92900804913911,692.5030563439738,98.92900804913911,480.2,17.785185185185185,45095.27933094357,1670.1955307756878,27.0,1.8760980280573738,67.39650235610733,19.2,25,2.1924882025202272,0.7111111111111111,67.39650235610733,100.0,5.0,0.7142857142857143,2.9222126962928483,0.0,7,100.0,1.0,0.0,20.878412177013956,0.4,7.802353135673706,100.0,1.0,0.0,100.0,1.0,0.0,11.61995026970601,0.2,8.605888810101598,100.0,1.0,0.0,39.27715404603134,0.4,4.047246928274632
9,random,6,6,566.5270238012453,108.94750457716255,844381.7354149051,120625.9622021293,584.6,20.58450704225352,45637.42568355218,1606.9516085757812,28.4,0.8779279892859096,85.71428571428571,22.6,30,0.6216299104711135,0.795774647887324,85.71428571428571,100.0,6.0,0.8571428571428571,0.0,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
10,random,15,6,627.6383178201338,136.44311256959432,1225357.1558710109,175051.02226728728,529.6,18.914285714285715,44533.068962952144,1590.4667486768624,28.0,0.860440753295846,78.80813632709898,19.0,31,0.9210294787549826,0.6785714285714286,78.80813632709898,100.0,6.2,0.8857142857142858,0.6078816115713425,0.0,7,60.0,0.8,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,11.656954289692862,0.4,4.255171280999397,100.0,1.0,0.0,80.0,1.0,0.0
11,random,15,15,603.2347116115366,125.67389825240346,969008.1668370804,138429.7381195829,575.0,20.104895104895103,47847.12522374192,1672.9764064245426,28.6,1.0810275736076498,64.35261601665454,18.8,26,1.1427825451011702,0.6573426573426573,64.35261601665454,100.0,5.199999999999999,0.7428571428571428,0.6994813937642823,0.0,7,22.953832916904275,0.6,1.7262415306067194,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,27.514479199677453,0.6,3.1701282257432575
12,random,15,15,768.1389869402615,116.38469499094872,5877.170027555871,839.5957182222672,666.8,23.645390070921987,47944.32716499978,1700.1534455673682,28.2,1.3925192705600415,58.7795105693408,19.2,24,1.1155456505380854,0.6808510638297872,58.7795105693408,100.0,4.8,0.6857142857142857,0.5792207744041543,0.0,7,11.456573985385603,0.8,4.05454542082908,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
13,random,15,15,830.1994936864734,129.71867088851147,8735.374916487477,1247.9107023553538,766.2,26.97887323943662,46665.67462508609,1643.157557221341,28.4,1.6044542416117626,57.142857142857146,20.8,20,1.5301236698019147,0.7323943661971831,57.142857142857146,100.0,4.0,0.5714285714285714,0.0,0.0,7,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
14,random,15,15,579.8392647082247,96.6398774513708,674891.9580280317,96413.13686114739,873.6,29.12,49786.41783255686,1659.5472610852285,30.0,1.566719200443618,59.654254064376694,22.8,22,1.5654067884778982,0.76,59.6542540643767,100.0,4.4,0.6285714285714287,1.8551944891199361,0.0,7,0.8971642399978919,0.2,8.52064732098952,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,16.68261421063903,0.2,4.465714102850033,100.0,1.0,0.0,0.0,0.0,0.0
15,random,1,15,609.1609214742048,117.14633105273168,599351.1390006779,85621.59128581113,843.4,28.113333333333333,47697.839159144125,1589.9279719714707,30.0,1.2543295428267613,67.38908577713873,21.2,27,1.4089666484521501,0.7066666666666667,67.38908577713873,100.0,5.4,0.7714285714285715,0.5497775085041566,0.0,7,0.0,0.2,0.0,60.0,0.8,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,11.723600439971165,0.4,3.8484425595290963
16,random,1,1,907.9663975947199,168.14192548050366,677240.3284560118,96748.61835085883,925.6,31.06040268456376,49283.819917087225,1653.8194603049403,29.8,1.6561364048025953,62.19352887749786,22.6,23,1.7658641776642399,0.7583892617449665,62.19352887749786,100.0,4.6,0.6571428571428571,0.29750802203785637,0.0,7,0.0,0.0,0.0,35.35470214248505,0.6,2.0825561542649944,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
17,random,1,1,839.9261381191218,139.9876896865203,908158.3800706541,129736.91143866487,1040.2,33.12738853503185,51601.734006025334,1643.367325032654,31.4,1.9579218862320529,58.47733023778436,24.0,22,2.129949273006128,0.7643312101910829,58.47733023778436,100.0,4.4,0.6285714285714287,1.185803685097822,0.0,7,9.34131166449049,0.4,8.300625795684754,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
18,random,1,1,556.4561087027711,89.7509852746405,108792.16862205972,15541.73837457996,1161.0,36.28125,52340.43712471637,1635.6386601473866,32.0,2.263739952512029,60.85910990526032,24.8,24,2.625802234398497,0.775,60.85910990526031,100.0,4.800000000000001,0.6857142857142858,2.049829440183937,0.0,7,0.0,0.0,0.0,9.45056640678331,0.4,9.11490347618237,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,16.56320293003887,0.4,5.233902605105191
19,random,1,1,485.599310011314,127.78929210824053,2266596.435836778,323799.49083382543,1291.4,39.858024691358025,48752.916690434104,1504.719650939324,32.4,0.8135409306590466,57.142857142857146,27.6,20,1.0173052328285936,0.8518518518518519,57.142857142857146,100.0,4.0,0.5714285714285714,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
20,random,1,1,623.3345903405881,173.14849731683003,3462633.8858878375,494661.9836982625,1438.6,40.41011235955056,54613.941044796375,1534.0994675504598,35.6,0.577291719482146,71.13648904713305,31.2,25,0.7996431571963861,0.8764044943820225,71.13648904713305,100.0,5.0,0.7142857142857143,0.5836279856370484,0.0,7,97.95542332993136,1.0,4.085395899459339,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
