step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed,d7_occ,d7_veh,d7_speed
0,mixed_20,0,0,314.47325941462486,41.37806044929275,1724.7109672198978,215.58887090248723,13.2,1.0476190476190477,22415.244794169,1778.9876820769048,12.6,4.006133545673941,3.4654754443556257,3.4,4,2.905874391979627,0.2698412698412698,3.4654754443556257,12.432169556700217,0.8,0.1,3.1407779959394415,0.0,8,3.0358956268048587,0.4,8.923132519889624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.25573837133993,0.2,8.159443109021502,12.432169556700217,0.2,8.043648338604408
1,mixed_20,0,0,312.62705349106034,40.08039147321286,200312.627053491,25039.078381686377,22.0,1.8032786885245902,24678.322486650257,2022.81331857789,12.2,4.442783815100584,0.0,5.0,0,3.837273673201315,0.4098360655737705,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,mixed_20,0,0,320.87001699356244,47.186767204935656,604143.8054037873,75517.97567547341,46.4,3.135135135135135,25441.02134350563,1718.987928615245,14.8,3.221902312030334,5.534292403676133,7.2,4,3.4843670091078733,0.4864864864864865,5.534292403676133,11.829052020357551,0.8,0.1,4.52557748522188,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,10.723843997624272,0.2,9.325014427863152,11.829052020357551,0.2,8.453762806005257,10.597052191182854,0.2,9.436586533300625,11.124391020244389,0.2,8.989256114606004,0.0,0.0,0.0,0.0,0.0,0.0
3,mixed_20,0,0,229.3827792162429,44.11207292620056,2347563.948789142,293445.49359864276,91.0,5.9868421052631575,27304.090681961912,1796.3217553922311,15.2,2.8899396622157623,1.8005122164558784,10.0,4,3.5311491052572745,0.6578947368421053,1.8005122164558784,9.480319666757282,0.8,0.1,2.1435044763146083,0.0,8,0.0,0.0,0.0,9.480319666757282,0.4,8.99285023426637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.923778064889746,0.4,8.155185576250494,0.0,0.0,0.0
4,mixed_20,0,0,697.461503384251,120.25198334211225,1867778.6746448693,233472.33433060866,142.8,7.846153846153846,30836.07182854897,1694.289660909284,18.2,1.8328622174094857,0.024400787158675996,12.0,1,2.265406680390126,0.6593406593406593,0.024400787158675996,0.19520629726940797,0.2,0.025,1.010536220332142,0.0,8,0.19520629726940797,0.2,8.084289762657136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,mixed_20,7,0,727.1058625146898,90.88823281433622,727.1058625146898,90.88823281433622,140.4,7.714285714285714,31360.948807466648,1723.1290553553104,18.2,2.2267947025526373,13.77905155551648,9.0,8,2.2095597443109947,0.4945054945054945,13.779051555516482,97.13686907754266,1.6,0.19999999999999998,1.4500976268684527,0.0,8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.13686907754266,1.0,4.554678930261611,0.0,0.0,0.0,0.0,0.0,0.0,13.095543366589197,0.4,7.046102084686011
6,mixed_20,7,7,339.65430528995455,42.45678816124432,339.65430528995455,42.45678816124432,183.0,11.158536585365853,30845.40047562829,1880.8171021724568,16.4,3.5056185818806385,13.40744092065357,9.2,7,2.440723275581647,0.5609756097560976,13.40744092065357,100.0,1.4,0.175,1.78497555990181,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8214726948053794,0.2,7.333926703466389,100.0,1.0,0.0,0.0,0.0,0.0,5.438054670423185,0.2,6.945877775748092,0.0,0.0,0.0
7,mixed_20,7,7,307.9016660161822,46.65176757820943,502069.332983936,62758.666622992,232.0,13.647058823529411,29647.240485262813,1743.9553226625185,17.0,4.300783736694546,42.850637051382705,11.0,20,3.7603857705276993,0.6470588235294118,42.850637051382705,100.0,4.0,0.5,2.9831562565637992,0.0,8,5.363849971936929,0.4,9.132806592062115,10.22618864064043,0.2,8.970066402200608,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,27.21505779848428,0.4,5.76237705824767,100.0,1.0,0.0,0.0,0.0,0.0
8,mixed_20,7,7,689.6684228258866,107.76069106654478,717904.9327330353,89738.11659162941,293.0,15.585106382978724,32091.749510109414,1707.0079526653942,18.8,3.4934985846244784,50.0,13.6,21,4.8273234101062785,0.723404255319149,50.0,100.0,4.2,0.525,0.0,0.0,8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
9,mixed_20,7,7,382.7905414387063,56.292726682162694,1317583.6275679863,164697.95344599828,358.2,18.09090909090909,34037.23173069458,1719.0521076108373,19.8,3.48596240064238,51.357854069682524,13.6,21,4.367034235292787,0.6868686868686869,51.35785406968253,100.0,4.2,0.525,1.1507127569056925,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,10.862832557460251,0.2,9.20570205524554,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
