step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed
0,actuated,0,0,641.3143503431675,91.61633576330964,641.3143503431675,91.61633576330964,105.6,3.5436241610738257,48366.038250050544,1623.021417786931,29.8,3.0000930913295556,30.17802770688068,12.0,17,3.099935999655035,0.40268456375838924,30.17802770688068,100.0,3.4,0.4857142857142857,2.550014733335759,0.0,7,0.0,0.0,0.0,100.0,1.0,0.0,14.516517120334811,0.8,4.153945029132852,72.91915687629654,0.8,2.7743477713534808,0.0,0.0,0.0,1.4914379094076935,0.4,6.526628162946011,22.31908204212573,0.4,4.3951821699179705
1,actuated,0,0,789.031657701101,119.55025116683349,76132.84894342217,10876.121277631739,179.6,5.8311688311688314,49659.59093942307,1612.3243811500997,30.8,1.4663899577055386,54.62611077881331,18.0,23,1.4161366128930855,0.5844155844155844,54.62611077881332,100.0,4.6,0.6571428571428571,1.710438977744326,0.0,7,66.86797234001062,0.8,6.020164233313574,100.0,1.0,0.0,15.514803111682625,0.8,5.952908610896708,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0
2,actuated,0,0,769.4337819752106,116.5808760568501,201083.09697557526,28726.156710796466,244.6,8.099337748344372,49684.630156988875,1645.1864290393667,30.2,1.8331779014813314,54.285714285714285,18.2,20,2.3972303408073907,0.6026490066225165,54.285714285714285,100.0,4.0,0.5714285714285714,0.0,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0
3,actuated,0,0,599.2405812552753,85.60579732218218,599.2405812552753,85.60579732218218,301.4,9.245398773006135,55148.2205533069,1691.6632071566532,32.6,2.502623115922827,52.971966475786665,17.6,21,2.1130076936255704,0.5398773006134969,52.971966475786665,100.0,4.2,0.6,1.0298897540303835,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,1.3085455337946428,0.4,4.712057963181718,69.49521979671204,0.8,2.497170315030967,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0
4,actuated,0,0,647.1717735435848,95.17231963876247,1105.7567594556187,157.96525135080267,400.0,11.834319526627219,54567.75536315434,1614.4306320459864,33.8,2.5653236371323596,60.16800660998168,23.0,24,2.661501154310071,0.6804733727810651,60.168006609981674,100.0,5.0,0.7142857142857143,1.7268104875381523,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,50.21004616592734,0.8,2.968578113467307,60.0,1.0,0.0,0.0,0.0,0.0,10.966000103944396,0.2,9.119095299299758,100.0,1.0,0.0
5,actuated,0,0,886.649073371262,130.3895696134209,1270.689194572211,181.52702779603013,495.8,13.772222222222222,59310.02044251269,1647.5005678475748,36.0,1.7458929484308345,55.12355359710134,22.2,24,1.5869202955039783,0.6166666666666667,55.12355359710134,100.0,4.8,0.6857142857142857,1.5607942287337282,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.2,0.0,65.86487517970937,0.8,2.0118590565813577,0.0,0.4,0.0,20.0,0.4,8.91370054455474,100.0,1.0,0.0
6,actuated,0,0,596.8669082811414,99.4778180468569,168256.3620131502,24036.623144735746,612.0,16.54054054054054,59308.183985253054,1602.9238914933258,37.0,1.9190536960056164,57.85496324396182,25.4,22,1.8048853291927678,0.6864864864864865,57.85496324396182,100.0,4.4,0.6285714285714287,1.1908753146683526,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,4.984742707732721,0.4,8.336127202678469,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0
7,actuated,0,0,519.148092118585,86.52468201976417,1894256.552023216,270608.07886045944,743.8,19.573684210526316,63197.50456483606,1663.0922253904228,38.0,2.579820009530349,60.709869777149855,28.6,23,2.653476911665978,0.7526315789473684,60.70986977714987,100.0,4.800000000000001,0.6857142857142858,1.5854510021613648,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,33.90139399070222,0.6,2.062851563062122,80.0,1.0,0.0,0.0,0.0,0.0,11.067694449346845,0.2,9.035305452067432,100.0,1.0,0.0
8,actuated,0,0,768.5888477912767,137.24800853415658,4356287.916086275,622326.8451551822,856.0,22.061855670103093,63282.629821346854,1630.9956139522385,38.8,1.947826137788024,55.592366893918175,27.0,22,2.575885367930927,0.6958762886597938,55.592366893918175,100.0,4.4,0.6285714285714287,2.0032926159378537,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,38.562493128981714,0.6,2.3348797673359476,39.81346887126904,0.6,2.40364011451602,10.770606257176496,0.2,9.284528429713008,0.0,0.0,0.0,100.0,1.0,0.0
9,actuated,0,0,798.225590807816,166.29699808496167,3683240.582445319,526177.2260636169,992.8,25.3265306122449,60784.92632471747,1550.6358756305476,39.2,1.5083743604311661,57.142857142857146,29.8,21,2.0254008058355524,0.7602040816326531,57.142857142857146,100.0,4.2,0.6,0.0,0.0,7,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.2,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0
