step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed,d3_occ,d3_veh,d3_speed,d4_occ,d4_veh,d4_speed,d5_occ,d5_veh,d5_speed,d6_occ,d6_veh,d6_speed,d7_occ,d7_veh,d7_speed,d8_occ,d8_veh,d8_speed,d9_occ,d9_veh,d9_speed,d10_occ,d10_veh,d10_speed,d11_occ,d11_veh,d11_speed
0,actuated,0,0,1087.0769021668461,90.58974184723718,1087.0769021668461,90.58974184723718,189.4,3.1778523489932886,100807.22954043986,1691.3964687993264,59.6,1.9470004154854668,56.0683848327065,26.2,37,1.2406001868485368,0.4395973154362416,56.0683848327065,100.0,7.4,0.6166666666666667,0.6903534093039306,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,33.5648415399902,0.6,4.166189015167557,39.255776452487794,0.8,4.11805189647961,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
1,actuated,0,0,1256.4562223079615,104.70468519233013,1256.4562223079615,104.70468519233013,338.8,5.310344827586207,99630.22612471212,1561.6022903559895,63.8,1.899138704962408,63.6013650399965,37.0,42,1.8401004196879693,0.5799373040752351,63.6013650399965,100.0,8.4,0.7000000000000001,1.3932587420551326,0.0,12,10.998336812767207,0.4,8.345543629489839,74.29784501233542,0.8,4.551623202095285,100.0,1.0,0.0,57.920198654855426,0.8,3.8219380730764656,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,20.0,0.4,0.0,100.0,1.0,0.0,100.0,1.0,0.0
2,actuated,0,0,1859.2648763832265,163.09341020905495,3237.8727762011254,269.82273135009376,557.6,8.034582132564841,113370.82203153617,1633.5853318665154,69.4,2.1222463534626765,75.73448006597333,50.4,48,3.4868376395092606,0.7262247838616714,75.73448006597332,100.0,9.600000000000001,0.7999999999999999,1.5087705281605723,0.0,12,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,6.925025161081919,0.2,8.245403398945925,8.14746632443672,0.4,8.15170989288017,100.0,1.0,0.0,93.74126930616114,1.0,1.708133046100774,100.0,1.0,0.0,100.0,1.0,0.0
3,actuated,0,0,1830.1451035496023,172.65519844807568,323005.6291901561,26917.135765846342,823.6,11.53501400560224,113876.98435367746,1594.9157472503846,71.4,1.5093815466060454,75.87888163682783,56.8,47,2.5797350086244055,0.7955182072829131,75.87888163682781,100.0,9.4,0.7833333333333333,0.44583127634811587,0.0,12,10.546579641933818,0.2,5.349975316177391,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
4,actuated,0,0,2257.592605055742,250.8436227839713,2626007.7621806026,218833.98018171688,1127.0,14.52319587628866,122429.90169886111,1577.7049187997566,77.6,1.0882945205371277,83.33333333333333,65.0,50,1.8427081887791743,0.8376288659793815,83.33333333333333,100.0,10.0,0.8333333333333334,0.0,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
5,actuated,0,0,1846.1154073959046,196.39525610594728,2013825.021636673,167818.75180305608,1455.4,17.83578431372549,128618.28227188831,1576.2044396064746,81.6,1.3410629004807404,84.27637613410057,68.6,51,2.340484289073604,0.8406862745098039,84.27637613410059,100.0,10.2,0.85,0.7363869846410491,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,11.316513609206993,0.2,8.83664381569259,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
6,actuated,0,0,1796.4287390216618,199.60319322462908,2253233.942338722,187769.49519489348,1812.4,21.123543123543122,135694.99303280754,1581.5267253240975,85.8,1.3947314737464473,83.96792008835367,74.4,52,2.947687226107055,0.8671328671328671,83.96792008835367,100.0,10.4,0.8666666666666667,0.6978806774287173,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,7.615041060244039,0.4,8.374568129144608,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
7,actuated,0,0,1443.1502167597628,175.9939288731418,2312394.0551989865,192699.50459991556,2193.0,24.695945945945947,136844.245617761,1541.038802001813,88.8,0.9928032838916826,83.33333333333333,78.8,50,2.1800590545683827,0.8873873873873874,83.33333333333333,100.0,10.0,0.8333333333333334,0.0,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
8,actuated,0,0,1373.4905074319577,228.91508457199294,3897029.439182084,324752.45326517365,2604.2,27.882226980728053,146040.62971614432,1563.604172549725,93.4,0.9987958980733204,84.23897907189391,85.4,51,2.0080312710129453,0.9143468950749465,84.2389790718939,100.0,10.2,0.85,0.7667948016276159,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,10.867748862726785,0.2,9.201537619531392,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
9,actuated,0,0,1765.14300847598,245.15875117721944,4110291.2728951885,342524.2727412657,3030.6,31.372670807453417,151342.8999196025,1566.6966865383283,96.6,0.8950665953399023,83.33333333333333,87.4,50,1.8100796468013785,0.9047619047619048,83.33333333333333,100.0,10.0,0.8333333333333334,0.0,0.0,12,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0,100.0,1.0,0.0
