step,control_mode,phase,prev_phase,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength,Throughput,SpeedStd,HaltRatio,det_occ_mean,det_occ_max,det_veh_sum,det_veh_mean,det_speed_mean,det_speed_min,n_detectors,d0_occ,d0_veh,d0_speed,d1_occ,d1_veh,d1_speed,d2_occ,d2_veh,d2_speed
0,random,0,0,136.63124266644107,48.79687238087181,200136.63124266645,66712.21041422215,0.0,0.0,6424.324978297804,1784.5347161938344,3.6,2.362693546358759,4.268829898115314,0.2,2,1.3445882520765264,0.05555555555555555,4.268829898115314,12.806489694345942,0.4,0.13333333333333333,2.5880949048051076,0.0,3,12.806489694345942,0.4,7.764284714415323,0.0,0.0,0.0,0.0,0.0,0.0
1,random,0,0,53.94602043172572,17.98200681057524,53.94602043172572,17.98200681057524,0.0,0.0,5716.436013461035,2381.848338942098,2.4,6.760773268965593,0.0,0.0,0,3.811464846846958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,random,0,0,39.18104310559618,13.060347701865394,39.18104310559618,13.060347701865394,0.0,0.0,4576.463507063395,2288.2317535316974,2.0,9.284174898755797,0.9586883765535011,0.0,2,3.6414693054645824,0.0,0.9586883765535011,2.8760651296605033,0.4,0.13333333333333333,2.906267212455471,0.0,3,0.0,0.0,0.0,2.8760651296605033,0.4,8.718801637366413,0.0,0.0,0.0
3,random,0,0,116.6544623594236,64.80803464412422,161168.78461149457,53722.92820383152,3.2,1.4545454545454546,2792.7781120746176,1269.4445963975536,2.2,6.110602493420507,3.7523214138197623,1.4,1,6.2133631158305995,0.6363636363636364,3.7523214138197623,11.256964241459286,0.2,0.06666666666666667,2.961129894200694,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,11.256964241459286,0.2,8.883389682602083
4,random,0,0,195.45249816822974,108.58472120457208,1200195.4524981682,400065.1508327227,12.0,3.5294117647058822,5817.403364882288,1711.000989671261,3.4,3.094511145426581,0.0,2.2,0,5.4144635042440425,0.6470588235294118,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,random,0,0,216.57673275580032,83.2987433676155,400216.5767327557,133405.52557758524,22.0,4.583333333333333,9033.122122793824,1881.9004422487133,4.8,1.6088838332487894,0.0,2.2,0,1.0442971148943674,0.4583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,random,1,0,79.52527197571665,26.50842399190555,79.52527197571665,26.50842399190555,18.0,4.285714285714286,9614.602806025612,2289.1911442918126,4.2,3.9603255611968535,1.4363117568522437,1.0,1,1.0944919475665507,0.23809523809523808,1.4363117568522437,4.308935270556731,0.2,0.06666666666666667,3.08661628353099,0.0,3,0.0,0.0,0.0,4.308935270556731,0.2,9.25984885059297,0.0,0.0,0.0
7,random,1,1,47.03924662243417,19.599686092680905,5960.945100569874,1986.981700189958,23.6,5.9,7732.840568497963,1933.2101421244909,4.0,5.021876612117816,3.7154898233742037,1.4,2,3.1154729014458558,0.35,3.7154898233742037,11.14646947012261,0.4,0.13333333333333333,2.990483526885457,0.0,3,11.14646947012261,0.2,8.97145058065637,0.0,0.2,0.0,0.0,0.0,0.0
8,random,1,1,386.8366893963027,175.8348588165012,65646.2220129151,21882.074004305032,33.6,6.222222222222222,9044.724477353913,1674.9489772877616,5.4,2.510724331463918,0.46917134999243143,2.8,2,2.9073292193977474,0.5185185185185185,0.46917134999243143,1.4075140499772942,0.4,0.13333333333333333,2.9178654222128295,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,1.4075140499772942,0.4,8.753596266638489
9,random,1,1,116.06830379842282,58.03415189921141,670457.5450697218,223485.84835657393,48.0,9.6,9262.357480203867,1852.4714960407737,5.0,1.6593628470307424,0.0,3.0,0,1.7244431939924958,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
