step,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength
0,154.67351652734598,77.33675826367299,154.67351652734598,77.33675826367299,56.8,2.9583333333333335,32617.242745115527,1698.8147263081003,19.2,2.3722909739157974,30.0,8.0
1,151.69200560028452,75.84600280014226,151.69200560028452,75.84600280014226,22.8,1.163265306122449,35076.71981952618,1789.6285622207236,19.6,2.5644486965244626,8.998355402710558,4.2
2,162.63717688386743,81.31858844193371,162.63717688386743,81.31858844193371,3.4,0.16831683168316833,34022.957267421676,1684.3048152188949,20.2,2.8131516179545626,57.928939260404775,2.0
3,196.47707386096963,98.23853693048481,196.47707386096963,98.23853693048481,17.8,0.8811881188118812,32455.008675040815,1606.6835977742978,20.2,2.9891678721731707,55.35522871115588,5.2
4,225.02941104543115,112.51470552271557,225.02941104543115,112.51470552271557,33.0,1.5277777777777777,36340.744089798995,1682.4418560092129,21.6,2.65531756655341,55.02736239150465,7.4
5,197.40047863487175,98.70023931743587,197.40047863487175,98.70023931743587,24.8,1.1376146788990826,36938.40589410219,1694.4222887202836,21.8,2.540460471660267,15.74907565097945,5.6
6,222.59639880162794,111.29819940081397,222.59639880162794,111.29819940081397,16.2,0.6923076923076923,39607.71493105618,1692.637390216076,23.4,2.380109770909729,54.930004344763006,5.8
7,198.91717329233373,99.45858664616686,198.91717329233373,99.45858664616686,7.4,0.3135593220338983,38157.35805593853,1616.8372057601073,23.6,1.9342547765370675,23.565889867238354,3.2
8,203.9433613699224,101.9716806849612,203.9433613699224,101.9716806849612,4.0,0.16260162601626016,40795.75947992474,1658.3642065010056,24.6,2.2206249385501837,80.0,2.4
9,241.6966993458474,120.8483496729237,241.6966993458474,120.8483496729237,12.2,0.46923076923076923,36924.85849412771,1420.1868651587579,26.0,2.0439896709241885,63.56169386182643,4.4
10,254.41165204884402,127.20582602442201,254.41165204884402,127.20582602442201,13.0,0.48148148148148145,42904.63411161585,1589.060522652439,27.0,1.6436298824818532,18.95667194064174,5.6
11,198.64443369789257,99.32221684894628,198.64443369789257,99.32221684894628,2.8,0.1037037037037037,44309.079454127546,1641.0770168195388,27.0,1.8384774478327706,54.516424569719106,1.8
12,165.65714492851197,82.82857246425598,165.65714492851197,82.82857246425598,3.8,0.1386861313868613,45461.69769480467,1659.186047255645,27.4,2.0545674195763914,22.795250931349074,3.2
13,217.60318933105253,108.80159466552627,217.60318933105253,108.80159466552627,29.8,1.0136054421768708,44916.26283211798,1527.7640419087747,29.4,1.3599572458636895,0.0,8.6
14,263.22606896106595,131.61303448053297,263.22606896106595,131.61303448053297,51.0,1.6887417218543046,47056.17924638609,1558.1516306750361,30.2,1.1022456156571996,18.128584403042396,11.8
15,215.11659558842922,107.55829779421461,215.11659558842922,107.55829779421461,26.4,0.8859060402684564,49072.52376553409,1646.728985420607,29.8,1.4023085014124836,60.0,6.8
16,219.72413709112385,109.86206854556193,219.72413709112385,109.86206854556193,17.8,0.6095890410958904,47357.243270428546,1621.8233996722104,29.2,1.8239104533219161,59.03380693744225,5.8
17,301.97091167743145,150.98545583871572,301.97091167743145,150.98545583871572,17.6,0.5866666666666667,48494.68335301122,1616.4894451003738,30.0,2.147530147727822,54.444105894580446,6.8
18,283.4507176584204,141.7253588292102,283.4507176584204,141.7253588292102,10.4,0.35135135135135137,44112.37060801046,1490.2827908111642,29.6,1.9024760403474352,18.9134696926385,4.8
19,235.55176057735594,117.77588028867797,235.55176057735594,117.77588028867797,3.2,0.10884353741496598,46981.9250882279,1598.0246628648947,29.4,1.827815316184926,52.094377370865175,2.4
