step,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength
0,197.41596186311187,65.8053206210373,197.41596186311187,65.8053206210373,19.6,1.1395348837209303,28471.825926195168,1655.3387166392538,17.2,2.113130399362902,69.01901902514224,3.2
1,635.7089700003065,211.90299000010216,635.7089700003065,211.90299000010216,3.4,0.19767441860465115,29508.834202062724,1715.629895468763,17.2,1.6677552022646263,68.59505694588923,2.4
2,222.0252590156354,74.00841967187847,222.0252590156354,74.00841967187847,0.8,0.04819277108433735,27926.858389600937,1682.34086684343,16.6,2.078820439780375,52.41993698317515,1.0
3,150.51453554653702,50.171511848845675,150.51453554653702,50.171511848845675,4.8,0.2926829268292683,27675.694098541855,1687.5423230818205,16.4,2.542441460998551,55.49758752342465,2.2
4,189.67018674473331,63.22339558157777,189.67018674473331,63.22339558157777,24.6,1.5769230769230769,26353.947568625714,1689.355613373443,15.6,2.468296897403691,46.92370819468247,5.6
5,160.9631872246005,53.6543957415335,160.9631872246005,53.6543957415335,55.2,3.45,30014.44200128311,1875.9026250801944,16.0,3.154634928892933,53.247116927965784,6.8
6,506.69438322269855,168.89812774089953,506.69438322269855,168.89812774089953,58.0,3.4939759036144578,27242.19085489625,1641.095834632304,16.6,2.909765297364942,55.40538148860568,6.6
7,218.806671896786,91.16944662366085,10216.100312472012,3405.366770824004,26.8,1.5227272727272727,31538.156045283737,1791.9406843911215,17.6,2.336222804758724,47.87772710173158,6.6
8,198.8517330217294,66.28391100724313,198.8517330217294,66.28391100724313,11.0,0.6395348837209303,27265.78269416372,1585.219924079286,17.2,3.6843804350819798,47.44843701925428,3.8
9,629.9808857883886,209.99362859612953,629.9808857883886,209.99362859612953,42.8,2.3777777777777778,27359.737482188164,1519.9854156771203,18.0,1.2136719717468663,33.333333333333336,9.0
10,297.7703817480673,99.25679391602243,297.7703817480673,99.25679391602243,80.0,4.49438202247191,29393.66844399451,1651.32968786486,17.8,2.501928954771595,34.77375587457819,10.8
11,434.94794381978954,155.33855136421056,693.8916042932221,231.29720143107406,54.6,2.935483870967742,29687.50554368532,1596.1024485852322,18.6,1.4175532193849465,46.666666666666664,8.6
12,479.0235815142267,199.59315896426114,6066.3661331595895,2022.1220443865298,50.2,2.436893203883495,34864.84462921911,1692.4681858844228,20.6,2.1904359140425935,40.8611770693985,8.8
13,304.8363563514163,101.61211878380544,304.8363563514163,101.61211878380544,33.8,1.625,36606.0043616879,1759.9040558503798,20.8,3.4447648617164153,47.362420602938755,5.2
14,263.0894453231194,87.69648177437313,263.0894453231194,87.69648177437313,5.4,0.2727272727272727,34793.950605428545,1757.2702325974012,19.8,3.8614582070247008,43.32324997922759,2.8
15,215.35293151006644,71.78431050335548,215.35293151006644,71.78431050335548,1.8,0.09782608695652174,31016.916029552456,1685.701958127851,18.4,2.6734119012386004,13.117403994283071,1.4
16,170.24061928612818,56.74687309537606,170.24061928612818,56.74687309537606,1.6,0.09090909090909091,27395.110151402645,1556.540349511514,17.6,3.209694309896638,16.599342868320452,1.6
17,182.29781111594792,60.765937038649305,182.29781111594792,60.765937038649305,11.2,0.6292134831460674,29097.973355084647,1634.7176042182386,17.8,4.762103270224399,33.333333333333336,3.0
18,184.14057118980475,61.380190396601584,184.14057118980475,61.380190396601584,34.2,2.011764705882353,26164.443387358253,1539.0849051387208,17.0,7.6709420771796655,37.085107926119086,6.2
19,330.8750466873347,118.16965953119097,200330.87504668735,66776.95834889579,74.8,4.4523809523809526,24971.654197243468,1486.4079879311587,16.8,7.6218213869642755,33.333333333333336,10.2
20,644.903290016285,230.32260357724468,946.3343181805642,315.44477272685475,121.4,6.5978260869565215,28181.234559968598,1531.588834780902,18.4,5.428409889667616,33.333333333333336,12.4
21,653.5071270990393,217.8357090330131,653.5071270990393,217.8357090330131,99.0,5.26595744680851,31971.10592170236,1700.590740516083,18.8,3.1947560636748817,7.943620104167053,10.8
22,289.6010024356418,96.53366747854727,289.6010024356418,96.53366747854727,82.2,4.372340425531915,32916.28704979858,1750.8663324360946,18.8,3.925997967842334,20.0,8.0
23,210.97171572665064,70.32390524221688,210.97171572665064,70.32390524221688,49.2,2.46,35659.78984371982,1782.989492185991,20.0,4.210519512455109,32.743396383393325,6.4
24,185.26775079424965,61.75591693141655,185.26775079424965,61.75591693141655,8.8,0.46808510638297873,33476.93816339444,1780.6882001805557,18.8,4.293248128905245,23.135144370238738,3.0
25,166.3135338912993,55.4378446304331,166.3135338912993,55.4378446304331,1.8,0.10112359550561797,29122.677197351924,1636.105460525389,17.8,5.362578789605672,26.81175610884812,1.2
26,195.964269266896,65.32142308896533,195.964269266896,65.32142308896533,1.6,0.08888888888888889,28632.65741416941,1590.7031896760784,18.0,5.147922534983176,23.198367840592102,1.6
27,232.20693006880575,77.40231002293525,232.20693006880575,77.40231002293525,1.2,0.06818181818181818,28475.67864914285,1617.9362868831165,17.6,2.496117497926279,13.500138504802711,0.8
28,152.82332494959482,50.941108316531604,152.82332494959482,50.941108316531604,6.0,0.3448275862068966,27613.612495782552,1586.989223895549,17.4,2.880474392872558,16.582886181484657,1.2
29,110.73102403880326,36.91034134626775,110.73102403880326,36.91034134626775,11.2,0.6292134831460674,29780.360365842313,1673.0539531372085,17.8,4.3555809452507965,14.92689037466486,1.4
30,101.65505593894987,33.885018646316624,101.65505593894987,33.885018646316624,0.6,0.034482758620689655,29794.460236713894,1712.3253009605687,17.4,5.541444439139186,12.124680868534293,0.6
31,152.30264400668653,54.39380143095948,200152.30264400668,66717.43421466889,1.2,0.06896551724137931,25971.40534525462,1492.6095026008404,17.4,4.832545699866221,23.74645893698092,1.0
32,201.08086449578258,67.02695483192753,201.08086449578258,67.02695483192753,8.2,0.41836734693877553,29360.473983877735,1497.983366524374,19.6,2.213561691692439,31.372157271362465,2.2
33,156.31049061010182,52.10349687003394,156.31049061010182,52.10349687003394,1.2,0.058823529411764705,36094.528241153464,1769.3396196643855,20.4,3.6285067659838033,35.35184952861755,0.6
34,166.2591480008896,55.41971600029654,166.2591480008896,55.41971600029654,5.0,0.2403846153846154,33697.12352241095,1620.0540155005265,20.8,5.010007422646195,45.30841392106746,2.2
35,299.550695392822,99.85023179760732,299.550695392822,99.85023179760732,5.2,0.24528301886792453,31405.852676959777,1481.408145139612,21.2,2.3929302089887967,52.46142261978207,3.0
36,286.9532886133693,95.65109620445644,286.9532886133693,95.65109620445644,6.2,0.3069306930693069,33517.50209034888,1659.2822817004394,20.2,1.7717149055696402,17.307020151831313,3.2
37,202.6955908972405,67.56519696574684,202.6955908972405,67.56519696574684,10.2,0.5368421052631579,32320.726184368752,1701.0908518088816,19.0,2.485916043998486,18.510965443034213,1.8
38,141.30126762082372,47.10042254027457,141.30126762082372,47.10042254027457,14.2,0.797752808988764,32693.68811242318,1836.724051259729,17.8,4.171982920373752,13.295229066102365,1.4
39,132.61259347747097,44.204197825823655,132.61259347747097,44.204197825823655,20.4,1.1333333333333333,30237.39799316966,1679.8554440649812,18.0,4.686285854032177,10.109436270221673,2.0
40,150.31273619656756,50.10424539885585,150.31273619656756,50.10424539885585,1.6,0.09195402298850575,25114.39315370881,1443.3559283740694,17.4,4.0054044392876245,23.20015640511239,1.0
41,180.02109457751925,60.00703152583975,180.02109457751925,60.00703152583975,12.0,0.6593406593406593,25290.743730031092,1389.6013038478623,18.2,2.613279015462452,33.333333333333336,3.8
42,233.18688470543276,77.72896156847759,233.18688470543276,77.72896156847759,39.4,2.1648351648351647,28228.804855193175,1551.0332338018227,18.2,4.4692102321906395,33.333333333333336,7.0
43,543.0685395919381,181.02284653064604,543.0685395919381,181.02284653064604,74.8,3.978723404255319,28442.712070989597,1512.910216542,18.8,4.697579360271244,39.65384833554102,10.6
44,580.7217127840142,207.40061170857652,200580.721712784,66860.240570928,64.6,3.5494505494505493,29061.562379491173,1596.7891417302842,18.2,2.7437680087565974,6.666666666666667,9.4
45,407.5218216188831,135.84060720629438,407.5218216188831,135.84060720629438,61.6,3.422222222222222,29028.261014348158,1612.6811674637866,18.0,6.343475271758998,33.07334567511324,10.0
46,406.41807683393654,145.14931315497734,200406.41807683394,66802.13935894465,52.8,2.75,33057.47614675529,1721.7435493101711,19.2,4.217828877636765,34.90777738157666,8.8
47,284.9427994535903,94.98093315119677,284.9427994535903,94.98093315119677,17.4,0.8285714285714286,35401.39410040372,1685.780671447796,21.0,2.9557327485093188,14.072531184556661,5.8
48,183.87614253413483,61.29204751137828,183.87614253413483,61.29204751137828,18.2,0.8504672897196262,38886.81995300036,1817.1411192990824,21.4,3.7988920334638365,18.608741087471117,6.2
49,188.6889542831655,62.8963180943885,188.6889542831655,62.8963180943885,19.6,0.9423076923076923,34970.9694792544,1681.2966095795387,20.8,5.183155125809636,38.19983071555271,5.6
50,173.00611162655196,57.668703875517316,173.00611162655196,57.668703875517316,7.4,0.39361702127659576,30010.396526924706,1596.2976876023781,18.8,5.516545312450834,32.79367717982344,3.2
