step,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength
0,62.919024228964986,31.459512114482493,62.919024228964986,31.459512114482493,0.2,0.018518518518518517,22090.924779390672,2045.4559980917288,10.8,5.808113625956635,6.591859980696029,0.6
1,71.833883899592,35.916941949796,71.833883899592,35.916941949796,0.2,0.017241379310344827,22391.908902715288,1930.3369743720075,11.6,5.234808679408904,4.957457878642089,0.2
2,92.51563723828372,46.25781861914186,92.51563723828372,46.25781861914186,0.2,0.01694915254237288,21086.66302876814,1787.005341421029,11.8,4.029126995311847,34.99363718747418,0.6
3,59.90766730768803,29.953833653844015,59.90766730768803,29.953833653844015,0.0,0.0,24524.87974822893,2358.1615142527817,10.4,6.338673368484827,23.504890666291516,0.2
4,63.3932639882499,31.69663199412495,63.3932639882499,31.69663199412495,0.0,0.0,21275.720246514324,2085.8549261288554,10.2,5.916018283201481,24.17353514087239,0.2
5,55.90057036041865,27.950285180209324,55.90057036041865,27.950285180209324,0.0,0.0,19921.513966166734,2032.8075475680341,9.8,6.60204099814779,4.283884499289172,0.2
6,57.66558604899031,28.832793024495157,57.66558604899031,28.832793024495157,0.0,0.0,18334.910274760772,1992.9250298653012,9.2,6.4764472297626146,6.765518631738985,0.2
7,83.41690230786605,41.70845115393303,83.41690230786605,41.70845115393303,6.4,0.5925925925925926,20262.16333444935,1876.126234671236,10.8,4.552531974395708,8.95804725699719,2.8
8,85.48730905777828,42.74365452888914,85.48730905777828,42.74365452888914,2.4,0.23076923076923078,23033.620043386192,2214.771158017903,10.4,4.344123098619237,19.532749230149875,1.4
9,70.28040242399231,35.14020121199616,70.28040242399231,35.14020121199616,0.0,0.0,20824.809964218657,2082.4809964218657,10.0,5.464012190873178,27.624291297101138,0.0
10,60.91147116219609,30.455735581098043,60.91147116219609,30.455735581098043,0.0,0.0,21856.9191018942,2230.2978675402246,9.8,6.042250212803819,7.376228773373157,0.4
11,52.455894228333804,26.227947114166902,52.455894228333804,26.227947114166902,0.0,0.0,22457.170764941715,2495.241196104635,9.0,7.0301857598105215,8.921715019937153,0.0
12,53.9187442762204,26.9593721381102,53.9187442762204,26.9593721381102,0.0,0.0,20373.22690048516,2315.139420509677,8.8,6.856718866791364,13.439855630760462,0.4
13,58.996687729397635,29.498343864698818,58.996687729397635,29.498343864698818,0.0,0.0,20126.23384433638,2454.4187615044366,8.2,6.212255913444521,2.1664064405084105,0.2
14,67.65214712840073,33.826073564200364,67.65214712840073,33.826073564200364,1.8,0.18,19862.36002240514,1986.236002240514,10.0,5.65717232946596,10.383023211688283,1.4
15,75.22674625399245,37.61337312699622,75.22674625399245,37.61337312699622,15.0,1.3157894736842106,24496.953450731475,2148.855565853638,11.4,4.836472412476157,0.027288049617197885,3.6
16,86.49677940691467,43.248389703457335,86.49677940691467,43.248389703457335,8.2,0.6833333333333333,22559.934092610118,1879.9945077175098,12.0,4.2133916874413515,7.17515675809409,2.0
17,100.71576689492822,50.35788344746411,100.71576689492822,50.35788344746411,3.2,0.25396825396825395,24362.851179697518,1933.559617436311,12.6,3.9034787227632157,46.5285253494676,1.8
18,118.88851391455451,59.444256957277254,118.88851391455451,59.444256957277254,7.8,0.5492957746478874,24761.483208889393,1743.7664231612248,14.2,3.1293504389713265,57.17133036505345,3.2
19,98.0405171650552,49.0202585825276,98.0405171650552,49.0202585825276,4.8,0.3582089552238806,24809.644148134692,1851.4659812040816,13.4,3.99035152988479,18.447125562579174,2.2
20,109.57408021799397,54.78704010899698,109.57408021799397,54.78704010899698,7.4,0.5285714285714286,26688.285236789612,1906.3060883421151,14.0,3.433613240888571,51.87046590388121,2.8
21,91.94407490539234,45.97203745269617,91.94407490539234,45.97203745269617,6.0,0.4225352112676056,26339.887660167966,1854.9216662090116,14.2,3.9539768781031355,62.90936992836663,1.4
22,129.31917343792188,64.65958671896094,129.31917343792188,64.65958671896094,14.8,0.891566265060241,25533.172552232336,1538.1429248332734,16.6,2.839210008843831,0.0,6.0
23,172.803217671791,86.4016088358955,172.803217671791,86.4016088358955,60.8,3.4157303370786516,30644.599244958856,1721.606699154992,17.8,2.132428042320204,0.0,11.0
24,163.33375287909584,81.66687643954792,163.33375287909584,81.66687643954792,48.8,2.7111111111111112,33578.59102685547,1865.4772792697486,18.0,2.3603021009785605,38.18124649747375,7.6
25,134.85862270597647,67.42931135298824,134.85862270597647,67.42931135298824,17.4,0.9560439560439561,31628.867836046888,1737.8498811014774,18.2,2.809476046206407,73.97690808587413,4.2
26,143.37694744176522,71.68847372088261,143.37694744176522,71.68847372088261,13.2,0.7096774193548387,36712.68522907271,1973.8002811329413,18.6,2.5919592759853463,68.7326727267154,4.6
27,135.82181134804077,67.91090567402038,135.82181134804077,67.91090567402038,1.0,0.053763440860215055,31672.489831026654,1702.8220339261643,18.6,2.719561483158004,30.725127115943565,0.8
28,134.49340418840183,67.24670209420091,134.49340418840183,67.24670209420091,2.6,0.1326530612244898,35396.450536587356,1805.9413539075183,19.6,2.7211203320120165,80.0,1.8
29,150.81314949045594,75.40657474522797,150.81314949045594,75.40657474522797,0.6,0.031578947368421054,29226.300202849256,1538.2263264657504,19.0,2.686926687363333,31.447889306003276,0.8
30,168.7600849365872,84.3800424682936,168.7600849365872,84.3800424682936,5.2,0.2736842105263158,32508.82624204259,1710.9908548443468,19.0,2.250428178165415,80.0,2.2
31,152.20655726383583,76.10327863191792,152.20655726383583,76.10327863191792,24.0,1.2121212121212122,35822.64394410584,1809.224441621507,19.8,2.432102573633098,65.48639517136422,5.2
32,157.7284654890065,78.86423274450325,157.7284654890065,78.86423274450325,28.0,1.3592233009708738,36184.395948115955,1756.5240751512601,20.6,2.3727779943762672,53.090115542965464,4.8
33,146.39091131225945,73.19545565612972,146.39091131225945,73.19545565612972,8.2,0.41,34532.49138133893,1726.6245690669464,20.0,2.5114089734714895,58.644127947576976,2.6
34,150.89269079240722,75.44634539620361,150.89269079240722,75.44634539620361,1.0,0.04716981132075472,36444.912611880674,1719.0996515038055,21.2,2.429725315846281,70.0,1.4
35,172.75838576994795,86.37919288497397,172.75838576994795,86.37919288497397,4.4,0.2018348623853211,36995.33774039767,1697.0338413026454,21.8,2.153608602818759,17.555824127632604,2.0
36,219.07983867617185,109.53991933808592,219.07983867617185,109.53991933808592,29.0,1.2608695652173914,35295.82396441365,1534.6010419310282,23.0,1.7039347694414275,0.0,7.4
37,263.9867263353569,131.99336316767844,263.9867263353569,131.99336316767844,82.0,3.4453781512605044,39711.548161212784,1668.5524437484364,23.8,1.3820745525496765,0.0,13.2
38,335.90825120798115,167.95412560399058,335.90825120798115,167.95412560399058,139.8,5.637096774193548,40033.95743592047,1614.2724772548577,24.8,1.3770446725470522,0.0,16.2
39,383.8119563348554,191.9059781674277,383.8119563348554,191.9059781674277,85.4,3.5289256198347108,41564.88823167763,1717.5573649453568,24.2,1.3356914465627796,68.88357323921866,11.6
40,244.40337129951087,122.20168564975543,244.40337129951087,122.20168564975543,42.8,1.8135593220338984,40907.59758461792,1733.3727790092341,23.6,1.714757532539307,20.81842011646529,7.6
41,154.05401171955984,77.02700585977992,154.05401171955984,77.02700585977992,29.0,1.2946428571428572,38143.07679380085,1702.8159282946806,22.4,2.6048334086134743,24.105095837684303,4.8
42,154.10608541257318,77.05304270628659,154.10608541257318,77.05304270628659,4.0,0.18691588785046728,34567.00670501269,1615.2806871501257,21.4,2.469113308125238,25.209986756605645,1.0
43,146.78308281688584,73.39154140844292,146.78308281688584,73.39154140844292,4.8,0.23076923076923078,35270.09025907879,1695.677416301865,20.8,2.588998337205768,73.03485127780505,2.2
44,193.00568753870604,96.50284376935302,193.00568753870604,96.50284376935302,10.2,0.4636363636363636,37527.83792301831,1705.8108146826507,22.0,2.0006271703866636,71.45932383583215,4.2
45,195.73925148515363,97.86962574257682,195.73925148515363,97.86962574257682,16.2,0.7431192660550459,36000.663098775316,1651.4065641640054,21.8,2.156291581636898,68.85705785997686,5.0
46,179.94667785195102,89.97333892597551,179.94667785195102,89.97333892597551,13.6,0.6238532110091743,33996.511500923356,1559.473004629512,21.8,2.385051248316824,82.04329959464928,4.6
47,224.8489660826173,112.42448304130865,224.8489660826173,112.42448304130865,11.8,0.5267857142857143,36389.49619931153,1624.5310803264074,22.4,1.7060323276394196,40.62293177308675,4.6
48,248.49475733600406,124.24737866800203,248.49475733600406,124.24737866800203,23.0,1.0,38326.862626747374,1666.385331597712,23.0,1.7702196557528862,0.0,8.0
49,256.61480236005633,128.30740118002817,256.61480236005633,128.30740118002817,60.2,2.4672131147540983,39624.46821048583,1623.9536151838454,24.4,1.6514570888657374,0.0,12.0
50,311.11477417227826,155.55738708613913,311.11477417227826,155.55738708613913,113.0,4.556451612903226,41080.89831488974,1656.487835277812,24.8,1.6227702371515444,0.0,14.8
51,369.1375958079028,184.5687979039514,369.1375958079028,184.5687979039514,64.0,2.644628099173554,40176.31795595291,1660.1784279319384,24.2,1.5383816913164474,78.5142570496248,10.2
52,208.4571384407198,104.2285692203599,208.4571384407198,104.2285692203599,35.8,1.5982142857142858,40037.16717007103,1787.3735343781707,22.4,2.2099426776516946,19.69010243507114,7.0
53,191.79337888613315,95.89668944306658,191.79337888613315,95.89668944306658,35.8,1.5982142857142858,36626.62782878999,1635.1173137852675,22.4,1.938543471139715,7.897016005323394,7.6
54,253.7321755888209,126.86608779441045,253.7321755888209,126.86608779441045,51.4,2.1965811965811968,38073.32579159492,1627.0652047690137,23.4,1.466024541427748,0.0,10.2
55,326.2842940324301,163.14214701621506,326.2842940324301,163.14214701621506,118.8,4.752,41596.72173237265,1663.868869294906,25.0,1.2312191450045835,0.0,16.0
56,422.4627974424631,211.23139872123156,422.4627974424631,211.23139872123156,108.2,4.362903225806452,40553.25771669923,1635.212004705614,24.8,1.2102276932780893,38.786326691404724,13.4
57,275.5861697707867,137.79308488539334,275.5861697707867,137.79308488539334,54.4,2.125,43717.03956006427,1707.6968578150106,25.6,1.499891675082774,40.0,9.6
58,195.36225757061567,97.68112878530783,195.36225757061567,97.68112878530783,36.4,1.5166666666666666,40935.33121884988,1705.6388007854116,24.0,1.9718591304358042,28.99606645776373,6.4
59,142.46722001998322,71.23361000999161,142.46722001998322,71.23361000999161,13.4,0.6146788990825688,42976.886674280395,1971.416819921119,21.8,2.6414774245732033,30.218527073972723,1.8
60,132.40579185231144,66.20289592615572,132.40579185231144,66.20289592615572,5.8,0.29292929292929293,37653.71145617262,1901.7025987965972,19.8,3.363055586616356,65.1904177065353,2.6
61,142.9923482863826,71.4961741431913,142.9923482863826,71.4961741431913,26.0,1.3402061855670102,38591.55749810678,1989.2555411395247,19.4,3.6888561320061077,56.64557154765134,5.4
62,172.99654269321374,86.49827134660687,172.99654269321374,86.49827134660687,37.0,1.9270833333333333,34736.47503139451,1809.1914078851307,19.2,3.438497522845857,54.51861125567973,6.8
63,162.63648784802692,81.31824392401346,162.63648784802692,81.31824392401346,22.4,1.12,35394.22557384875,1769.7112786924376,20.0,2.5932060692937218,18.13080227450655,4.4
64,170.90748944441148,85.45374472220574,170.90748944441148,85.45374472220574,2.4,0.11650485436893204,35926.989059688596,1744.0285951305145,20.6,2.5464683785486173,79.39891400509168,1.0
65,187.3187303223449,93.65936516117245,187.3187303223449,93.65936516117245,2.0,0.09009009009009009,31994.480102930236,1441.1927974292898,22.2,2.065312728902687,43.37278078678878,1.6
66,218.1604880614193,109.08024403070965,218.1604880614193,109.08024403070965,1.0,0.045871559633027525,35366.00423860321,1622.293772412991,21.8,1.7303459248551767,29.37354994138161,0.8
67,200.90255264523373,100.45127632261686,200.90255264523373,100.45127632261686,3.8,0.17117117117117117,36580.71720550438,1647.780054301999,22.2,1.8831946913481867,70.95759436100025,1.8
68,214.49624373122916,107.24812186561458,214.49624373122916,107.24812186561458,6.2,0.27927927927927926,39826.75700165632,1793.998063137672,22.2,2.1675657927497554,67.258083846732,2.4
69,164.79800303331072,82.39900151665536,164.79800303331072,82.39900151665536,1.8,0.08035714285714286,36404.47855504939,1625.1999354932764,22.4,2.635620348762639,15.138942769206096,1.6
70,137.7995337236959,68.89976686184795,137.7995337236959,68.89976686184795,0.4,0.0196078431372549,36504.68802033211,1789.4454911927505,20.4,3.386292403539213,29.72714704154953,0.2
71,107.32925974083767,53.664629870418835,107.32925974083767,53.664629870418835,0.2,0.01020408163265306,32920.90568809508,1679.6380453109734,19.6,3.8748073818940583,38.71641249302513,0.6
72,133.99171406333525,66.99585703166763,133.99171406333525,66.99585703166763,2.6,0.1326530612244898,31225.138464120846,1593.1193093939207,19.6,3.2391967012528498,64.61891715883723,2.0
73,155.15847096557718,77.57923548278859,155.15847096557718,77.57923548278859,6.0,0.30612244897959184,34735.992922394355,1772.244536856855,19.6,2.4047076567980943,63.74500614091744,3.6
74,146.67762523840256,73.33881261920128,146.67762523840256,73.33881261920128,1.8,0.09473684210526316,34397.397663469106,1810.3893507089003,19.0,2.506415897930011,46.527575741393434,1.2
75,142.70351108458254,71.35175554229127,142.70351108458254,71.35175554229127,15.4,0.8020833333333334,35685.68115305405,1858.6292267215651,19.2,2.771972689332708,65.69560180575138,4.2
76,164.03033048717015,82.01516524358507,164.03033048717015,82.01516524358507,21.8,1.1978021978021978,33588.2335449634,1845.5073376353516,18.2,2.911654416461496,61.990176887738926,5.2
77,163.69200519789086,81.84600259894543,163.69200519789086,81.84600259894543,14.0,0.7368421052631579,34343.836525033,1807.5703434227896,19.0,3.3209402582614813,6.103250554445481,4.6
78,223.13613329917243,111.56806664958621,223.13613329917243,111.56806664958621,26.6,1.3434343434343434,31164.406485156156,1573.9599234927352,19.8,2.1435799983112274,0.0,7.2
79,229.65161641096523,114.82580820548262,229.65161641096523,114.82580820548262,81.6,3.8857142857142857,35431.739893274076,1687.2257092035277,21.0,1.6785238126765052,0.0,13.8
80,322.59035161406496,161.29517580703248,322.59035161406496,161.29517580703248,159.6,6.939130434782609,38989.41002996074,1695.1917404330757,23.0,1.347642055598109,0.0,16.6
81,343.42616994711307,171.71308497355653,343.42616994711307,171.71308497355653,247.6,9.904,39506.14277030184,1580.2457108120736,25.0,1.1981429022816883,0.0,18.8
82,431.1971227461374,215.5985613730687,431.1971227461374,215.5985613730687,314.2,12.084615384615384,43207.00312605577,1661.8078125406066,26.0,0.9466017072754868,0.0,19.8
83,285.7863016984406,142.8931508492203,285.7863016984406,142.8931508492203,192.8,7.415384615384616,44962.765941674144,1729.3371516028517,26.0,1.297494418583653,78.57821006586164,13.6
84,252.2447482827662,126.1223741413831,252.2447482827662,126.1223741413831,75.0,2.819548872180451,44594.89254157375,1676.4997196080358,26.6,1.4656641047418284,60.35488785008397,9.2
85,281.2953966566907,140.64769832834534,281.2953966566907,140.64769832834534,17.6,0.6197183098591549,44718.026500509295,1574.578397905257,28.4,1.298310325459491,20.0,6.6
86,332.2327561011549,166.11637805057745,332.2327561011549,166.11637805057745,38.0,1.3103448275862069,45589.748822411246,1572.0603042210776,29.0,1.0990405574371591,0.0,9.4
87,318.98000261319555,159.49000130659778,318.98000261319555,159.49000130659778,24.8,0.8611111111111112,44981.42122756515,1561.8549037349012,28.8,1.1789960906414771,76.58490866405032,7.6
88,264.2499151079879,132.12495755399394,264.2499151079879,132.12495755399394,15.2,0.5547445255474452,47545.1412749041,1735.2241341205875,27.4,1.4542913578654122,24.721818145696943,5.8
89,225.60325289486332,112.80162644743166,225.60325289486332,112.80162644743166,14.6,0.5214285714285715,44486.83377980927,1588.8154921360453,28.0,1.6197225631112044,17.418088979196682,6.2
90,188.92196424800503,94.46098212400251,188.92196424800503,94.46098212400251,3.8,0.1417910447761194,47050.664837967684,1755.621822312227,26.8,1.9335487069692712,38.033279032493965,2.2
91,183.15554457151876,91.57777228575938,183.15554457151876,91.57777228575938,0.6,0.022222222222222223,43277.88882893508,1602.88477144204,27.0,1.9904565759521329,70.45758047160575,0.4
92,246.62713212529178,123.31356606264589,246.62713212529178,123.31356606264589,0.8,0.02962962962962963,41625.39729984517,1541.6813814757472,27.0,1.5023110942684677,69.65444832587536,1.0
93,263.64390848763344,131.82195424381672,263.64390848763344,131.82195424381672,3.6,0.125,40931.09713411201,1421.2186504900003,28.8,1.4252914307654396,70.0,2.2
94,281.3723553517206,140.6861776758603,281.3723553517206,140.6861776758603,2.8,0.09929078014184398,41303.24706199253,1464.654151134487,28.2,1.3680699690860514,34.9055562353135,1.8
95,264.6527140893644,132.3263570446822,264.6527140893644,132.3263570446822,0.0,0.0,42551.00085564752,1508.900739561969,28.2,1.384296520501621,66.10795212640028,0.0
96,260.20771138271874,130.10385569135937,260.20771138271874,130.10385569135937,9.6,0.3380281690140845,44175.37871379098,1555.4710814715136,28.4,1.397129946428834,0.0,4.4
97,291.5974673939741,145.79873369698706,291.5974673939741,145.79873369698706,12.8,0.463768115942029,43506.92580980435,1576.337891659578,27.6,1.2480707581049748,38.76304165193119,5.4
98,260.2520822820701,130.12604114103505,260.2520822820701,130.12604114103505,8.0,0.2962962962962963,42698.568447416306,1581.4284610154186,27.0,1.4261438466435823,68.30728326294093,4.6
99,327.3537959599245,163.67689797996226,327.3537959599245,163.67689797996226,27.4,1.0148148148148148,46261.500404515085,1713.3889038709292,27.0,1.4033622831168198,55.027974592928786,6.4
100,256.15704349946475,128.07852174973237,256.15704349946475,128.07852174973237,61.8,2.3059701492537314,48700.42073839581,1817.179878298351,26.8,2.0493923521683652,58.87245557010374,8.6
101,295.90092861976433,147.95046430988216,295.90092861976433,147.95046430988216,94.8,3.618320610687023,46218.1493380332,1764.0515014516488,26.2,2.455198658285589,62.069687829338136,11.8
102,222.44269362012383,111.22134681006192,222.44269362012383,111.22134681006192,79.0,3.015267175572519,43228.327306722145,1649.9361567451201,26.2,2.1870598724204755,22.889854218517485,10.4
103,298.46739615498063,149.23369807749032,298.46739615498063,149.23369807749032,47.2,1.858267716535433,39267.11191392145,1545.9492879496634,25.4,1.4734836455226117,80.0,6.2
104,373.24276547365974,186.62138273682987,373.24276547365974,186.62138273682987,15.8,0.6124031007751938,45134.86435857475,1749.4133472315793,25.8,1.8482934138744973,70.80382485765313,4.2
105,345.891941889091,172.9459709445455,345.891941889091,172.9459709445455,6.2,0.2440944881889764,42609.80592474919,1677.5514143602043,25.4,2.072077638561347,28.768784588386325,3.4
106,276.6939638679421,138.34698193397105,276.6939638679421,138.34698193397105,4.0,0.15625,45522.02007021915,1778.2039089929356,25.6,2.6596407540077003,64.85192562258248,3.0
107,179.32395694810003,89.66197847405002,179.32395694810003,89.66197847405002,0.8,0.031746031746031744,43407.50377606756,1722.5199911137922,25.2,2.5593846440184556,24.516282410087342,0.6
108,168.23772911234892,84.11886455617446,168.23772911234892,84.11886455617446,7.6,0.296875,45060.32302752166,1760.168868262565,25.6,2.4642333544980235,79.02233884282623,3.2
109,178.3565524890526,89.1782762445263,178.3565524890526,89.1782762445263,6.6,0.2661290322580645,43372.13752897679,1748.876513265193,24.8,2.6798359009402914,36.92293560375447,2.6
110,202.89027884485824,101.44513942242912,202.89027884485824,101.44513942242912,6.4,0.2644628099173554,41388.88734536119,1710.2846010479832,24.2,2.8825171928929834,55.03130854761025,3.6
111,234.19012462520587,117.09506231260293,234.19012462520587,117.09506231260293,23.8,1.0084745762711864,43795.30247536707,1855.7331557358928,23.6,3.4011387793662955,55.88674516519404,5.2
112,249.60523029048562,124.80261514524281,249.60523029048562,124.80261514524281,59.8,2.646017699115044,39793.112540877424,1760.7571920742223,22.6,3.7739039859968515,63.02455149186926,8.8
113,351.4517630753891,175.72588153769456,351.4517630753891,175.72588153769456,113.8,4.991228070175438,41889.30351689706,1837.250154249871,22.8,3.809998191896443,56.30350840694405,12.4
114,627.1943963789288,313.5971981894644,627.1943963789288,313.5971981894644,139.0,6.150442477876106,39350.66129784024,1741.1797034442584,22.6,3.505499061554383,54.67739471244499,13.4
115,491.63122154510694,245.81561077255347,491.63122154510694,245.81561077255347,125.4,5.225,37334.33064682451,1555.5971102843544,24.0,2.4092573086645457,3.263131148323737,13.2
116,325.7444418881347,162.87222094406735,325.7444418881347,162.87222094406735,81.6,3.3442622950819674,43155.53328019946,1768.669396729486,24.4,2.377259685841311,18.40246178999564,8.0
117,268.21408842061317,134.10704421030658,268.21408842061317,134.10704421030658,31.2,1.248,42488.46670732559,1699.5386682930236,25.0,2.8560801271088274,31.761837966141684,4.2
118,237.7414406506461,118.87072032532305,237.7414406506461,118.87072032532305,14.2,0.5546875,42762.044777548006,1670.392374122969,25.6,3.0249218234510242,5.643272493463201,4.6
119,271.9295635632144,135.9647817816072,271.9295635632144,135.9647817816072,53.4,1.9777777777777779,41411.962092157024,1533.7763737835935,27.0,1.8676931565475783,0.0,10.4
120,321.4305833304094,160.7152916652047,321.4305833304094,160.7152916652047,55.8,2.0217391304347827,45079.44333439166,1633.313164289553,27.6,1.7759555107529763,37.55167361448912,9.8
121,234.66162791228027,117.33081395614013,234.66162791228027,117.33081395614013,45.0,1.717557251908397,46993.3343733244,1793.6387165390993,26.2,2.3376569618900658,51.96237089669353,7.6
122,225.3615110048388,112.6807555024194,225.3615110048388,112.6807555024194,38.8,1.5275590551181102,45189.64811724571,1779.120004615973,25.4,2.8601199524172265,41.785545427120496,7.6
123,198.4696054199398,99.2348027099699,198.4696054199398,99.2348027099699,27.6,1.0534351145038168,43265.42544603588,1651.3521162609113,26.2,2.660695391971892,25.981348419152255,6.2
124,262.8808433615304,131.4404216807652,262.8808433615304,131.4404216807652,35.4,1.2826086956521738,45226.873430876985,1638.6548344520647,27.6,1.5745182364942067,0.0,9.2
125,238.4455089906894,119.2227544953447,238.4455089906894,119.2227544953447,41.4,1.4785714285714286,45872.84924604335,1638.3160445015483,28.0,1.661226272390838,19.11865221172434,9.2
126,309.5752371188945,154.78761855944725,309.5752371188945,154.78761855944725,15.6,0.5379310344827586,42473.90369363903,1464.6173687461735,29.0,1.616415963521522,80.0,5.2
127,271.47810802859533,135.73905401429766,271.47810802859533,135.73905401429766,14.0,0.4861111111111111,43834.18014214602,1522.0201438245144,28.8,1.7363753995053108,57.11632342460234,5.6
128,281.00401389751033,140.50200694875517,281.00401389751033,140.50200694875517,9.0,0.2903225806451613,48036.93689617245,1549.57860955395,31.0,1.630898174446655,80.0,5.2
129,277.07227926033113,138.53613963016556,277.07227926033113,138.53613963016556,1.0,0.03289473684210526,46076.992588027926,1515.6905456588133,30.4,1.3841504010522032,34.55376577155221,1.0
130,297.34684657580056,148.67342328790028,297.34684657580056,148.67342328790028,1.6,0.05063291139240506,46281.30978636715,1464.5984109609858,31.6,1.339504588642901,70.0,1.4
131,316.2750887816077,158.13754439080384,316.2750887816077,158.13754439080384,1.2,0.0375,47216.09541254234,1475.502981641948,32.0,1.2397740062690166,12.986342185909052,1.2
132,302.3343018320691,151.16715091603456,302.3343018320691,151.16715091603456,0.8,0.024539877300613498,49931.298468229754,1531.6349223383359,32.6,1.2535106829921783,49.8308819356123,0.8
133,271.44670976263694,135.72335488131847,271.44670976263694,135.72335488131847,16.6,0.5,51377.30688598164,1547.509243553664,33.2,1.3794019106298478,7.789530718309834,5.4
134,384.04551459945367,192.02275729972683,384.04551459945367,192.02275729972683,64.8,1.8514285714285714,50194.86102480895,1434.138886423113,35.0,0.9967895059529651,0.0,12.4
