step,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength
0,50.919280437786725,25.459640218893362,50.919280437786725,25.459640218893362,0.0,0.0,22152.27329589022,2840.0350379346437,7.8,7.287230239878784,4.457035467085291,0.0
1,53.870973098036586,26.935486549018293,53.870973098036586,26.935486549018293,0.0,0.0,17769.091498657952,2613.1016909791106,6.8,6.925170449473695,6.540553829721745,0.4
2,53.706371086713204,26.853185543356602,53.706371086713204,26.853185543356602,0.0,0.0,16232.25266138709,2387.0959796157485,6.8,6.899128977879583,0.4204943814649198,0.4
3,71.35284411111104,35.67642205555552,71.35284411111104,35.67642205555552,3.0,0.35714285714285715,17065.407813747675,2031.5961683032947,8.4,5.266238689553049,8.721364489828005,1.2
4,81.15679562935206,40.57839781467603,81.15679562935206,40.57839781467603,14.0,1.4,20888.45840740062,2088.845840740062,10.0,4.532755306995955,6.262067759088268,3.2
5,89.36939814766266,44.68469907383133,89.36939814766266,44.68469907383133,19.2,1.8823529411764706,21292.10593300616,2087.4613659809966,10.2,4.224232970591977,0.0,3.2
6,70.11072900745151,35.055364503725755,70.11072900745151,35.055364503725755,0.0,0.0,19763.3079712669,1937.5792128693038,10.2,5.447931208468097,18.453935320730466,0.2
7,92.23719334844148,46.11859667422074,92.23719334844148,46.11859667422074,1.4,0.125,20007.268394590217,1786.3632495169836,11.2,4.413667961878,10.774365214559793,1.2
8,83.10261128729373,41.55130564364686,83.10261128729373,41.55130564364686,3.0,0.2542372881355932,24986.27699767311,2117.4811014977213,11.8,4.407677928314743,52.43415099887443,1.8
9,100.97471446760487,50.487357233802435,100.97471446760487,50.487357233802435,10.0,0.8620689655172413,21690.813051885187,1869.897676886654,11.6,3.8535796668964637,34.66932601025604,2.4
10,98.50386816817684,49.25193408408842,98.50386816817684,49.25193408408842,23.0,2.1296296296296298,24145.804211832918,2235.722612206752,10.8,4.412012095761989,60.37919780516603,3.0
11,75.24080956158582,37.62040478079291,75.24080956158582,37.62040478079291,11.8,1.18,20830.046453049446,2083.004645304945,10.0,5.257545998080009,55.266627283641014,1.6
12,87.95145717963747,43.975728589818736,87.95145717963747,43.975728589818736,0.2,0.019230769230769232,20017.033557187337,1924.7147651141668,10.4,4.219475836325914,5.212808026847711,0.2
13,80.00021494765255,40.000107473826276,80.00021494765255,40.000107473826276,0.0,0.0,22726.645179474923,2104.31899809953,10.8,4.588262347429911,30.0,0.4
14,78.256100623202,39.128050311601,78.256100623202,39.128050311601,4.8,0.4528301886792453,21220.788321435313,2001.961162399558,10.6,4.723183289152501,5.742525595463519,2.4
15,87.44762332388324,43.72381166194162,87.44762332388324,43.72381166194162,5.2,0.48148148148148145,21175.979405059577,1960.7388338018127,10.8,4.502004786247408,13.871134721613032,1.8
16,66.09940911990567,33.049704559952836,66.09940911990567,33.049704559952836,0.0,0.0,22193.46951828042,2311.819741487544,9.6,5.577493495152717,33.19059407012958,0.0
17,79.30133352017306,39.65066676008653,79.30133352017306,39.65066676008653,0.4,0.04,18827.463521310994,1882.7463521310995,10.0,4.887681105002617,30.002098263109644,0.8
18,90.56081401997767,45.280407009988835,90.56081401997767,45.280407009988835,1.0,0.1,19207.12069349452,1920.712069349452,10.0,4.401667307671864,16.450880577426688,1.0
19,87.31306083690573,43.65653041845287,87.31306083690573,43.65653041845287,8.6,0.8431372549019608,22122.764799447006,2168.8985097497066,10.2,5.097733290665463,57.260316563195204,2.4
20,98.23581880114111,49.117909400570554,98.23581880114111,49.117909400570554,9.2,0.8070175438596491,22075.21359664655,1936.422245319873,11.4,3.785500281105075,50.0,2.8
21,104.57899770870866,52.28949885435433,104.57899770870866,52.28949885435433,15.0,1.1363636363636365,25468.32483472832,1929.4185480854787,13.2,3.56492725729469,7.614806608914932,3.8
22,114.99457946241735,57.497289731208674,114.99457946241735,57.497289731208674,45.2,3.183098591549296,26105.318477828925,1838.4027097062624,14.2,3.1885156305230637,32.668637941166025,7.6
23,123.62162860932908,61.81081430466454,123.62162860932908,61.81081430466454,19.2,1.352112676056338,26509.09717045478,1866.8378289052664,14.2,3.0277760139728174,69.45726442511017,3.8
