step,TotalTravelTime,AvgTravelTime,TotalTravelTime_Raw,AvgTravelTime_Raw,TotalWaitingTime,AvgWaitingTime,TotalCO2,AvgCO2,VehCount,AvgSpeed,AvgOccupancy,QueueLength
0,100.95631081858306,33.65210360619435,100.95631081858306,33.65210360619435,23.2,1.7575757575757576,23671.664265114807,1793.307898872334,13.2,7.104355953487912,16.98130961535507,2.6
1,171.97896711935198,61.42105968548285,200171.97896711936,66723.99298903979,1.4,0.1076923076923077,22813.369243617046,1754.8745572013113,13.0,2.9595495809392194,20.0,1.0
2,131.642424730631,43.88080824354367,131.642424730631,43.88080824354367,6.0,0.43478260869565216,26194.52427979078,1898.1539333181727,13.8,2.9468650959246023,6.212952701793976,1.4
3,106.48619052524252,35.49539684174751,106.48619052524252,35.49539684174751,6.0,0.4166666666666667,28864.799777620756,2004.499984556997,14.4,3.9344171566303414,10.83860792063111,0.6
4,81.73092440068251,27.24364146689417,81.73092440068251,27.24364146689417,0.0,0.0,27980.77554255759,2027.5924306201152,13.8,5.167239665072961,11.379993107359306,0.4
5,110.63935957094766,36.87978652364922,110.63935957094766,36.87978652364922,1.0,0.0641025641025641,21359.635208243253,1369.2073851437983,15.6,3.9814142792582103,39.34917402836675,1.0
6,139.94652355225395,46.64884118408465,139.94652355225395,46.64884118408465,0.0,0.0,27867.901401648665,1786.4039360031195,15.6,3.1362522591330517,36.068058187864835,0.2
7,119.33084215347958,39.77694738449319,119.33084215347958,39.77694738449319,3.6,0.24,27861.60319050533,1857.4402127003552,15.0,3.6302955075034107,18.92470215664635,2.0
8,96.88098415218424,32.293661384061416,96.88098415218424,32.293661384061416,0.6,0.03896103896103896,29258.38825795916,1899.8953414259195,15.4,4.687909782829963,13.432536535347026,0.6
9,137.75319657090276,45.91773219030092,137.75319657090276,45.91773219030092,1.0,0.06172839506172839,24436.27130576168,1508.4118089976346,16.2,3.0124924075244324,16.00717518278562,1.0
